N EXPEDIENTE,FECHA,AUX-FECHA,HORA,AUX-HORA,DATE,URI-DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,URI-CRUCE,DISTRITO,URI-DISTRITO,TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,AUX-TIPO VEHÍCULO,TIPO PERSONA,AUX-TIPO PERSONA,RANGO DE EDAD,SEXO,AUX-SEXO,LESIVIDAD,URI-PERSONA
2020S001687,23/01/2020,23012020,19:15,1915,2020-01-23T19:15:00Z,23012020-1915,19:00-19:59,CALL. TOLEDO,call-toledo,,,92,call-toledo%92,CENTRO,centro,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,65-69,Mujer,mujer,,mujer%65-69%conductor%turismo
2020S001687,23/01/2020,23012020,19:15,1915,2020-01-23T19:15:00Z,23012020-1915,19:00-19:59,CALL. TOLEDO,call-toledo,,,92,call-toledo%92,CENTRO,centro,Colisión fronto-lateral,,Turismo,turismo,Pasajero,pasajero,70-74,Hombre,hombre,,hombre%70-74%pasajero%turismo
2020S001691,23/01/2020,23012020,19:10,1910,2020-01-23T19:10:00Z,23012020-1910,19:00-19:59,CALL. GENERAL RICARDOS,call-general-ricardos,,,145,call-general-ricardos%145,CARABANCHEL,carabanchel,Caída,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Hombre,hombre,2,hombre%25-29%conductor%motocicleta-hasta-125cc%2
2020S001680,23/01/2020,23012020,19:10,1910,2020-01-23T19:10:00Z,23012020-1910,19:00-19:59,CALL. VICENTE CARBALLAL,call-vicente-carballal,CALL. MIGUEL SOLAS,call-miguel-solas,,call-vicente-carballal%call-miguel-solas,VILLAVERDE,villaverde,Alcance,Despejado,Furgoneta,furgoneta,Conductor,conductor,30-34,Hombre,hombre,7,hombre%30-34%conductor%furgoneta%7
2020S001680,23/01/2020,23012020,19:10,1910,2020-01-23T19:10:00Z,23012020-1910,19:00-19:59,CALL. VICENTE CARBALLAL,call-vicente-carballal,CALL. MIGUEL SOLAS,call-miguel-solas,,call-vicente-carballal%call-miguel-solas,VILLAVERDE,villaverde,Alcance,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S001755,23/01/2020,23012020,19:10,1910,2020-01-23T19:10:00Z,23012020-1910,19:00-19:59,CALL. RECTOR ROYO-VILLANOVA,call-rector-royo-villanova,CALL. RAMIRO DE MAEZTU,call-ramiro-de-maeztu,,call-rector-royo-villanova%call-ramiro-de-maeztu,MONCLOA-ARAVACA,moncloa-aravaca,Caída,Despejado,Ciclomotor,ciclomotor,Conductor,conductor,18-20,Hombre,hombre,7,hombre%18-20%conductor%ciclomotor%7
2020S001755,23/01/2020,23012020,19:10,1910,2020-01-23T19:10:00Z,23012020-1910,19:00-19:59,CALL. RECTOR ROYO-VILLANOVA,call-rector-royo-villanova,CALL. RAMIRO DE MAEZTU,call-ramiro-de-maeztu,,call-rector-royo-villanova%call-ramiro-de-maeztu,MONCLOA-ARAVACA,moncloa-aravaca,Caída,Despejado,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,14,mujer%40-44%conductor%turismo%14
2020S001679,23/01/2020,23012020,19:00,1900,2020-01-23T19:00:00Z,23012020-1900,19:00-19:59,CALL. VIA CARPETANA,call-via-carpetana,,,89,call-via-carpetana%89,CARABANCHEL,carabanchel,Alcance,Despejado,Furgoneta,furgoneta,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%furgoneta%14
2020S001679,23/01/2020,23012020,19:00,1900,2020-01-23T19:00:00Z,23012020-1900,19:00-19:59,CALL. VIA CARPETANA,call-via-carpetana,,,89,call-via-carpetana%89,CARABANCHEL,carabanchel,Alcance,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,40-44,Mujer,mujer,7,mujer%40-44%conductor%motocicleta-hasta-125cc%7
2020S001688,23/01/2020,23012020,18:55,1855,2020-01-23T18:55:00Z,23012020-1855,18:00-18:59,"AUTOV. M-30, +00800E","autov-m-30,-+00800e",,,,"autov-m-30,-+00800e",MORATALAZ,moratalaz,Colisión lateral,Despejado,Tractocamión,tractocamion,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%tractocamion
2020S001688,23/01/2020,23012020,18:55,1855,2020-01-23T18:55:00Z,23012020-1855,18:00-18:59,"AUTOV. M-30, +00800E","autov-m-30,-+00800e",,,,"autov-m-30,-+00800e",MORATALAZ,moratalaz,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Mujer,mujer,,mujer%50-54%conductor%turismo
2020S001693,23/01/2020,23012020,18:53,1853,2020-01-23T18:53:00Z,23012020-1853,18:00-18:59,CALL. GENERAL PARDIÑAS,call-general-pardiñas,CALL. PADILLA,call-padilla,,call-general-pardiñas%call-padilla,SALAMANCA,salamanca,Atropello a persona,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,14,hombre%45-49%conductor%turismo%14
2020S001693,23/01/2020,23012020,18:53,1853,2020-01-23T18:53:00Z,23012020-1853,18:00-18:59,CALL. GENERAL PARDIÑAS,call-general-pardiñas,CALL. PADILLA,call-padilla,,call-general-pardiñas%call-padilla,SALAMANCA,salamanca,Atropello a persona,Despejado,Turismo,turismo,Peatón,peaton,55-59,Mujer,mujer,6,mujer%55-59%peaton%turismo%6
2020S001681,23/01/2020,23012020,18:45,1845,2020-01-23T18:45:00Z,23012020-1845,18:00-18:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,CALL. ABTAO,call-abtao,,avda-ciudad-de-barcelona%call-abtao,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S001681,23/01/2020,23012020,18:45,1845,2020-01-23T18:45:00Z,23012020-1845,18:00-18:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,CALL. ABTAO,call-abtao,,avda-ciudad-de-barcelona%call-abtao,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,,mujer%30-34%conductor%turismo
2020S001685,23/01/2020,23012020,18:40,1840,2020-01-23T18:40:00Z,23012020-1840,18:00-18:59,CALL. ALCOCER,call-alcocer,,,7,call-alcocer%7,VILLAVERDE,villaverde,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S001685,23/01/2020,23012020,18:40,1840,2020-01-23T18:40:00Z,23012020-1840,18:00-18:59,CALL. ALCOCER,call-alcocer,,,7,call-alcocer%7,VILLAVERDE,villaverde,Colisión lateral,Despejado,,,Conductor,conductor,,,,,conductor
2020S002014,23/01/2020,23012020,18:15,1815,2020-01-23T18:15:00Z,23012020-1815,18:00-18:59,CALL. GREGORIO SANCHEZ HERRAEZ,call-gregorio-sanchez-herraez,CALL. VIA DE LOS POBLADOS,call-via-de-los-poblados,,call-gregorio-sanchez-herraez%call-via-de-los-poblados,HORTALEZA,hortaleza,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,14,mujer%45-49%conductor%turismo%14
2020S002014,23/01/2020,23012020,18:15,1815,2020-01-23T18:15:00Z,23012020-1815,18:00-18:59,CALL. GREGORIO SANCHEZ HERRAEZ,call-gregorio-sanchez-herraez,CALL. VIA DE LOS POBLADOS,call-via-de-los-poblados,,call-gregorio-sanchez-herraez%call-via-de-los-poblados,HORTALEZA,hortaleza,Colisión lateral,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,35-39,Hombre,hombre,7,hombre%35-39%conductor%motocicleta-hasta-125cc%7
2020S002020,23/01/2020,23012020,17:45,1745,2020-01-23T17:45:00Z,23012020-1745,17:00-17:59,"AUTOV. M-40, +00600E","autov-m-40,-+00600e",,,,"autov-m-40,-+00600e",BARAJAS,barajas,Alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,,hombre%45-49%conductor%turismo
2020S002020,23/01/2020,23012020,17:45,1745,2020-01-23T17:45:00Z,23012020-1745,17:00-17:59,"AUTOV. M-40, +00600E","autov-m-40,-+00600e",,,,"autov-m-40,-+00600e",BARAJAS,barajas,Alcance,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,10-14,Mujer,mujer,,mujer%10-14%pasajero%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,50-54,Mujer,mujer,,mujer%50-54%pasajero%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,50-54,Mujer,mujer,,mujer%50-54%pasajero%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,,mujer%40-44%pasajero%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,,mujer%30-34%conductor%turismo
2020S001663,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. POBLADOS,avda-poblados,AVDA. PRINCESA JUANA DE AUSTRIA,avda-princesa-juana-de-austria,,avda-poblados%avda-princesa-juana-de-austria,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,6-9,Hombre,hombre,,hombre%6-9%pasajero%turismo
2020S001769,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. NICETO ALCALA ZAMORA,avda-niceto-alcala-zamora,AUTOV. M-40,autov-m-40,,avda-niceto-alcala-zamora%autov-m-40,HORTALEZA,hortaleza,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,,hombre%45-49%conductor%turismo
2020S001769,23/01/2020,23012020,17:15,1715,2020-01-23T17:15:00Z,23012020-1715,17:00-17:59,AVDA. NICETO ALCALA ZAMORA,avda-niceto-alcala-zamora,AUTOV. M-40,autov-m-40,,avda-niceto-alcala-zamora%autov-m-40,HORTALEZA,hortaleza,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S001671,23/01/2020,23012020,17:05,1705,2020-01-23T17:05:00Z,23012020-1705,17:00-17:59,CALL. MONASTERIO DE LAS HUELGAS,call-monasterio-de-las-huelgas,,,15,call-monasterio-de-las-huelgas%15,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Atropello a persona,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S001671,23/01/2020,23012020,17:05,1705,2020-01-23T17:05:00Z,23012020-1705,17:00-17:59,CALL. MONASTERIO DE LAS HUELGAS,call-monasterio-de-las-huelgas,,,15,call-monasterio-de-las-huelgas%15,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Atropello a persona,Despejado,Turismo,turismo,Peatón,peaton,18-20,Hombre,hombre,7,hombre%18-20%peaton%turismo%7
2020S001743,23/01/2020,23012020,16:25,1625,2020-01-23T16:25:00Z,23012020-1625,16:00-16:59,CUSTA. SAN VICENTE,custa-san-vicente,,,28,custa-san-vicente%28,MONCLOA-ARAVACA,moncloa-aravaca,Caída,Despejado,Bicicleta,bicicleta,Conductor,conductor,30-34,Hombre,hombre,6,hombre%30-34%conductor%bicicleta%6
2020S001667,23/01/2020,23012020,16:00,1600,2020-01-23T16:00:00Z,23012020-1600,16:00-16:59,AVDA. ARCENTALES,avda-arcentales,AUTOV. M-40,autov-m-40,,avda-arcentales%autov-m-40,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,14,mujer%40-44%conductor%turismo%14
2020S001667,23/01/2020,23012020,16:00,1600,2020-01-23T16:00:00Z,23012020-1600,16:00-16:59,AVDA. ARCENTALES,avda-arcentales,AUTOV. M-40,autov-m-40,,avda-arcentales%autov-m-40,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%turismo%14
2020S001677,23/01/2020,23012020,16:00,1600,2020-01-23T16:00:00Z,23012020-1600,16:00-16:59,CALL. FABRICA DE MOSAICOS,call-fabrica-de-mosaicos,,,1,call-fabrica-de-mosaicos%1,VILLAVERDE,villaverde,Alcance,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,14,mujer%25-29%conductor%turismo%14
2020S001677,23/01/2020,23012020,16:00,1600,2020-01-23T16:00:00Z,23012020-1600,16:00-16:59,CALL. FABRICA DE MOSAICOS,call-fabrica-de-mosaicos,,,1,call-fabrica-de-mosaicos%1,VILLAVERDE,villaverde,Alcance,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Mujer,mujer,5,mujer%25-29%conductor%motocicleta-hasta-125cc%5
2020S001750,23/01/2020,23012020,15:53,1553,2020-01-23T15:53:00Z,23012020-1553,15:00-15:59,CALL. PROFESOR ARANGUREN,call-profesor-aranguren,,,1,call-profesor-aranguren%1,MONCLOA-ARAVACA,moncloa-aravaca,Alcance,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,,mujer%55-59%conductor%turismo
2020S001750,23/01/2020,23012020,15:53,1553,2020-01-23T15:53:00Z,23012020-1553,15:00-15:59,CALL. PROFESOR ARANGUREN,call-profesor-aranguren,,,1,call-profesor-aranguren%1,MONCLOA-ARAVACA,moncloa-aravaca,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,45-49,Mujer,mujer,,mujer%45-49%pasajero%turismo
2020S001750,23/01/2020,23012020,15:53,1553,2020-01-23T15:53:00Z,23012020-1553,15:00-15:59,CALL. PROFESOR ARANGUREN,call-profesor-aranguren,,,1,call-profesor-aranguren%1,MONCLOA-ARAVACA,moncloa-aravaca,Alcance,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,,hombre%21-24%conductor%turismo
2020S001668,23/01/2020,23012020,15:45,1545,2020-01-23T15:45:00Z,23012020-1545,15:00-15:59,CALL. SAN MARIANO,call-san-mariano,CALL. DISCOBOLO,call-discobolo,,call-san-mariano%call-discobolo,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,,mujer%25-29%conductor%turismo
2020S001668,23/01/2020,23012020,15:45,1545,2020-01-23T15:45:00Z,23012020-1545,15:00-15:59,CALL. SAN MARIANO,call-san-mariano,CALL. DISCOBOLO,call-discobolo,,call-san-mariano%call-discobolo,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,14,hombre%0-5%pasajero%turismo%14
2020S001668,23/01/2020,23012020,15:45,1545,2020-01-23T15:45:00Z,23012020-1545,15:00-15:59,CALL. SAN MARIANO,call-san-mariano,CALL. DISCOBOLO,call-discobolo,,call-san-mariano%call-discobolo,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,14,mujer%35-39%conductor%turismo%14
2020S001668,23/01/2020,23012020,15:45,1545,2020-01-23T15:45:00Z,23012020-1545,15:00-15:59,CALL. SAN MARIANO,call-san-mariano,CALL. DISCOBOLO,call-discobolo,,call-san-mariano%call-discobolo,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S001658,23/01/2020,23012020,14:15,1415,2020-01-23T14:15:00Z,23012020-1415,14:00-14:59,CALL. LUCHANA,call-luchana,,,32,call-luchana%32,CHAMBERÍ,chamberi,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,14,mujer%21-24%conductor%turismo%14
2020S001658,23/01/2020,23012020,14:15,1415,2020-01-23T14:15:00Z,23012020-1415,14:00-14:59,CALL. LUCHANA,call-luchana,,,32,call-luchana%32,CHAMBERÍ,chamberi,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,7,mujer%40-44%conductor%turismo%7
2020S001658,23/01/2020,23012020,14:15,1415,2020-01-23T14:15:00Z,23012020-1415,14:00-14:59,CALL. LUCHANA,call-luchana,,,32,call-luchana%32,CHAMBERÍ,chamberi,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,14,hombre%55-59%conductor%turismo%14
2020S001745,23/01/2020,23012020,14:05,1405,2020-01-23T14:05:00Z,23012020-1405,14:00-14:59,AVDA. MONFORTE DE LEMOS,avda-monforte-de-lemos,CMNO. GANAPANES,cmno-ganapanes,,avda-monforte-de-lemos%cmno-ganapanes,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Hombre,hombre,7,hombre%25-29%conductor%motocicleta-hasta-125cc%7
2020S001745,23/01/2020,23012020,14:05,1405,2020-01-23T14:05:00Z,23012020-1405,14:00-14:59,AVDA. MONFORTE DE LEMOS,avda-monforte-de-lemos,CMNO. GANAPANES,cmno-ganapanes,,avda-monforte-de-lemos%cmno-ganapanes,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,14,mujer%21-24%conductor%turismo%14
2020S001716,23/01/2020,23012020,12:25,1225,2020-01-23T12:25:00Z,23012020-1225,12:00-12:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,AUTOV. M-30,autov-m-30,,avda-ciudad-de-barcelona%autov-m-30,RETIRO,retiro,Atropello a persona,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,14,hombre%45-49%conductor%turismo%14
2020S001716,23/01/2020,23012020,12:25,1225,2020-01-23T12:25:00Z,23012020-1225,12:00-12:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,AUTOV. M-30,autov-m-30,,avda-ciudad-de-barcelona%autov-m-30,RETIRO,retiro,Atropello a persona,Despejado,Turismo,turismo,Pasajero,pasajero,70-74,Hombre,hombre,14,hombre%70-74%pasajero%turismo%14
2020S001716,23/01/2020,23012020,12:25,1225,2020-01-23T12:25:00Z,23012020-1225,12:00-12:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,AUTOV. M-30,autov-m-30,,avda-ciudad-de-barcelona%autov-m-30,RETIRO,retiro,Atropello a persona,Despejado,Turismo,turismo,Peatón,peaton,70-74,Mujer,mujer,1,mujer%70-74%peaton%turismo%1
2020S001713,23/01/2020,23012020,12:15,1215,2020-01-23T12:15:00Z,23012020-1215,12:00-12:59,CALL. DOMINGO PARRAGA,call-domingo-parraga,,,86,call-domingo-parraga%86,VILLAVERDE,villaverde,Otro,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S001711,23/01/2020,23012020,11:50,1150,2020-01-23T11:50:00Z,23012020-1150,11:00-11:59,PASEO. PRADO,paseo-prado,,,13,paseo-prado%13,RETIRO,retiro,Alcance,Se desconoce,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,7,mujer%35-39%conductor%turismo%7
2020S001711,23/01/2020,23012020,11:50,1150,2020-01-23T11:50:00Z,23012020-1150,11:00-11:59,PASEO. PRADO,paseo-prado,,,13,paseo-prado%13,RETIRO,retiro,Alcance,Se desconoce,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,30-34,Hombre,hombre,14,hombre%30-34%conductor%motocicleta->-125cc%14
2020S001647,23/01/2020,23012020,10:48,1048,2020-01-23T10:48:00Z,23012020-1048,10:00-10:59,CALL. GENOVA,call-genova,CALL. MONTE ESQUINZA,call-monte-esquinza,,call-genova%call-monte-esquinza,CHAMBERÍ,chamberi,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,14,hombre%45-49%conductor%turismo%14
2020S001647,23/01/2020,23012020,10:48,1048,2020-01-23T10:48:00Z,23012020-1048,10:00-10:59,CALL. GENOVA,call-genova,CALL. MONTE ESQUINZA,call-monte-esquinza,,call-genova%call-monte-esquinza,CHAMBERÍ,chamberi,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,35-39,Mujer,mujer,1,mujer%35-39%conductor%motocicleta-hasta-125cc%1
2020S001648,23/01/2020,23012020,10:45,1045,2020-01-23T10:45:00Z,23012020-1045,10:00-10:59,CALL. PADRE LLANOS,call-padre-llanos,,,12,call-padre-llanos%12,PUENTE DE VALLECAS,puente-de-vallecas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S001648,23/01/2020,23012020,10:45,1045,2020-01-23T10:45:00Z,23012020-1045,10:00-10:59,CALL. PADRE LLANOS,call-padre-llanos,,,12,call-padre-llanos%12,PUENTE DE VALLECAS,puente-de-vallecas,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S001718,23/01/2020,23012020,9:50,0950,2020-01-23T09:50:00Z,23012020-0950,09:00-09:59,CALL. ULISES,call-ulises,CALL. PUENTECILLO,call-puentecillo,,call-ulises%call-puentecillo,HORTALEZA,hortaleza,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,,mujer%30-34%conductor%turismo
2020S001718,23/01/2020,23012020,9:50,0950,2020-01-23T09:50:00Z,23012020-0950,09:00-09:59,CALL. ULISES,call-ulises,CALL. PUENTECILLO,call-puentecillo,,call-ulises%call-puentecillo,HORTALEZA,hortaleza,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S001718,23/01/2020,23012020,9:50,0950,2020-01-23T09:50:00Z,23012020-0950,09:00-09:59,CALL. ULISES,call-ulises,CALL. PUENTECILLO,call-puentecillo,,call-ulises%call-puentecillo,HORTALEZA,hortaleza,Colisión fronto-lateral,Despejado,Furgoneta,furgoneta,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%furgoneta
2020S001718,23/01/2020,23012020,9:50,0950,2020-01-23T09:50:00Z,23012020-0950,09:00-09:59,CALL. ULISES,call-ulises,CALL. PUENTECILLO,call-puentecillo,,call-ulises%call-puentecillo,HORTALEZA,hortaleza,Colisión fronto-lateral,Despejado,Furgoneta,furgoneta,Conductor,conductor,,,,,conductor%furgoneta
2020S001812,23/01/2020,23012020,9:45,0945,2020-01-23T09:45:00Z,23012020-0945,09:00-09:59,PASEO. PRADO,paseo-prado,,,2,paseo-prado%2,CENTRO,centro,Alcance,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,35-39,Hombre,hombre,7,hombre%35-39%conductor%motocicleta->-125cc%7
2020S001812,23/01/2020,23012020,9:45,0945,2020-01-23T09:45:00Z,23012020-0945,09:00-09:59,PASEO. PRADO,paseo-prado,,,2,paseo-prado%2,CENTRO,centro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,14,hombre%55-59%conductor%turismo%14
2020S002384,23/01/2020,23012020,9:45,0945,2020-01-23T09:45:00Z,23012020-0945,09:00-09:59,"AUTOV. A-6, +00600E","autov-a-6,-+00600e",,,,"autov-a-6,-+00600e",MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,60-64,Hombre,hombre,14,hombre%60-64%conductor%turismo%14
2020S002384,23/01/2020,23012020,9:45,0945,2020-01-23T09:45:00Z,23012020-0945,09:00-09:59,"AUTOV. A-6, +00600E","autov-a-6,-+00600e",,,,"autov-a-6,-+00600e",MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,40-44,Hombre,hombre,2,hombre%40-44%conductor%motocicleta->-125cc%2
2020S002384,23/01/2020,23012020,9:45,0945,2020-01-23T09:45:00Z,23012020-0945,09:00-09:59,"AUTOV. A-6, +00600E","autov-a-6,-+00600e",,,,"autov-a-6,-+00600e",MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Pasajero,pasajero,35-39,Mujer,mujer,2,mujer%35-39%pasajero%motocicleta->-125cc%2
2020S001643,23/01/2020,23012020,9:15,0915,2020-01-23T09:15:00Z,23012020-0915,09:00-09:59,CALL. JOSE ABASCAL,call-jose-abascal,,,32,call-jose-abascal%32,CHAMBERÍ,chamberi,Caída,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Hombre,hombre,14,hombre%25-29%conductor%motocicleta-hasta-125cc%14
2020S001643,23/01/2020,23012020,9:15,0915,2020-01-23T09:15:00Z,23012020-0915,09:00-09:59,CALL. JOSE ABASCAL,call-jose-abascal,,,32,call-jose-abascal%32,CHAMBERÍ,chamberi,Caída,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Pasajero,pasajero,25-29,Mujer,mujer,14,mujer%25-29%pasajero%motocicleta-hasta-125cc%14
2020S001643,23/01/2020,23012020,9:15,0915,2020-01-23T09:15:00Z,23012020-0915,09:00-09:59,CALL. JOSE ABASCAL,call-jose-abascal,,,32,call-jose-abascal%32,CHAMBERÍ,chamberi,Caída,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,30-34,Hombre,hombre,7,hombre%30-34%conductor%motocicleta-hasta-125cc%7
