N EXPEDIENTE,FECHA,AUX-FECHA,HORA,AUX-HORA,DATE,URI-DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,URI-CRUCE,DISTRITO,URI-DISTRITO,TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,AUX-TIPO VEHÍCULO,TIPO PERSONA,AUX-TIPO PERSONA,RANGO DE EDAD,SEXO,AUX-SEXO,LESIVIDAD,URI-PERSONA
2020S000009,01/01/2020,01012020,7:10,0710,2020-01-01T07:10:00Z,01012020-0710,07:00-07:59,CALL. FRANCISCO SILVELA,call-francisco-silvela,CALL. MALDONADO,call-maldonado,,call-francisco-silvela%call-maldonado,SALAMANCA,salamanca,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,18-20,Mujer,mujer,,mujer%18-20%pasajero%turismo
2020S000012,01/01/2020,01012020,6:40,0640,2020-01-01T06:40:00Z,01012020-0640,06:00-06:59,AVDA. MEDITERRANEO,avda-mediterraneo,CALL. ABTAO,call-abtao,,avda-mediterraneo%call-abtao,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S000012,01/01/2020,01012020,6:40,0640,2020-01-01T06:40:00Z,01012020-0640,06:00-06:59,AVDA. MEDITERRANEO,avda-mediterraneo,CALL. ABTAO,call-abtao,,avda-mediterraneo%call-abtao,RETIRO,retiro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000976,01/01/2020,01012020,6:21,0621,2020-01-01T06:21:00Z,01012020-0621,06:00-06:59,AVDA. PORTUGAL,avda-portugal,,,177,avda-portugal%177,LATINA,latina,Vuelco,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,7,hombre%25-29%conductor%turismo%7
2020S000007,01/01/2020,01012020,6:13,0613,2020-01-01T06:13:00Z,01012020-0613,06:00-06:59,CALL. BOCANGEL,call-bocangel,CALL. MARQUES DE MONDEJAR,call-marques-de-mondejar,,call-bocangel%call-marques-de-mondejar,SALAMANCA,salamanca,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,14,mujer%25-29%conductor%turismo%14
2020S000007,01/01/2020,01012020,6:13,0613,2020-01-01T06:13:00Z,01012020-0613,06:00-06:59,CALL. BOCANGEL,call-bocangel,CALL. MARQUES DE MONDEJAR,call-marques-de-mondejar,,call-bocangel%call-marques-de-mondejar,SALAMANCA,salamanca,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,25-29,Mujer,mujer,14,mujer%25-29%pasajero%turismo%14
2020S000007,01/01/2020,01012020,6:13,0613,2020-01-01T06:13:00Z,01012020-0613,06:00-06:59,CALL. BOCANGEL,call-bocangel,CALL. MARQUES DE MONDEJAR,call-marques-de-mondejar,,call-bocangel%call-marques-de-mondejar,SALAMANCA,salamanca,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,40-44,Hombre,hombre,3,hombre%40-44%conductor%motocicleta->-125cc%3
2020S000006,01/01/2020,01012020,5:05,0505,2020-01-01T05:05:00Z,01012020-0505,05:00-05:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,,,60,call-eugenia-de-montijo%60,CARABANCHEL,carabanchel,Colisión lateral,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%motocicleta-hasta-125cc
2020S000006,01/01/2020,01012020,5:05,0505,2020-01-01T05:05:00Z,01012020-0505,05:00-05:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,,,60,call-eugenia-de-montijo%60,CARABANCHEL,carabanchel,Colisión lateral,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Pasajero,pasajero,18-20,Hombre,hombre,,hombre%18-20%pasajero%motocicleta-hasta-125cc
2020S000006,01/01/2020,01012020,5:05,0505,2020-01-01T05:05:00Z,01012020-0505,05:00-05:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,,,60,call-eugenia-de-montijo%60,CARABANCHEL,carabanchel,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S000006,01/01/2020,01012020,5:05,0505,2020-01-01T05:05:00Z,01012020-0505,05:00-05:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,,,60,call-eugenia-de-montijo%60,CARABANCHEL,carabanchel,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,45-49,Hombre,hombre,14,hombre%45-49%pasajero%turismo%14
2020S000017,01/01/2020,01012020,3:55,0355,2020-01-01T03:55:00Z,01012020-0355,03:00-03:59,"AUTOV. A-4, +00500E","autov-a-4,-+00500e",,,,"autov-a-4,-+00500e",PUENTE DE VALLECAS,puente-de-vallecas,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,14,mujer%35-39%conductor%turismo%14
2020S000005,01/01/2020,01012020,3:30,0330,2020-01-01T03:30:00Z,01012020-0330,03:00-03:59,CALL. TUDESCOS,call-tudescos,,,1,call-tudescos%1,CENTRO,centro,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S000005,01/01/2020,01012020,3:30,0330,2020-01-01T03:30:00Z,01012020-0330,03:00-03:59,CALL. TUDESCOS,call-tudescos,,,1,call-tudescos%1,CENTRO,centro,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000003,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,1,call-bravo-murillo%1,CHAMBERÍ,chamberi,Alcance,Despejado,Turismo,turismo,Conductor,conductor,70-74,Hombre,hombre,,hombre%70-74%conductor%turismo
2020S000003,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,1,call-bravo-murillo%1,CHAMBERÍ,chamberi,Alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000003,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,CALL. BRAVO MURILLO,call-bravo-murillo,,,1,call-bravo-murillo%1,CHAMBERÍ,chamberi,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,,mujer%40-44%pasajero%turismo
2020S000015,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,PASEO. CASTELLANA,paseo-castellana,CALL. RAFAEL SALGADO,call-rafael-salgado,,paseo-castellana%call-rafael-salgado,CHAMARTÍN,chamartin,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%turismo%14
2020S000015,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,PASEO. CASTELLANA,paseo-castellana,CALL. RAFAEL SALGADO,call-rafael-salgado,,paseo-castellana%call-rafael-salgado,CHAMARTÍN,chamartin,Colisión frontal,Despejado,Turismo,turismo,Pasajero,pasajero,35-39,Mujer,mujer,14,mujer%35-39%pasajero%turismo%14
2020S000015,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,PASEO. CASTELLANA,paseo-castellana,CALL. RAFAEL SALGADO,call-rafael-salgado,,paseo-castellana%call-rafael-salgado,CHAMARTÍN,chamartin,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,14,mujer%55-59%conductor%turismo%14
2020S000015,01/01/2020,01012020,2:00,0200,2020-01-01T02:00:00Z,01012020-0200,02:00-02:59,PASEO. CASTELLANA,paseo-castellana,CALL. RAFAEL SALGADO,call-rafael-salgado,,paseo-castellana%call-rafael-salgado,CHAMARTÍN,chamartin,Colisión frontal,Despejado,Turismo,turismo,Pasajero,pasajero,25-29,Mujer,mujer,14,mujer%25-29%pasajero%turismo%14
2020S000037,01/01/2020,01012020,1:55,0155,2020-01-01T01:55:00Z,01012020-0155,01:00-01:59,AVDA. OROVILLA,avda-orovilla,CALL. CIRCULO,call-circulo,,avda-orovilla%call-circulo,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,14,mujer%35-39%conductor%turismo%14
2020S000037,01/01/2020,01012020,1:55,0155,2020-01-01T01:55:00Z,01012020-0155,01:00-01:59,AVDA. OROVILLA,avda-orovilla,CALL. CIRCULO,call-circulo,,avda-orovilla%call-circulo,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,14,hombre%21-24%conductor%turismo%14
2020S000002,01/01/2020,01012020,1:20,0120,2020-01-01T01:20:00Z,01012020-0120,01:00-01:59,CALL. SILVANO,call-silvano,,,31,call-silvano%31,HORTALEZA,hortaleza,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,,hombre%21-24%conductor%turismo
2020S000002,01/01/2020,01012020,1:20,0120,2020-01-01T01:20:00Z,01012020-0120,01:00-01:59,CALL. SILVANO,call-silvano,,,31,call-silvano%31,HORTALEZA,hortaleza,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Hombre,hombre,,hombre%40-44%pasajero%turismo
2020S000001,01/01/2020,01012020,1:15,0115,2020-01-01T01:15:00Z,01012020-0115,01:00-01:59,AVDA. CANILLEJAS A VICALVARO,avda-canillejas-a-vicalvaro,CALL. SILFIDE,call-silfide,,avda-canillejas-a-vicalvaro%call-silfide,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%turismo
2020S000001,01/01/2020,01012020,1:15,0115,2020-01-01T01:15:00Z,01012020-0115,01:00-01:59,AVDA. CANILLEJAS A VICALVARO,avda-canillejas-a-vicalvaro,CALL. SILFIDE,call-silfide,,avda-canillejas-a-vicalvaro%call-silfide,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,,hombre%18-20%conductor%turismo
2020S000004,01/01/2020,01012020,1:00,0100,2020-01-01T01:00:00Z,01012020-0100,01:00-01:59,CALL. MANDARINA,call-mandarina,,,5,call-mandarina%5,CIUDAD LINEAL,ciudad-lineal,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%turismo
2020S000004,01/01/2020,01012020,1:00,0100,2020-01-01T01:00:00Z,01012020-0100,01:00-01:59,CALL. MANDARINA,call-mandarina,,,5,call-mandarina%5,CIUDAD LINEAL,ciudad-lineal,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000004,01/01/2020,01012020,1:00,0100,2020-01-01T01:00:00Z,01012020-0100,01:00-01:59,CALL. MANDARINA,call-mandarina,,,5,call-mandarina%5,CIUDAD LINEAL,ciudad-lineal,Choque contra obstáculo fijo,Despejado,Furgoneta,furgoneta,Conductor,conductor,,,,,conductor%furgoneta
2020S000014,01/01/2020,01012020,1:00,0100,2020-01-01T01:00:00Z,01012020-0100,01:00-01:59,PLAZA. CIBELES,plaza-cibeles,CALL. ALCALA,call-alcala,,plaza-cibeles%call-alcala,RETIRO,retiro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000014,01/01/2020,01012020,1:00,0100,2020-01-01T01:00:00Z,01012020-0100,01:00-01:59,PLAZA. CIBELES,plaza-cibeles,CALL. ALCALA,call-alcala,,plaza-cibeles%call-alcala,RETIRO,retiro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,,hombre%18-20%conductor%turismo
2020S000089,02/01/2020,02012020,23:15,2315,2020-02-01T23:15:00Z,02012020-2315,23:00-23:59,CALL. HONDURAS,call-honduras,,,1A,call-honduras%1A,CHAMARTÍN,chamartin,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000089,02/01/2020,02012020,23:15,2315,2020-02-01T23:15:00Z,02012020-2315,23:00-23:59,CALL. HONDURAS,call-honduras,,,1A,call-honduras%1A,CHAMARTÍN,chamartin,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,,mujer%40-44%pasajero%turismo
2020S000089,02/01/2020,02012020,23:15,2315,2020-02-01T23:15:00Z,02012020-2315,23:00-23:59,CALL. HONDURAS,call-honduras,,,1A,call-honduras%1A,CHAMARTÍN,chamartin,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S000087,02/01/2020,02012020,23:00,2300,2020-02-01T23:00:00Z,02012020-2300,23:00-23:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,230,call-antonio-lopez%230,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,65-69,Hombre,hombre,14,hombre%65-69%conductor%turismo%14
2020S000087,02/01/2020,02012020,23:00,2300,2020-02-01T23:00:00Z,02012020-2300,23:00-23:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,230,call-antonio-lopez%230,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,60-64,Mujer,mujer,14,mujer%60-64%pasajero%turismo%14
2020S000087,02/01/2020,02012020,23:00,2300,2020-02-01T23:00:00Z,02012020-2300,23:00-23:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,230,call-antonio-lopez%230,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,2,hombre%25-29%conductor%turismo%2
2020S000087,02/01/2020,02012020,23:00,2300,2020-02-01T23:00:00Z,02012020-2300,23:00-23:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,230,call-antonio-lopez%230,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Hombre,hombre,2,hombre%21-24%pasajero%turismo%2
2020S000087,02/01/2020,02012020,23:00,2300,2020-02-01T23:00:00Z,02012020-2300,23:00-23:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,230,call-antonio-lopez%230,USERA,usera,Colisión fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,25-29,Hombre,hombre,2,hombre%25-29%pasajero%turismo%2
2020S000086,02/01/2020,02012020,22:35,2235,2020-02-01T22:35:00Z,02012020-2235,22:00-22:59,CALL. BRAVO MURILLO,call-bravo-murillo,INTER. PLAZA DE CASTILLA,inter-plaza-de-castilla,,call-bravo-murillo%inter-plaza-de-castilla,TETUÁN,tetuan,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,,mujer%40-44%conductor%turismo
2020S000086,02/01/2020,02012020,22:35,2235,2020-02-01T22:35:00Z,02012020-2235,22:00-22:59,CALL. BRAVO MURILLO,call-bravo-murillo,INTER. PLAZA DE CASTILLA,inter-plaza-de-castilla,,call-bravo-murillo%inter-plaza-de-castilla,TETUÁN,tetuan,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,,hombre%21-24%conductor%turismo
2020S000288,02/01/2020,02012020,22:20,2220,2020-02-01T22:20:00Z,02012020-2220,22:00-22:59,CALL. NARVAEZ,call-narvaez,CALL. DOCTOR CASTELO,call-doctor-castelo,,call-narvaez%call-doctor-castelo,RETIRO,retiro,Colisión fronto-lateral,Despejado,Otros vehículos con motor,otros-vehiculos-con-motor,Conductor,conductor,25-29,Hombre,hombre,7,hombre%25-29%conductor%otros-vehiculos-con-motor%7
2020S000288,02/01/2020,02012020,22:20,2220,2020-02-01T22:20:00Z,02012020-2220,22:00-22:59,CALL. NARVAEZ,call-narvaez,CALL. DOCTOR CASTELO,call-doctor-castelo,,call-narvaez%call-doctor-castelo,RETIRO,retiro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,14,hombre%25-29%conductor%turismo%14
2020S000288,02/01/2020,02012020,22:20,2220,2020-02-01T22:20:00Z,02012020-2220,22:00-22:59,CALL. NARVAEZ,call-narvaez,CALL. DOCTOR CASTELO,call-doctor-castelo,,call-narvaez%call-doctor-castelo,RETIRO,retiro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,7,hombre%55-59%conductor%turismo%7
2020S000081,02/01/2020,02012020,20:45,2045,2020-02-01T20:45:00Z,02012020-2045,20:00-20:59,CALL. CARCASTILLO,call-carcastillo,CALL. CAMINO VIEJO DE LEGANES,call-camino-viejo-de-leganes,,call-carcastillo%call-camino-viejo-de-leganes,CARABANCHEL,carabanchel,Colisión múltiple,Despejado,Furgoneta,furgoneta,Conductor,conductor,35-39,Mujer,mujer,7,mujer%35-39%conductor%furgoneta%7
2020S000081,02/01/2020,02012020,20:45,2045,2020-02-01T20:45:00Z,02012020-2045,20:00-20:59,CALL. CARCASTILLO,call-carcastillo,CALL. CAMINO VIEJO DE LEGANES,call-camino-viejo-de-leganes,,call-carcastillo%call-camino-viejo-de-leganes,CARABANCHEL,carabanchel,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,70-74,Mujer,mujer,2,mujer%70-74%conductor%turismo%2
2020S000081,02/01/2020,02012020,20:45,2045,2020-02-01T20:45:00Z,02012020-2045,20:00-20:59,CALL. CARCASTILLO,call-carcastillo,CALL. CAMINO VIEJO DE LEGANES,call-camino-viejo-de-leganes,,call-carcastillo%call-camino-viejo-de-leganes,CARABANCHEL,carabanchel,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,14,hombre%50-54%conductor%turismo%14
2020S000081,02/01/2020,02012020,20:45,2045,2020-02-01T20:45:00Z,02012020-2045,20:00-20:59,CALL. CARCASTILLO,call-carcastillo,CALL. CAMINO VIEJO DE LEGANES,call-camino-viejo-de-leganes,,call-carcastillo%call-camino-viejo-de-leganes,CARABANCHEL,carabanchel,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,70-74,Hombre,hombre,14,hombre%70-74%conductor%turismo%14
2020S000112,02/01/2020,02012020,20:22,2022,2020-02-01T20:22:00Z,02012020-2022,20:00-20:59,AVDA. RAMON Y CAJAL,avda-ramon-y-cajal,CALL. PRINCIPE DE VERGARA,call-principe-de-vergara,,avda-ramon-y-cajal%call-principe-de-vergara,CHAMARTÍN,chamartin,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Hombre,hombre,14,hombre%MAYOR 74%conductor%turismo%14
2020S000112,02/01/2020,02012020,20:22,2022,2020-02-01T20:22:00Z,02012020-2022,20:00-20:59,AVDA. RAMON Y CAJAL,avda-ramon-y-cajal,CALL. PRINCIPE DE VERGARA,call-principe-de-vergara,,avda-ramon-y-cajal%call-principe-de-vergara,CHAMARTÍN,chamartin,Colisión lateral,Despejado,Turismo,turismo,Pasajero,pasajero,70-74,Mujer,mujer,14,mujer%70-74%pasajero%turismo%14
2020S000112,02/01/2020,02012020,20:22,2022,2020-02-01T20:22:00Z,02012020-2022,20:00-20:59,AVDA. RAMON Y CAJAL,avda-ramon-y-cajal,CALL. PRINCIPE DE VERGARA,call-principe-de-vergara,,avda-ramon-y-cajal%call-principe-de-vergara,CHAMARTÍN,chamartin,Colisión lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%motocicleta->-125cc%14
2020S000109,02/01/2020,02012020,20:00,2000,2020-02-01T20:00:00Z,02012020-2000,20:00-20:59,AVDA. MONFORTE DE LEMOS,avda-monforte-de-lemos,CALL. GINZO DE LIMIA,call-ginzo-de-limia,,avda-monforte-de-lemos%call-ginzo-de-limia,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Colisión lateral,,Camión rígido,camion-rigido,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%camion-rigido
2020S000109,02/01/2020,02012020,20:00,2000,2020-02-01T20:00:00Z,02012020-2000,20:00-20:59,AVDA. MONFORTE DE LEMOS,avda-monforte-de-lemos,CALL. GINZO DE LIMIA,call-ginzo-de-limia,,avda-monforte-de-lemos%call-ginzo-de-limia,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Colisión lateral,,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S000078,02/01/2020,02012020,19:30,1930,2020-02-01T19:30:00Z,02012020-1930,19:00-19:59,AVDA. CARABANCHEL ALTO,avda-carabanchel-alto,AVDA. PESETA,avda-peseta,,avda-carabanchel-alto%avda-peseta,CARABANCHEL,carabanchel,Atropello a persona,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,14,hombre%25-29%conductor%turismo%14
2020S000078,02/01/2020,02012020,19:30,1930,2020-02-01T19:30:00Z,02012020-1930,19:00-19:59,AVDA. CARABANCHEL ALTO,avda-carabanchel-alto,AVDA. PESETA,avda-peseta,,avda-carabanchel-alto%avda-peseta,CARABANCHEL,carabanchel,Atropello a persona,Despejado,Turismo,turismo,Peatón,peaton,0-5,Hombre,hombre,2,hombre%0-5%peaton%turismo%2
2020S000074,02/01/2020,02012020,19:09,1909,2020-02-01T19:09:00Z,02012020-1909,19:00-19:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,CALL. BORJAS BLANCAS,call-borjas-blancas,,call-lopez-de-hoyos%call-borjas-blancas,HORTALEZA,hortaleza,Colisión frontal,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,25-29,Hombre,hombre,4,hombre%25-29%conductor%motocicleta->-125cc%4
2020S000074,02/01/2020,02012020,19:09,1909,2020-02-01T19:09:00Z,02012020-1909,19:00-19:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,CALL. BORJAS BLANCAS,call-borjas-blancas,,call-lopez-de-hoyos%call-borjas-blancas,HORTALEZA,hortaleza,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Hombre,hombre,14,hombre%MAYOR 74%conductor%turismo%14
2020S000074,02/01/2020,02012020,19:09,1909,2020-02-01T19:09:00Z,02012020-1909,19:00-19:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,CALL. BORJAS BLANCAS,call-borjas-blancas,,call-lopez-de-hoyos%call-borjas-blancas,HORTALEZA,hortaleza,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000074,02/01/2020,02012020,19:09,1909,2020-02-01T19:09:00Z,02012020-1909,19:00-19:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,CALL. BORJAS BLANCAS,call-borjas-blancas,,call-lopez-de-hoyos%call-borjas-blancas,HORTALEZA,hortaleza,Colisión frontal,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000978,02/01/2020,02012020,19:07,1907,2020-02-01T19:07:00Z,02012020-1907,19:00-19:59,PASEO. EXTREMADURA,paseo-extremadura,,,147,paseo-extremadura%147,LATINA,latina,Atropello a persona,Se desconoce,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,14,hombre%50-54%conductor%turismo%14
2020S000978,02/01/2020,02012020,19:07,1907,2020-02-01T19:07:00Z,02012020-1907,19:00-19:59,PASEO. EXTREMADURA,paseo-extremadura,,,147,paseo-extremadura%147,LATINA,latina,Atropello a persona,Se desconoce,Turismo,turismo,Peatón,peaton,65-69,Mujer,mujer,7,mujer%65-69%peaton%turismo%7
2020S000077,02/01/2020,02012020,18:58,1858,2020-02-01T18:58:00Z,02012020-1858,18:00-18:59,IDB. ISLA DE TABARCA,idb-isla-de-tabarca,CALL. FERMIN CABALLERO,call-fermin-caballero,,idb-isla-de-tabarca%call-fermin-caballero,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Caída,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,14,hombre%50-54%conductor%turismo%14
2020S000077,02/01/2020,02012020,18:58,1858,2020-02-01T18:58:00Z,02012020-1858,18:00-18:59,IDB. ISLA DE TABARCA,idb-isla-de-tabarca,CALL. FERMIN CABALLERO,call-fermin-caballero,,idb-isla-de-tabarca%call-fermin-caballero,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Caída,Despejado,Turismo,turismo,Peatón,peaton,55-59,Hombre,hombre,2,hombre%55-59%peaton%turismo%2
2020S000076,02/01/2020,02012020,18:00,1800,2020-02-01T18:00:00Z,02012020-1800,18:00-18:59,RONDA. ATOCHA,ronda-atocha,,,12,ronda-atocha%12,CENTRO,centro,Colisión frontal,,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%turismo
2020S000076,02/01/2020,02012020,18:00,1800,2020-02-01T18:00:00Z,02012020-1800,18:00-18:59,RONDA. ATOCHA,ronda-atocha,,,12,ronda-atocha%12,CENTRO,centro,Colisión frontal,,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S000278,02/01/2020,02012020,17:45,1745,2020-02-01T17:45:00Z,02012020-1745,17:00-17:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,21,call-antonio-lopez%21,CARABANCHEL,carabanchel,Alcance,Despejado,Furgoneta,furgoneta,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%furgoneta
2020S000278,02/01/2020,02012020,17:45,1745,2020-02-01T17:45:00Z,02012020-1745,17:00-17:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,21,call-antonio-lopez%21,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,14,mujer%30-34%conductor%turismo%14
2020S000278,02/01/2020,02012020,17:45,1745,2020-02-01T17:45:00Z,02012020-1745,17:00-17:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,21,call-antonio-lopez%21,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S000278,02/01/2020,02012020,17:45,1745,2020-02-01T17:45:00Z,02012020-1745,17:00-17:59,CALL. ANTONIO LOPEZ,call-antonio-lopez,,,21,call-antonio-lopez%21,CARABANCHEL,carabanchel,Alcance,Despejado,Turismo,turismo,Pasajero,pasajero,30-34,Mujer,mujer,,mujer%30-34%pasajero%turismo
