Numero de Puesto,Estacion URI Final,Latitud,Longitud,Calles Linked,Calle,Calles URI Final,wikidata:PublicSpace,Numero,Direccion,Direccion URI Final,Distrito Linked,Distrito,Distritos URI Final,wikidata:districtMadrid,Barrios Linked,Barrio,Barrios URI Final,wikidata:neighborhoodMadrid,Numero de Plazas
090,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-goya,40.4250878,-3.6837297,Calle de Goya,calle de goya,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-goya,https://wikidata.org/wiki/Q28015873,18,Calle De Goya-18,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-goya-18,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
090,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-goya,40.4250791,-3.6835613,Calle de Goya,calle de goya,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-goya,https://wikidata.org/wiki/Q28015873,20,Calle De Goya-20,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-goya-20,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,6
091,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-hermosilla,40.4261113,-3.6788203,Calle de Hermosilla,calle de hermosilla,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-hermosilla,https://wikidata.org/wiki/Q28052826,73,Calle De Hermosilla-73,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-hermosilla-73,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
092,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-claudio-coello,40.4262237,-3.6864821,Claudio Coello Street,calle de claudio coello,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-claudio-coello,https://wikidata.org/wiki/Q28059043,45,Calle De Claudio Coello-45,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-claudio-coello-45,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
093,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-goya,40.4256984,-3.6894124,Calle de Goya,calle de goya,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-goya,https://wikidata.org/wiki/Q28015873,3,Calle De Goya-3,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-goya-3,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
094,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-recoletos,40.4233686,-3.6907044,Paseo de Recoletos,paseo de recoletos,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-recoletos,https://wikidata.org/wiki/Q2550870,22,Paseo De Recoletos-22,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-recoletos-22,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,21
095,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-claudio-coello,40.4226634,-3.6869914,Claudio Coello Street,calle de claudio coello,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-claudio-coello,https://wikidata.org/wiki/Q28059043,19,Calle De Claudio Coello-19,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-claudio-coello-19,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
096,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alcala,40.4220516,-3.6820471,Calle de Alcalá,calle de alcala,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alcala,https://wikidata.org/wiki/Q2424746,111,Calle De Alcala-111,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alcala-111,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,27
097,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-menendez-pelayo,40.4224846,-3.6801515,"Avenida de Menéndez Pelayo, Madrid",avenida de menendez pelayo,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-menendez-pelayo,https://wikidata.org/wiki/Q28936960,1,Avenida De Menendez Pelayo-1,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-menendez-pelayo-1,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,27
098,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-felipe-ii,40.4241911,-3.6754079,AVENIDA DE FELIPE II,avenida de felipe ii,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-felipe-ii,,5,Avenida De Felipe Ii-5,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-felipe-ii-5,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
099,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alcantara,40.4261048,-3.6739638,"Calle de Alcántara, Madrid",calle de alcantara,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alcantara,https://wikidata.org/wiki/Q28070781,2,Calle De Alcantara-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alcantara-2,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
100,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-goya,40.4247843,-3.6738777,Calle de Goya,calle de goya,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-goya,https://wikidata.org/wiki/Q28015873,99,Calle De Goya-99,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-goya-99,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
101,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jorge-juan,40.4231223,-3.6694246,Calle de Jorge Juan,calle de jorge juan,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jorge-juan,https://wikidata.org/wiki/Q28070822,131,Calle De Jorge Juan-131,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jorge-juan-131,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
102,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alcala,40.4211552,-3.6840806,Calle de Alcalá,calle de alcala,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alcala,https://wikidata.org/wiki/Q2424746,95,Calle De Alcala-95,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alcala-95,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
103,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-ortega-y-gasset,40.4303733,-3.6865351,"Calle de José Ortega y Gasset, Madrid",calle de jose ortega y gasset,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-ortega-y-gasset,https://wikidata.org/wiki/Q16540548,4,Calle De Jose Ortega Y Gasset-4,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-ortega-y-gasset-4,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Castellana,castellana,http://semantic.web.es/group05/resource/bicimad/barrio#castellana,https://wikidata.org/wikiQ4781,24
104,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4267658,-3.6895792,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,4,Paseo De La Castellana-4,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-4,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,21
105,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-serrano,40.4270684,-3.6874745,Serrano Street,calle de serrano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-serrano,https://wikidata.org/wiki/Q5740879,46,Calle De Serrano-46,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-serrano-46,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
106 a,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-serrano-1,40.4248642,-3.6878868,Serrano Street,calle de serrano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-serrano,https://wikidata.org/wiki/Q5740879,32,Calle De Serrano-32,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-serrano-32,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,18
106 b,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-serrano-2,40.4250085,-3.6878604,Serrano Street,calle de serrano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-serrano,https://wikidata.org/wiki/Q5740879,34,Calle De Serrano-34,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-serrano-34,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,18
107,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-serrano,40.4215952,-3.6884243,Serrano Street,calle de serrano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-serrano,https://wikidata.org/wiki/Q5740879,8,Calle De Serrano-8,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-serrano-8,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Recoletos,recoletos,http://semantic.web.es/group05/resource/bicimad/barrio#recoletos,https://wikidata.org/wikiQ3814551,24
108,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-las-martires-concepcionistas,40.4274425,-3.670653,CALLE DE LAS MARTIRES CONCEPCIONISTAS,calle de las martires concepcionistas,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-las-martires-concepcionistas,,2,Calle De Las Martires Concepcionistas-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-las-martires-concepcionistas-2,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,27
109,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-ortega-y-gasset,40.4301281,-3.6815253,"Calle de José Ortega y Gasset, Madrid",calle de jose ortega y gasset,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-ortega-y-gasset,https://wikidata.org/wiki/Q16540548,32,Calle De Jose Ortega Y Gasset-32,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-ortega-y-gasset-32,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Castellana,castellana,http://semantic.web.es/group05/resource/bicimad/barrio#castellana,https://wikidata.org/wikiQ4781,24
110,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-moret,40.4347654,-3.7201316,paseo de Moret,paseo de moret,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-moret,https://wikidata.org/wiki/Q26821443,S/N,Paseo De Moret-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-moret-s/n,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Casa de Campo,casa de campo,http://semantic.web.es/group05/resource/bicimad/barrio#casa-de-campo,https://wikidata.org/wikiQ16302441,24
111 a,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-arcipreste-de-hita-1,40.4335742,-3.7174896,calle del Arcipreste de Hita,calle del arcipreste de hita,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-arcipreste-de-hita,https://wikidata.org/wiki/Q27243768,8,Calle Del Arcipreste De Hita-8,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-arcipreste-de-hita-8,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,24
111 b,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-arcipreste-de-hita-2,40.433982,-3.7177783,calle del Arcipreste de Hita,calle del arcipreste de hita,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-arcipreste-de-hita,https://wikidata.org/wiki/Q27243768,12,Calle Del Arcipreste De Hita-12,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-arcipreste-de-hita-12,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,24
112,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-moret,40.4326267,-3.7248727,paseo de Moret,paseo de moret,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-moret,https://wikidata.org/wiki/Q26821443,11,Paseo De Moret-11,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-moret-11,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
113,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-del-pintor-rosales,40.4277472,-3.7207145,Paseo del Pintor Rosales,paseo del pintor rosales,http://semantic.web.es/group05/resource/bicimad/calle#paseo-del-pintor-rosales,https://wikidata.org/wiki/Q6065691,38,Paseo Del Pintor Rosales-38,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-del-pintor-rosales-38,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Casa de Campo,casa de campo,http://semantic.web.es/group05/resource/bicimad/barrio#casa-de-campo,https://wikidata.org/wikiQ16302441,24
114,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-quintana,40.4278211,-3.7174151,calle de Quintana,calle de quintana,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-quintana,https://wikidata.org/wiki/Q28016208,13,Calle De Quintana-13,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-quintana-13,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
115,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-del-marques-de-cerralbo,40.4253802,-3.7169626,PLAZA DEL MARQUES DE CERRALBO,plaza del marques de cerralbo,http://semantic.web.es/group05/resource/bicimad/calle#plaza-del-marques-de-cerralbo,,S/N,Plaza Del Marques De Cerralbo-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-del-marques-de-cerralbo-s/n,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
116 a,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-espana-1,40.4240632,-3.7117588,plaza de España,plaza de espana,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-espana,https://wikidata.org/wiki/Q1326261,S/N,Plaza De Espana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-espana-s/n,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
116 b,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-espana-2,40.4241889,-3.7118457,plaza de España,plaza de espana,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-espana,https://wikidata.org/wiki/Q1326261,S/N,Plaza De Espana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-espana-s/n,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
117,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-altamirano,40.4309046,-3.7189152,"Calle de Altamirano, Madrid",calle de altamirano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-altamirano,https://wikidata.org/wiki/Q28015954,,Calle De Altamirano-,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-altamirano-,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Argüelles,arguelles,http://semantic.web.es/group05/resource/bicimad/barrio#arguelles,https://wikidata.org/wikiQ64874,24
118,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-juan-martin-el-empecinado,40.4007959,-3.688135,CALLE DE JUAN MARTIN EL EMPECINADO,calle de juan martin el empecinado,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-juan-martin-el-empecinado,,16,Calle De Juan Martin El Empecinado-16,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-juan-martin-el-empecinado-16,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Palos de Moguer,palos de moguer,http://semantic.web.es/group05/resource/bicimad/barrio#palos-de-moguer,https://wikidata.org/wikiQ521009,24
119,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-mendez-alvaro,40.4014567,-3.6865777,"Calle de Méndez Álvaro, Madrid",calle de mendez alvaro,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-mendez-alvaro,https://wikidata.org/wiki/Q5553104,7,Calle De Mendez Alvaro-7,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-mendez-alvaro-7,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Atocha,atocha,http://semantic.web.es/group05/resource/bicimad/barrio#atocha,https://wikidata.org/wikiQ3814594,24
120,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-palos-de-la-frontera,40.4030362,-3.6947791,CALLE DE PALOS DE LA FRONTERA,calle de palos de la frontera,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-palos-de-la-frontera,,27,Calle De Palos De La Frontera-27,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-palos-de-la-frontera-27,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Palos de Moguer,palos de moguer,http://semantic.web.es/group05/resource/bicimad/barrio#palos-de-moguer,https://wikidata.org/wikiQ521009,24
121,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-santa-maria-de-la-cabeza,40.4018356,-3.6986046,Paseo de Santa María de la Cabeza,paseo de santa maria de la cabeza,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-santa-maria-de-la-cabeza,https://wikidata.org/wiki/Q6065630,58,Paseo De Santa Maria De La Cabeza-58,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-santa-maria-de-la-cabeza-58,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Palos de Moguer,palos de moguer,http://semantic.web.es/group05/resource/bicimad/barrio#palos-de-moguer,https://wikidata.org/wikiQ521009,24
122,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santa-engracia,40.429524,-3.6962626,"Calle de Santa Engracia, Madrid",calle de santa engracia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santa-engracia,https://wikidata.org/wiki/Q26728109,16,Calle De Santa Engracia-16,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santa-engracia-16,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Almagro,almagro,http://semantic.web.es/group05/resource/bicimad/barrio#almagro,https://wikidata.org/wikiQ10954432,24
123,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-guzman-el-bueno,40.4306386,-3.7134685,"Calle de Guzmán el Bueno, Madrid",calle de guzman el bueno,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-guzman-el-bueno,https://wikidata.org/wiki/Q27031398,2,Calle De Guzman El Bueno-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-guzman-el-bueno-2,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,24
124,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-manuel-silvela,40.4308173,-3.6993182,"Calle de Manuel Silvela, Madrid",calle de manuel silvela,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-manuel-silvela,https://wikidata.org/wiki/Q28032364,18,Calle De Manuel Silvela-18,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-manuel-silvela-18,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Trafalgar,trafalgar,http://semantic.web.es/group05/resource/bicimad/barrio#trafalgar,https://wikidata.org/wikiQ10384027,24
125,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-fernandez-de-la-hoz,40.4353128,-3.6948316,Fernández de la Hoz street,calle de fernandez de la hoz,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-fernandez-de-la-hoz,https://wikidata.org/wiki/Q27314868,29,Calle De Fernandez De La Hoz-29,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-fernandez-de-la-hoz-29,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Almagro,almagro,http://semantic.web.es/group05/resource/bicimad/barrio#almagro,https://wikidata.org/wikiQ10954432,24
126,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-general-alvarez-castro,40.4345672,-3.7017424,"Calle del General Álvarez de Castro, Madrid",calle del general alvarez castro,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-general-alvarez-castro,https://wikidata.org/wiki/Q28024232,4,Calle Del General Alvarez Castro-4,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-general-alvarez-castro-4,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Trafalgar,trafalgar,http://semantic.web.es/group05/resource/bicimad/barrio#trafalgar,https://wikidata.org/wikiQ10384027,24
127,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-fernando-el-catolico,40.4339055,-3.7083987,"Calle de Fernando el Católico, Madrid",calle de fernando el catolico,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-fernando-el-catolico,https://wikidata.org/wiki/Q27243299,19,Calle De Fernando El Catolico-19,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-fernando-el-catolico-19,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Arapiles,arapiles,http://semantic.web.es/group05/resource/bicimad/barrio#arapiles,https://wikidata.org/wikiQ10856744,24
128,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-cea-bermudez,40.4390329,-3.7155506,calle de Cea Bermúdez,calle de cea bermudez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-cea-bermudez,https://wikidata.org/wiki/Q26791743,59,Calle De Cea Bermudez-59,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-cea-bermudez-59,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,24
128,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-cea-bermudez,40.4390391,-3.7156915,calle de Cea Bermúdez,calle de cea bermudez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-cea-bermudez,https://wikidata.org/wiki/Q26791743,59,Calle De Cea Bermudez-59,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-cea-bermudez-59,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,3
