dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-000086,2020-09-26T22:16:11.375Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-01-08,0.00000,0.00000,0.21000," < 5",407.00000,7.71000,0.00000,0.00000,0.50000,0.46000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000086.csv
N4-13-000094,2020-09-26T22:16:11.375Z,HERRERA,2013-01-08,0.00000,0.00000,0.16000," < 5",397.00000,7.62000,0.00000,0.00000,0.40000,0.85000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000094.csv
N4-13-000089,2020-09-26T22:16:11.375Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-08,0.00000,0.00000,0.25000," < 5",418.00000,7.80000,0.00000,0.00000,0.50000,0.44000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000089.csv
N4-13-000079,2020-09-26T22:16:11.375Z,ETAP LLEGADA,2013-01-08,0.00000,0.00000,0.50000,5,404.00000,7.80000,0.00000,0.00000,0.60000,0.00000,58,,,,,,210,40.00000,120.00000,7.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000079.csv
N4-13-000085,2020-09-26T22:16:11.375Z,SALIDA PLANTA SANTANDER,2013-01-08,0.00000,0.00000,0.15000," < 5",395.00000,7.66000,0.00000,0.00000,0.00000,0.76000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000085.csv
N4-13-000093,2020-09-26T22:16:11.375Z,"CUENCO Nº 1\, DEPÓSITO DE MAC-MAHÓN",2013-01-08,0.00000,0.00000,0.23000," < 5",451.00000,7.73000,0.00000,0.00000,0.70000,0.37000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000093.csv
N4-13-000095,2020-09-26T22:16:11.375Z,GRIFO VIRTUAL,2013-01-08,0.00000,0.00000,0.21000," < 5",417.00000,7.78000,0.00000,0.00000,0.70000,0.40000,,26,"0\,001",2,"1\,22"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000095.csv
N4-13-000101,2020-09-26T22:16:11.375Z,SALIDA DE LA ETAP,2013-01-08,0.00000,0.00000,0.14000," < 5",413.00000,7.64000,0.00000,0.00000,0.00000,0.83000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000101.csv
N4-13-000084,2020-09-26T22:16:11.375Z,SALIDA DE LA ETAP,2013-01-08,0.00000,0.00000,0.16000," < 5",397.00000,7.62000,0.00000,0.00000,0.40000,0.85000,28,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000084.csv
N4-13-000087,2020-09-26T22:16:11.375Z,FUENTE PARQUE MARIA BLANCHARD,2013-01-08,0.00000,0.00000,0.20000," < 5",393.00000,7.73000,0.00000,0.00000,0.50000,0.60000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000087.csv
N4-13-000221,2020-09-26T22:16:11.374Z,FUENTE FRENTE CORMORÁN,2013-01-16,0.00000,0.00000,0.23000," < 5",427.00000,7.73000,0.00000,0.00000,0.60000,0.43000,71,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000221.csv
N4-13-000206,2020-09-26T22:16:11.374Z,SALIDA DEL DEPÓSITO DE CUETO,2013-01-15,0.00000,0.00000,0.84000," < 5",400.00000,7.67000,0.00000,0.00000,0.30000,0.47000,29,99," < 0\,001",1,"1\,67"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000206.csv
N4-13-000201,2020-09-26T22:16:11.374Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-15,0.00000,0.00000,0.18000," < 5",429.00000,7.79000,0.00000,0.00000,0.30000,0.47000,30,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000201.csv
N4-13-000197,2020-09-26T22:16:11.374Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-01-15,0.00000,0.00000,0.21000," < 5",389.00000,7.59000,0.00000,0.00000,0.30000,0.53000,30,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000197.csv
N4-13-000202,2020-09-26T22:16:11.374Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-01-15,0.00000,0.00000,0.18000," < 5",443.00000,7.86000,0.00000,0.00000,0.30000,0.43000,27,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000202.csv
N4-13-000200,2020-09-26T22:16:11.374Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-15,0.00000,0.00000,0.20000," < 5",441.00000,7.80000,0.00000,0.00000,0.30000,0.53000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000200.csv
N4-13-000196,2020-09-26T22:16:11.374Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-01-15,0.00000,0.00000,0.30000," < 5",398.00000,7.69000,0.00000,0.00000,0.30000,0.51000,34,21," < 0\,001",1,"1\,45","2\,2",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000196.csv
N4-13-000189,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-15,0.00000,0.00000,4.01000,15,400.00000,7.66000,0.00000,0.00000,1.80000,0.00000,230,185,"0\,007",1,"2\,02","4\,5",2800,700.00000,340.00000,50.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000189.csv
N4-13-000195,2020-09-26T22:16:11.374Z,SALIDA PLANTA SANTANDER,2013-01-15,0.00000,0.00000,0.09000," < 5",395.00000,7.39000,0.00000,0.00000,0.00000,0.85000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000195.csv
N4-13-000203,2020-09-26T22:16:11.374Z,"CUENCO Nº 1\, DEPÓSITO DE PRONILLO",2013-01-15,0.00000,0.00000,0.27000," < 5",411.00000,7.61000,0.00000,0.00000,0.30000,0.50000,30,21," < 0\,001",1,"1\,55","4\,4",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000203.csv
N4-13-000205,2020-09-26T22:16:11.374Z,GRIFO VIRTUAL,2013-01-15,0.00000,0.00000,0.20000," < 5",445.00000,7.89000,0.00000,0.00000,0.30000,0.51000,,14,"0\,002"," < 1","1\,5"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000205.csv
N4-13-000194,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-15,0.00000,0.00000,0.25000," < 5",395.00000,7.36000,0.00000,0.00000,0.70000,0.89000,31,11," < 0\,001",1,"1\,64","1\,8",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000194.csv
N4-13-000212,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-15,0.00000,0.00000,0.14000," < 5",423.00000,7.54000,0.00000,0.00000,0.00000,0.96000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000212.csv
N4-13-000198,2020-09-26T22:16:11.374Z,FUENTE PARQUE MARIA BLANCHARD,2013-01-15,0.00000,0.00000,0.24000," < 5",427.00000,7.72000,0.00000,0.00000,0.40000,0.55000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000198.csv
N4-13-000199,2020-09-26T22:16:11.374Z,MONTE,2013-01-15,0.00000,0.00000,0.31000," < 5",442.00000,7.74000,0.00000,0.00000,0.30000,0.56000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000199.csv
N4-13-000177,2020-09-26T22:16:11.374Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-14,0.00000,0.00000,0.18000," < 5",413.00000,7.54000,0.00000,0.00000,0.40000,0.48000,25,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000177.csv
N4-13-000178,2020-09-26T22:16:11.374Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-01-14,0.00000,0.00000,0.15000," < 5",424.00000,7.33000,0.00000,0.00000,0.40000,0.55000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000178.csv
N4-13-000175,2020-09-26T22:16:11.374Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-14,0.00000,0.00000,0.13000," < 5",412.00000,7.51000,0.00000,0.00000,0.50000,0.57000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000175.csv
N4-13-000174,2020-09-26T22:16:11.374Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-01-14,0.00000,0.00000,0.16000," < 5",426.00000,7.43000,0.00000,0.00000,0.50000,0.55000,21,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000174.csv
N4-13-000182,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-14,0.00000,0.00000,2.22000,10,425.00000,7.82000,0.00000,0.00000,0.00000,0.00000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000182.csv
N4-13-000166,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-14,0.00000,0.00000,1.90000,10,417.00000,7.36000,0.00000,0.00000,1.20000,0.00000,176,,,,,,2400,780.00000,670.00000,40.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000166.csv
N4-13-000172,2020-09-26T22:16:11.374Z,SALIDA PLANTA SANTANDER,2013-01-14,0.00000,0.00000,0.48000," < 5",407.00000,7.45000,0.00000,0.00000,0.00000,0.91000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000172.csv
N4-13-000181,2020-09-26T22:16:11.374Z,GRIFO VIRTUAL,2013-01-14,0.00000,0.00000,0.36000," < 5",417.00000,7.64000,0.00000,0.00000,0.60000,0.66000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000181.csv
N4-13-000187,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-14,0.00000,0.00000,0.25000," < 5",442.00000,7.56000,0.00000,0.00000,0.00000,0.97000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000187.csv
N4-13-000171,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-14,0.00000,0.00000,0.40000," < 5",407.00000,7.37000,0.00000,0.00000,0.40000,0.90000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000171.csv
N4-13-000173,2020-09-26T22:16:11.374Z,FUENTE FRENTE CORMORÁN,2013-01-14,0.00000,0.00000,0.18000," < 5",397.00000,7.80000,0.00000,0.00000,0.50000,0.50000,27,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000173.csv
N4-13-000176,2020-09-26T22:16:11.374Z,CUETO GRIFO CEMENTERIO,2013-01-14,0.00000,0.00000,0.11000," < 5",418.00000,7.69000,0.00000,0.00000,0.40000,0.46000,24,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000176.csv
N4-13-000180,2020-09-26T22:16:11.374Z,CACICEDO (GOFRIS),2013-01-14,0.00000,0.00000,0.40000," < 5",412.00000,7.37000,0.00000,0.00000,0.40000,0.90000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000180.csv
N4-13-000179,2020-09-26T22:16:11.374Z,PM RED PARBAYÓN,2013-01-14,0.00000,0.00000,0.40000," < 5",412.00000,7.37000,0.00000,0.00000,0.40000,0.90000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000179.csv
N4-13-000159,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-13,0.00000,0.00000,0.42000,5,446.00000,7.80000,0.00000,0.00000,0.70000,0.00000,79,,,,,,250,70.00000,540.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000159.csv
N4-13-000165,2020-09-26T22:16:11.374Z,SALIDA PLANTA SANTANDER,2013-01-13,0.00000,0.00000,0.10000," < 5",454.00000,7.62000,0.00000,0.00000,0.00000,0.90000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000165.csv
N4-13-000164,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-13,0.00000,0.00000,0.13000," < 5",452.00000,7.64000,0.00000,0.00000,0.40000,0.75000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000164.csv
N4-13-000152,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-12,0.00000,0.00000,0.43000,5,433.00000,7.76000,0.00000,0.00000,0.60000,0.00000,45,,,,,,360,100.00000,90.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000152.csv
N4-13-000158,2020-09-26T22:16:11.374Z,SALIDA PLANTA SANTANDER,2013-01-12,0.00000,0.00000,0.12000," < 5",411.00000,7.55000,0.00000,0.00000,0.00000,1.00000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000158.csv
N4-13-000157,2020-09-26T22:16:11.374Z,SALIDA DE LA ETAP,2013-01-12,0.00000,0.00000,0.12000," < 5",422.00000,7.47000,0.00000,0.00000,0.40000,0.88000,13,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000157.csv
N4-13-000148,2020-09-26T22:16:11.374Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-11,0.00000,0.00000,0.12000," < 5",437.00000,7.78000,0.00000,0.00000,0.50000,0.58000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000148.csv
N4-13-000149,2020-09-26T22:16:11.374Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-01-11,0.00000,0.00000,0.15000," < 5",441.00000,7.77000,0.00000,0.00000,0.50000,0.65000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000149.csv
N4-13-000147,2020-09-26T22:16:11.374Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-11,0.00000,0.00000,0.20000," < 5",426.00000,7.84000,0.00000,0.00000,0.60000,0.56000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000147.csv
N4-13-000145,2020-09-26T22:16:11.374Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-01-11,0.00000,0.00000,0.15000," < 5",420.00000,7.83000,0.00000,0.00000,0.60000,0.56000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000145.csv
N4-13-000137,2020-09-26T22:16:11.374Z,ETAP LLEGADA,2013-01-11,0.00000,0.00000,0.40000,5,454.00000,7.81000,0.00000,0.00000,0.70000,0.00000,40,,,,,,290,70.00000,160.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000137.csv
N4-13-000287,2020-09-26T22:16:11.373Z,PM RED PARBAYÓN,2013-01-21,0.00000,0.00000,0.26000," < 5",345.00000,7.48000,0.00000,0.00000,0.90000,0.88000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000287.csv
N4-13-000272,2020-09-26T22:16:11.373Z,ETAP LLEGADA,2013-01-20,0.00000,0.00000,6.88000,20,341.00000,7.63000,0.00000,0.00000,2.40000,0.00000,873,,,,,,2100,200.00000,370.00000,9.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000272.csv
N4-13-000273,2020-09-26T22:16:11.373Z,SALIDA DE LA ETAP,2013-01-20,0.00000,0.00000,0.20000," < 5",332.00000,7.36000,0.00000,0.00000,0.80000,0.75000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000273.csv
N4-13-000270,2020-09-26T22:16:11.373Z,ETAP LLEGADA,2013-01-19,0.00000,0.00000,1.42000,10,349.00000,7.52000,0.00000,0.00000,1.70000,0.00000,143,,,,,,1200,300.00000,260.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000270.csv
N4-13-000271,2020-09-26T22:16:11.373Z,SALIDA DE LA ETAP,2013-01-19,0.00000,0.00000,0.15000," < 5",316.00000,7.57000,0.00000,0.00000,0.90000,0.61000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000271.csv
N4-13-000265,2020-09-26T22:16:11.373Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-18,0.00000,0.00000,0.20000," < 5",355.00000,7.72000,0.00000,0.00000,0.40000,0.33000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000265.csv
N4-13-000266,2020-09-26T22:16:11.373Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-01-18,0.00000,0.00000,0.25000," < 5",379.00000,7.70000,0.00000,0.00000,0.40000,0.50000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000266.csv
N4-13-000264,2020-09-26T22:16:11.373Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-18,0.00000,0.00000,0.18000," < 5",397.00000,7.77000,0.00000,0.00000,0.40000,0.43000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000264.csv
N4-13-000262,2020-09-26T22:16:11.373Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-01-18,0.00000,0.00000,0.25000," < 5",382.00000,7.76000,0.00000,0.00000,0.40000,0.40000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000262.csv
N4-13-000254,2020-09-26T22:16:11.373Z,ETAP LLEGADA,2013-01-18,0.00000,0.00000,3.20000,15,346.00000,7.66000,0.00000,0.00000,1.20000,0.00000,339,,,,,,3200,400.00000,790.00000,20.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000254.csv
N4-13-000260,2020-09-26T22:16:11.373Z,SALIDA PLANTA SANTANDER,2013-01-18,0.00000,0.00000,0.07000," < 5",360.00000,7.46000,0.00000,0.00000,0.00000,0.97000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000260.csv
N4-13-000269,2020-09-26T22:16:11.373Z,GRIFO VIRTUAL,2013-01-18,0.00000,0.00000,0.26000," < 5",381.00000,7.68000,0.00000,0.00000,0.40000,0.54000,59,18," < 0\,001",1,"0\,94","2\,9",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000269.csv
N4-13-000259,2020-09-26T22:16:11.373Z,SALIDA DE LA ETAP,2013-01-18,0.00000,0.00000,0.21000," < 5",363.00000,7.44000,0.00000,0.00000,0.40000,0.80000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000259.csv
N4-13-000261,2020-09-26T22:16:11.373Z,FUENTE FRENTE CORMORÁN,2013-01-18,0.00000,0.00000,0.17000," < 5",399.00000,7.87000,0.00000,0.00000,0.40000,0.35000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000261.csv
N4-13-000263,2020-09-26T22:16:11.373Z,FUENTE PARQUE MARIA BLANCHARD,2013-01-18,0.00000,0.00000,0.24000," < 5",360.00000,7.63000,0.00000,0.00000,0.40000,0.56000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000263.csv
N4-13-000268,2020-09-26T22:16:11.373Z,SAN ROMÁN-VIRGEN DEL MAR,2013-01-18,0.00000,0.00000,0.17000," < 5",395.00000,8.55000,0.00000,0.00000,0.40000,0.16000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000268.csv
N4-13-000267,2020-09-26T22:16:11.373Z,SOTO DE LA MARINA,2013-01-18,0.00000,0.00000,0.23000," < 5",344.00000,7.69000,0.00000,0.00000,0.40000,0.49000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000267.csv
N4-13-000248,2020-09-26T22:16:11.373Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-17,0.00000,0.00000,0.15000," < 5",383.00000,7.74000,0.00000,0.00000,0.40000,0.45000,30,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000248.csv
N4-13-000245,2020-09-26T22:16:11.373Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-01-17,0.00000,0.00000,0.19000," < 5",407.00000,7.72000,0.00000,0.00000,0.30000,0.39000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000245.csv
N4-13-000252,2020-09-26T22:16:11.373Z,HERRERA,2013-01-17,0.00000,0.00000,0.27000," < 5",366.00000,7.34000,0.00000,0.00000,0.40000,1.00000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000252.csv
N4-13-000249,2020-09-26T22:16:11.373Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-01-17,0.00000,0.00000,0.19000," < 5",429.00000,7.82000,0.00000,0.00000,0.30000,0.36000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000249.csv
N4-13-000247,2020-09-26T22:16:11.373Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-01-17,0.00000,0.00000,0.18000," < 5",413.00000,7.78000,0.00000,0.00000,0.30000,0.46000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000247.csv
N4-13-000238,2020-09-26T22:16:11.373Z,ETAP LLEGADA,2013-01-17,0.00000,0.00000,4.87000,15,365.00000,7.59000,0.00000,0.00000,1.70000,0.00000,433,,,,,,2200,700.00000,490.00000,70.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000238.csv
N4-13-000244,2020-09-26T22:16:11.373Z,SALIDA PLANTA SANTANDER,2013-01-17,0.00000,0.00000,0.06000," < 5",355.00000,7.43000,0.00000,0.00000,0.00000,0.92000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000244.csv
N4-13-000250,2020-09-26T22:16:11.373Z,CUENCO Nº 1 DEPÓSITO DE ARNA,2013-01-17,0.00000,0.00000,0.21000," < 5",427.00000,7.88000,0.00000,0.00000,0.20000,0.20000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000250.csv
N4-13-000253,2020-09-26T22:16:11.373Z,GRIFO VIRTUAL,2013-01-17,0.00000,0.00000,0.20000," < 5",416.00000,7.88000,0.00000,0.00000,0.30000,0.39000,35,17," < 0\,001",1,"1\,22"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000253.csv
N4-13-000243,2020-09-26T22:16:11.373Z,SALIDA DE LA ETAP,2013-01-17,0.00000,0.00000,0.27000," < 5",366.00000,7.34000,0.00000,0.00000,0.40000,1.00000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000243.csv
N4-13-000246,2020-09-26T22:16:11.373Z,FUENTE PARQUE MARIA BLANCHARD,2013-01-17,0.00000,0.00000,0.19000," < 5",368.00000,7.70000,0.00000,0.00000,0.30000,0.54000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000246.csv
N4-13-000251,2020-09-26T22:16:11.373Z,BOO DE GUARNIZO (FARMACIA),2013-01-17,0.00000,0.00000,0.18000," < 5",376.00000,7.63000,0.00000,0.00000,0.30000,0.52000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000251.csv
N4-13-000225,2020-09-26T22:16:11.373Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-01-16,0.00000,0.00000,0.20000," < 5",406.00000,7.58000,0.00000,0.00000,0.70000,0.40000,58,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000225.csv
N4-13-000223,2020-09-26T22:16:11.373Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-01-16,0.00000,0.00000,0.19000," < 5",419.00000,7.55000,0.00000,0.00000,0.70000,0.45000,63,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000223.csv
N4-13-000226,2020-09-26T22:16:11.373Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-01-16,0.00000,0.00000,0.21000," < 5",408.00000,7.49000,0.00000,0.00000,0.70000,0.45000,62,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000226.csv
N4-13-000227,2020-09-26T22:16:11.373Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-01-16,0.00000,0.00000,0.20000," < 5",422.00000,7.63000,0.00000,0.00000,0.70000,0.39000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000227.csv
N4-13-000229,2020-09-26T22:16:11.373Z,MALIAÑO,2013-01-16,0.00000,0.00000,0.19000," < 5",371.00000,7.41000,0.00000,0.00000,0.70000,0.92000,71,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000229.csv
N4-13-000228,2020-09-26T22:16:11.373Z,MURIEDAS,2013-01-16,0.00000,0.00000,0.19000," < 5",371.00000,7.41000,0.00000,0.00000,0.70000,0.92000,71,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000228.csv
