CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCION ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;ESTADO;OBSERVACIONES;FECHA DATOS;LONGITUD;LATITUD
FB_900042;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439646,6;4472215,5;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.711.195;403.983.593
FB_900043;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439647,3;4472215;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.111.867;403.983.549
FB_900044;ZV;ARGANZUELA;MADRID RÍO;Z.18. - ARGANZUELA - PERRAULT;439648;4472214,4;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.111.784;403.983.495
FB_900047;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439963,3;4471984,5;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.074.415;403.963.013
FB_900048;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439962,9;4471983,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.074.462;403.962.931
FB_900049;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439962,6;4471982,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.074.496;403.962.859
FB_900050;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439990,3;4472101,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.071.344;403.973.554
FB_900051;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439991;4472100,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.071.261;403.973.509
FB_900052;ZV;ARGANZUELA;MADRID RÍO;Z.20. - ARGANZUELA - Pº DE PLATANOS;439989,6;4472101,9;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.071.427;403.973.607
FB_900056;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440535,5;4471544;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.006.584;403.923.741
FB_900057;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440534,9;4471544,7;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.006.655;403.923.803
FB_900058;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440512,9;4471564,2;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.009.265;403.925.544
FB_900059;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440512,1;4471563,7;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.009.359;403.925.499
FB_900060;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440511,3;4471563,2;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.009.453;403.925.453
FB_900067;ZV;ARGANZUELA;MADRID RÍO;Z.28. - BMX;441538,5;4470641,9;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.887.583;403.843.184
FB_900068;ZV;ARGANZUELA;MADRID RÍO;Z.23. - ARGANZUELA - Pº DE LA CHOPERA;440719,6;4471640,9;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.984.983;403.932.601
FUE_02-03_0000000001;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 6.PRÓXIMA A FUENTE ORNAMENTAL CIRCULAR;441495,9624;4475421,702;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.896.988;404.273.744
FUE_02-03_0000000002;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 4, JUNTO A JUEGOS INFANTILES;443885,3108;4474124,772;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.614.183;404.158.555
FUE_02-03_0000000005;ZV;RETIRO;PARQUE DE ROMA;AREA CANINA;443835,69;4474016,74;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.619.936;40.414.879
FUE_02-03_0000000006;ZV;RETIRO;PARQUE DE ROMA;PARQUE ROMA, JUNTO A LA ENTRADA DE LA CALLE PEZ VOLADOR CON JUAN ESPLANDIU;443645,6773;4474002,265;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.642.318;404.147.358
FUE_02-03_0000000007;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nº 11, EN EL ROCÓDROMO;443588,2282;4474449,008;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.649.485;404.187.564
FUE_02-03_0000000008;ZV;RETIRO;JARDINES FEDERICO MORENO TORROBA;C/FEDERICO MORENO TORROBA Nº 11;443396,7563;4472871,442;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.667.065;404.045.317
FUE_02-03_0000000010;ZV;RETIRO;JARDINES Pº JOHN LENNON;C/MARQUÉS DE LOZOYA Nº 6;443511,2571;4474224,198;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.658.358;404.167.259
FUE_02-03_0000000011;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ARREGUI Y ARUEJ  24;443306,1855;4472675,612;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.681.148;404.027.614
FUE_02-03_0000000012;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ MARTINEZ CORROCHANO Nº 41;443285,0896;4472780,463;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.683.728;404.037.045
FUE_02-03_0000000013;ZV;RETIRO;JARDINES CONDE CARTAGENA - ABTAO;C/ CONDE DE CARTAGENA 16;442783,5549;4473222,373;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.743.227;404.076.512
FUE_02-03_0000000015;ZV;RETIRO;PARQUE DE COCHERAS;C/HOYUELO Nº 11;442611,0732;4472452,101;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.762.858;404.007.003
FUE_02-03_0000000016;ZV;RETIRO;POLIDEPORTIVO DAOIZ Y VELARDE;;442414,4272;4472484,934;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.786.059;404.009.825
FUE_02-03_0000000021;ZV;RETIRO;STA. SABINA - DR. ESQUERDO;C/SANTA SABINA Nº 6;443110,9647;4472923,757;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.704.375;404.049.836
FUE_02-03_0000000022;ZV;RETIRO;AVDA. BARCELONA, 182;CENTRO DE ANCIANOS PEREZ GALDOS;442643,5544;4472477,151;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.759.054;404.009.282
FUE_02-03_0000000023;ZV;RETIRO;PARQUE ANUNCIACION;C/ ANUNCIACIÓN 1 C/V AVDA. MENENDEZ PELAYO. ;442636,1307;4473724,028;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.761.052;404.121.603
FUE_02-03_0000000024;ZV;RETIRO;PARQUE MARTIN LUTHER KING;;443176,2633;4472237,002;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.696.067;403.988.013
FUE_02-03_0000000028;ZV;RETIRO;PZA. VAQUERIAS;C/VAQUERÍAS 7;443415,0468;4474454,81;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.669.902;404.187.969
FUE_02-03_0000000030;ZV;RETIRO;Pº INFANTA ISABEL, 4;;441789,3685;4473060,736;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.686.024;404.061.262
FUE_02-03_0000000032;ZV;RETIRO;PIO BAROJA - MENENDEZ PELAYO;AVDA.DE MENENDEZ PELAYO Nº67;442597,2008;4473814,919;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.765.722;404.129.764
FUE_02-03_0000000035;ZV;RETIRO;JARDINES JESUS APRENDIZ;;443016,8084;4473434,551;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.715.928;404.095.786
FUE_02-03_0000000036;ZV;RETIRO;AVDA. MEDITERRANEO (PROTECCIÓN CIVIL);C/ FEDERICO MORENO TORROBA Nº10;443401,0859;4473028,913;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.670.279;404.059.506
FUE_02-03_0000000039;VP;RETIRO;IBIZA Nº 16 ( EN EL BULEVAR);;442610,5469;4474400,482;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.764.677;404.182.523
FUE_02-03_0000000040;VP;RETIRO;IBIZA Nº 60 ( EN EL BULEVAR);;443196,5446;4474361,473;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.695.574;404.179.411
FUE_02-03_0000000041;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nº 65 (EN EL BULEVAR);;443184,3429;4474203,072;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.696.871;404.165.133
FUE_02-03_0000000042;VP;RETIRO;CAVANILLES Nº 46 PASAJE;CAVANILLES CV CALLE ABTAO;442748,431;4472936,672;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.747.108;40.405.075
FUE_02-03_0000000043;VP;RETIRO;ALCALA Nº 50;;441316,5538;4474539,499;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.917.323;404.194.144
FUE_02-03_0000000044;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nº 20 (Nº 18 EN EL BULEVAR);;442625,9453;4474250,381;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.762.726;404.169.012
FUE_02-03_0000000045;VP;RETIRO;Calle Antonio Nebrija;confluencia con calle comercio;441972,931;4472717,182;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.838.295;404.030.441
FUE_02-03_0000000046;ZV;RETIRO;Calle cerro Negro;;442951,19;4471915,44;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-367.223;403.958.892
FUE_02-03_0000000047;VP;RETIRO;AV. CIUDAD DE BARCELONA, 144;;442417,19;4472721,2;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.785.948;404.031.111
FAM_01-03_0000000048;ZV;RETIRO;CALLE BARRILERO 2;C/V SECO (PZA. LAS CALIFORNIAS);442831,73;4472125,27;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.736.563;403.977.712
FAM_01-03_0000000049;ZV;RETIRO;PASAJE DEL LINCE 8;PLAZUELA VIRGEN DE LA ESTRELLA, JUNTO A PISTAS DEPORTIVAS;443322,04;4473352,89;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.679.883;404.088.638
FAM_01-03_0000000050;ZV;RETIRO;AV. MEDITERRÁNEO 2;C/V PLAZA MARIANO DE CAVIA;442463,89;4473180,96;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.678.086;404.072.561
FAM_01-03_0000000051;ZV;RETIRO;CALLE DOCE DE OCTUBRE 30;JARDINES DOCE DE OCTUBRE (FRENTE C/ MAIQUEZ);442891,59;4474155,39;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.731.332;404.160.638
FB_01_000001;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 · EL POVAR;441846,65;4474411,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.854.724;404.182.968
FB_01_000002;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 13 · HERNANI;441754,41;4474567,95;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;OBRAS PASEO DE MÉJICO;nov.-19;-36.865.739;404.197.015
FB_01_000003;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 · EL POVAR;441760,56;4474463,47;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.864.919;404.187.607
FB_01_000004;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 · EL POVAR;441846,65;4474411,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.854.724;404.182.968
FB_01_000005;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 13 · HERNANI;441950,94;4474644,87;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.842.645;404.204.082
FB_01_000006;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 16 · PLAZA DE GALICIA;442106,93;4474673,63;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.824.285;404.206.781
FB_01_000007;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 1 · RESERVADO;442288,37;4474580,86;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.802.814;40.419.855
FB_01_000008;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;442211,32;4474497,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.811.821;404.191.014
FB_01_000009;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 1 · RESERVADO;442316,72;4474449,84;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.799.354;404.186.767
FB_01_000010;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 10 · CAMPANILLAS;441579,4;4474202,51;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.886.032;404.163.972
FB_01_000011;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 8 · BOSQUE DEL RECUERDO Y ENTORNO;441607,814;4473929,64;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.882.433;40.413.941
FB_01_000012;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 8 · BOSQUE DEL RECUERDO Y ENTORNO;441731,93;4473678,09;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.867.574;404.116.836
FB_01_000013;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 7 · CEMENTERIO;441668,34;4473616,57;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.875.012;40.411.125
FB_01_000014;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 6 · HUERTO DEL FRANCÉS;441772,89;4473453,5;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.862.541;404.096.633
FB_01_000015;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 6 · HUERTO DEL FRANCÉS;442026,83;4473570,27;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.832.721;404.107.329
FB_01_000016;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 4 · LA ROSALEDA Y ENTORNO;442221,31;4473614,46;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.809.841;404.111.445
FB_01_000017;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 4 · LA ROSALEDA Y ENTORNO;442302,77;4473637,63;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.800.262;404.113.589
FB_01_000018;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 17 · ÁREA CANINA;442256,56;4473420,36;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.680.551;404.093.984
FB_01_000019;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 5 · ENCINAR;442420,89;4473318,61;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.786.052;404.084.932
FB_01_000020;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 · CAMPO GRANDE;442187,9;4473865,75;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.814.007;40.413.406
FB_01_000021;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 · HERRERO PALACIOS;442387,6;4474051,82;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.790.639;40.415.096
FB_01_000022;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 · CAMPO GRANDE;442074,96;4473948,49;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.827.393;404.141.435
FB_01_000023;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;441965,89;4474101,4;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.840.387;404.155.134
FB_01_000024;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;442009,79;4474130,89;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.683.524;404.157.821
FB_01_000025;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;442131,71;4474269,14;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.820.996;40.417.036
FB_01_000026;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;442235,03;4474305,95;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.808.852;404.173.748
FB_01_000027;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 · ESTANQUE;442185,98;4474194,19;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.814.531;404.163.646
FB_01_000028;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 · CAMPO GRANDE;442226,83;4474114,37;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.809.644;404.156.484
FB_01_000029;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 · HERRERO PALACIOS;442303,58;4474229,66;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.800.703;404.166.923
FB_01_000030;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 · HERRERO PALACIOS;442376,95;4474279,26;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-367.921;404.171.442
FB_01_000031;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 · HERRERO PALACIOS;442432,11;4474225,04;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.678.555;404.166.595
FUE_02-04_0000000001;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nº 2;443998,7149;4476480,083;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.602.892;404.370.811
FUE_02-04_0000000002;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nº 2;443963,8733;4476409,623;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.606.938;40.436.444
FUE_02-04_0000000003;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;;444002,4647;4476648,213;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.602.598;404.385.959
FUE_02-04_0000000004;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;;444032,2026;4476747,194;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.599.179;404.394.896
FUE_02-04_0000000005;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;AVENIDA BRASILIA CV AVDA DE BADAJOZ;444002,4864;4476816,504;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.602.743;40.440.112
FUE_02-04_0000000006;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;FRENTA AL Nº 42 DE AVENIDA DE BRASILIA;444031,1522;4476994,095;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.599.521;404.417.138
FUE_02-04_0000000007;ZV;SALAMANCA;JARDINES GREGORIO ORDOÑEZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442427,7633;4476067,583;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.787.731;404.332.578
FUE_02-04_0000000008;ZV;SALAMANCA;JARDINES GREGORIO ORDOÑEZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442407,6831;4476045,523;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.790.078;404.330.577
FUE_02-04_0000000009;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;;443338,6917;4475751,348;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.680.058;404.304.716
FUE_02-04_0000000010;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;C/DEL DOCTOR GÓMEZ ULLA 22;443362,7178;4475772,518;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.677.244;404.306.639
FUE_02-04_0000000011;ZV;SALAMANCA;PZA. DE PEÑASCALES;;443399,1438;4475022,394;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.672.283;404.239.088
FUE_02-04_0000000012;ZV;SALAMANCA;PZA. AMERICA ESPAÑOLA;;443847,2765;4475622,16;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.619.988;404.293.423
FUE_02-04_0000000013;ZV;SALAMANCA;PARQUE SANCHO DAVILA;C/SANCHO DÁVILA Nº 35;443940,9918;4475102,676;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.608.483;404.246.688
FUE_02-04_0000000014;ZV;SALAMANCA;PARQUE SANCHO DAVILA;C/SANCHO DÁVILA Nº 21 POSTERIOR;443919,7938;4475387,598;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.611.233;404.272.341
FUE_02-04_0000000015;ZV;SALAMANCA;PZA. DE BURDEOS;;443621,568;4476638,599;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;NO APTA CONSUMO;nov.-19;-36.647.497;404.384.836
FUE_02-04_0000000016;ZV;SALAMANCA;PZA.  SAN CAYETANO;C/ERASO Nº14;443122,1179;4476167,314;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.705.961;40.434.204
FUE_02-04_0000000017;ZV;SALAMANCA;BERLIN - BRISTOL;C/ BERLÍN Nº 8;443859,9013;4477044,378;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;NO APTA CONSUMO;nov.-19;-36.619.757;404.421.552
FUE_02-04_0000000018;ZV;SALAMANCA;DIEGO DE LEON, 56;C/DIEGO DE LEON Nº56;442530,1003;4476198,842;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.775.785;404.344.473
FUE_02-04_0000000019;ZV;SALAMANCA;LANUZA;;443553,5891;4475197,972;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.654.233;40.425.501
FUE_02-04_0000000020;ZV;SALAMANCA;GTA. CAMPANAR;C/FRANCISCO NAVACERRADA Nº 48;443425,1077;4475876,288;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.669.982;40.431.603
FUE_02-04_0000000021;ZV;SALAMANCA;JARDINES BOSTON;PLAZA BOSTON Nº 4;443525,6377;4476484,019;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.665.867;404.370.846
FUE_02-04_0000000022;ZV;SALAMANCA;VIZCONDE DE MATAMALA - RAMON DE AGUINAGA - RUFINO BLANCO;CALLE RUFINO BLANCO Nº 22;443554,9226;4475339,823;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.654.202;40.426.779
FUE_02-04_0000000023;ZV;SALAMANCA;PZA.  SAN CAYETANO;C/AZCONA CV C/PILAR DE ZARAGOZA;443166,1426;4476158,793;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.700.764;404.341.302
FUE_02-04_0000000024;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;;443271,7044;4475605,179;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.687.825;404.291.502
FUE_02-04_0000000025;ZV;SALAMANCA;PZA. DE DALI;;442884,628;4475062,161;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.732.967;404.242.319
FUE_02-04_0000000026;ZV;SALAMANCA;JARDIN DE LA VIRGEN DEL PILAR;C/GENERAL PARDIÑAS CV C/JUAN BRAVO;442498,1789;4475963,332;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.779.335;404.323.235
FUE_02-04_0000000027;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 58 (FTE Nº 64);PASEO DE LA CASTELLANA Nº 58 (FTE Nº 64);441495,5739;4476492,508;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.898.019;404.370.207
FUE_02-04_0000000028;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 22 (FTE Nº 22 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 22 (FTE Nº 22 EN EL BULEVAR);441552,5652;4475712,503;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.890.582;40.429.998
FUE_02-04_0000000029;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 2 (FTE Nº 2 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 2 (FTE Nº 2 EN EL BULEVAR);441477,5617;4475344,502;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.899.086;404.266.776
FUE_02-04_0000000030;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 18 ;PASEO DE LA CASTELLANA Nº 18 ;441523,5638;4475565,503;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.893.867;404.286.717
FUE_02-04_0000000033;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 8 (FTE Nº 8 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 8 (FTE Nº 8 EN EL BULEVAR);441495,9624;4475421,702;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.896.988;404.273.744
FUE_02-04_0000000035;ZV;SALAMANCA;AVENIDA DE LOS TOREROS ;JUNTO A  LA PLAZA;443860,5593;4475986,472;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.618.744;40.432.625
FUE_02-04_0000000037;VP;SALAMANCA;ELVIRA Nº 11;ELVIRA Nº 11;443562,5488;4474887,571;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.652.901;404.227.054
FUE_02-04_0000000038;ZV;SALAMANCA;AVDA FELIPE II Nº 5;AVDA FELIPE II Nº 5;442709,5834;4475055,859;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.753.595;404.241.632
FUE_02-04_0000000039;ZV;SALAMANCA;PARQUE SANCHO DÁVILA;Entrada por plaza américa española;443883,2367;4475591,451;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.615.722;40.429.068
FUE_02-04_0000000040;ZV;SALAMANCA;PARQUE RESIDENCIAL ISABEL II;CALLE RAMÓN AGUINAGA 2;443585,18;4475363,43;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.650.656;404.269.937
FUE_02-04_0000000041;VP;SALAMANCA;CALLE JUAN BRAVO CV CALLE CLAUDIO COELLO;;441859;4476052,64;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.854.769;404.330.836
