CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCION ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;ESTADO;OBSERVACIONES;FECHA DATOS;LONGITUD;LATITUD
FUE_06-11_0000000085;ZV;CARABANCHEL;LONJA DE LA SEDA;;435506,9383;4468666,07;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.596.129;403.660.743
FUE_06-11_0000000086;ZV;CARABANCHEL;CALLE BLANCA, 14;ARDITE;436098,18;4468511,479;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.526.342;403.647.272
FUE_06-11_0000000087;ZV;CARABANCHEL;AVDA CARABANCHEL, 53;CV AV PESETA;436039,6325;4468185,262;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.532.911;40.361.784
FUE_06-11_0000000088;ZV;CARABANCHEL;PARQUE JACINTO VERDAGUER;;439171,8947;4471841,671;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.167.528;403.949.571
FUE_06-11_0000000090;ZV;CARABANCHEL;POL. ZARZAMORA - A.P.D, 11-13;;436579,4731;4469556,482;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-374.707;403.741.778
FUE_06-11_0000000091;ZV;CARABANCHEL;CALLE AZCOITIA 7;COLONIA LOYOLA;435966,961;4469556,627;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.542.846;403.741.323
FUE_06-11_0000000093;ZV;CARABANCHEL;Pº STA. M¬ DE LA CABEZA;;439521,2177;4471331,441;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.125.884;403.903.862
FUE_06-11_0000000094;ZV;CARABANCHEL;ALONDRA - AVECILLA;;437528,3592;4471081,358;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.360.428;403.879.863
FUE_06-11_0000000095;ZV;CARABANCHEL;AGUACATE- AVDA PESETA;CALLE DURO, 11;436846,2597;4468447,559;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.438.177;403.642.084
FUE_06-11_0000000096;ZV;CARABANCHEL;CALLE TRESETA, 39;;437059,7522;4468353,472;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.412.942;403.633.769
FUE_06-11_0000000097;ZV;CARABANCHEL;PARQUE EUGENIA DE MONTIJO II;;436226,5247;4470697,547;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.513.415;403.844.301
FUE_06-11_0000000099;ZV;CARABANCHEL;ARTE MUDEJAR DE TERUEL;;435907,4893;4468337,218;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.548.625;403.631.427
FUE_06-11_0000000100;ZV;CARABANCHEL;JARDINES LONJA DE LA SEDA;;435942,8008;4468632,878;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.544.763;403.658.089
FUE_06-11_0000000101;ZV;CARABANCHEL;MEZQUITA DE CORDOBA;;435580,5021;4468559,623;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.587.358;40.365.121
FUE_06-11_0000000102;ZV;CARABANCHEL;ENRIQUE DEL ORO, 1;;437175,6374;4469296,981;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.400.223;403.718.852
FUE_06-11_0000000103;ZV;CARABANCHEL;PARQUE LA PESETA;;435772,7866;4468492,225;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.564.644;403.645.288
FUE_06-11_0000000104;ZV;CARABANCHEL;PARQUE LA PESETA;;435750,8578;4468565,298;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.567.301;403.651.853
FUE_06-11_0000000105;ZV;CARABANCHEL;PARQUE LA PESETA;;435763,3597;4468403,055;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.565.665;403.637.248
FUE_06-11_0000000108;ZV;CARABANCHEL;CALLE JOAQUIN TURINA 68;;435592,75;4469405,39;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.758.677;40.372.741
FUE_06-11_0000000109;ZV;CARABANCHEL;PARQUE DEL PAN BENDITO;;437291,972;4469574,045;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.386.794;4.037.439
FUE_06-11_0000000111;ZV;CARABANCHEL;PARQUE DE LA VOLATERIA Y ENTORNO;;437834,1594;4469357,812;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.732.272;403.724.826
FUE_06-11_0000000112;ZV;CARABANCHEL;C/ CIDRO, 21;;436529,3223;4468544,102;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.475.599;40.365.054
FUE_06-11_0000000113;ZV;CARABANCHEL;JOAQUIN TURINA;;435959,2139;4469336,33;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.543.537;403.721.472
FUE_06-11_0000000114;ZV;CARABANCHEL;JARDIN LOS POZUELOS;;438186,5308;4469416,646;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.281.274;403.730.389
FUE_06-11_0000000116;ZV;CARABANCHEL;PARQUE DE LA VOLATERIA Y ENTORNO;;437134,3054;4468964,32;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.404.763;403.688.854
FUE_06-11_0000000117;ZV;CARABANCHEL;PARQUE DE LA VOLATERIA Y ENTORNO;;437208,5432;4469054,836;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.739.611;403.697.064
FUE_06-11_0000000118;ZV;CARABANCHEL;COL. PARQUE EUGENIA DE MONTIJO;JACOBINIA, 48;436216,5069;4470005,725;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.513.902;403.781.971
FUE_06-11_0000000119;ZV;CARABANCHEL;PARQUE SAN ISIDRO;;438408,7521;4472295,082;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.257.882;403.989.856
FUE_06-11_0000000120;ZV;CARABANCHEL;LTRL. VIA LUSITANA;;438004,2508;4469848,586;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.303.164;403.769.165
FUE_06-11_0000000121;ZV;CARABANCHEL;UVA PAN BENDITO;;437581,4424;4469821,915;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.352.941;403.766.446
FUE_06-11_0000000122;VP;CARABANCHEL;GORRIÓN FTE. Nº51 (PIEDRA);;438009,3537;4472007,286;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.304.664;403.963.634
FUE_06-11_0000000123;VP;CARABANCHEL;PLAZA CARABANCHEL, Nº 10, VALLA POLICIA NACIONAL;;437118,7375;4470256,64;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.407.872;40.380.526
FUE_06-11_0000000124;VP;CARABANCHEL;AVEFRIA, 40 (PIEDRA) C/V ALEGRIA;;437807,9404;4470563,41;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.326.985;403.833.413
FUE_06-11_0000000126;ZV;CARABANCHEL;GUADALETE  11 - 13;;439287,5989;4471149,258;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.153.234;40.388.728
FUE_06-11_0000000127;ZV;CARABANCHEL;PARQUE SAN ISIDRO;PLAZA DE LA FUENTE DEL TRÉBOL;438211,117;4472209,082;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.281.086;403.981.962
FUE_06-11_0000000128;ZV;CARABANCHEL;C/ALGORTA CV C/OROYA;EN ZONA VERDE;438194,0373;4471508,961;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.282.419;403.918.879
FUE_06-11_0000000129;VP;CARABANCHEL;C/ TORTA CV C/ PATRIMONIO DE LA HUMANIDAD;PAU CARABANCHEL. PINAR DE SAN JOSÉ;435039,08;4468483,95;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.651.044;403.643.974
FUE_06-11_0000000130;ZV;CARABANCHEL;C/ Viana nº 1;junto a zona infantil zv;438908,31;4470722,41;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.719.751;40.384.855
FAM_02-11_0000000131;VP;CARABANCHEL;GLORIETA VALLE DE ORO 4;;437975,27;4471116,15;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.307.811;403.883.331
FAM_02-11_0000000132;ZV;CARABANCHEL;CALLE NUESTRA SEÑORA DE LA ANTIGUA 52;FRENTE Nº 52;437115,4;4469834,76;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.407.849;403.767.253
FAM_02-11_0000000133;ZV;CARABANCHEL;PASEO MARCELINO CAMACHO 6;;437209,28;4470762,83;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.397.705;403.850.928
FUE_06-11_0000000134;VP;CARABANCHEL;GLORIETA DEL EJÉRCITO S/N;ZONA ESTANCIAL;436768,27;4471059,01;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.449.953;403.877.276
FB_900021;ZV;CARABANCHEL;MADRID RIO;Z.12. - SALON DE PINOS - PUENTE DE SAN ISIDRO;438703,9;4472517,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.223.318;404.010.074
FB_900022;ZV;CARABANCHEL;MADRID RIO;Z.12. - SALON DE PINOS - PUENTE DE SAN ISIDRO;439102,7;4472337,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.176.154;40.399.417
FB_900023;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439996,7;4471891,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.070.392;403.954.623
FB_900024;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439477,1;4472066,7;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.131.781;403.970.066
FB_900025;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439767,3;4471992,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.097.517;403.963.619
FB_900026;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439767,7;4471993,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.097.471;403.963.691
FB_900027;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439496,2;4472164,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.129.623;403.978.899
FB_900028;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439496,8;4472164;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.129.552;403.978.845
FB_900029;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439497,4;4472163,2;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.712.948;403.978.774
FB_900030;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439631,4;4472068,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.113.601;403.970.304
FB_900031;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439631,9;4472068,9;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.113.543;403.970.376
FB_900032;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;439632,3;4472069,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.113.497;403.970.439
FB_900033;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;440127,6;4471828,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.705.491;403.949.087
FB_900034;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;440126,7;4471829;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.055.016;403.949.122
FB_900035;ZV;CARABANCHEL;MADRID RIO;Z.15. - SALON DE PINOS - PERRAULT;440125,9;4471829,4;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.055.111;403.949.157
FUE_06-12_0000000001;ZV;USERA;JARDIN EL TORERO;;440046,8694;4471571,46;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.706.418;403.925.864
FUE_06-12_0000000003;ZV;USERA;PZA. FCO RUANO;;439910,4514;4471088,046;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-37.079.797;403.882.218
FUE_06-12_0000000006;ZV;USERA;FRONTON Bº ZOFIO;RICARDO BELTRÁN Y ROZPIDE, 14;439054,4442;4470201,723;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.179.797;403.801.751
FUE_06-12_0000000011;ZV;USERA;PARQUE MESETA;;440030,0321;4468774,903;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.063.532;403.673.923
FUE_06-12_0000000013;ZV;USERA;PARQUE MESETA;;439670,0692;4468732,631;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.105.887;403.669.856
FUE_06-12_0000000014;ZV;USERA;PZA. TORRE DEL ORO;;441240,4771;4469573,34;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.921.706;403.746.713
FUE_06-12_0000000017;ZV;USERA;INST. DEP. SAN FERMIN - ESTAFETA;;441062,1918;4469588,674;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.942.721;403.747.968
FUE_06-12_0000000019;ZV;USERA;PARQUE DE PRADOLONGO;;440470,2483;4470001,719;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.701.283;403.784.757
FUE_06-12_0000000021;ZV;USERA;PARQUE DE PRADOLONGO;;439735,0485;4469473,335;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.098.934;40.373.663
FUE_06-12_0000000024;ZV;USERA;PARQUE DE PRADOLONGO;;439829,9992;4469568,607;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.708.784;403.745.281
FUE_06-12_0000000028;ZV;USERA;PARQUE DE PRADOLONGO;parte de atrás de la Ermita, farola 308;440083,3437;4469456,555;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.057.894;403.735.369
FUE_06-12_0000000029;ZV;USERA;COL. DE ALMENDRALES;PZA CAMPO DE CRIPTANA;440668,4794;4470399,237;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.698.985;403.820.709
FUE_06-12_0000000030;ZV;USERA;ESPACIOS LIBRES Bº  ZOFIO II;RICARDO BELTRAN Y ROZPIDE, 8;439164,2717;4470460,129;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.167.106;40.382.511
FUE_06-12_0000000031;ZV;USERA;ESPACIOS LIBRES Bº  ZOFIO II;RICARDO BELTRAN Y ROZPIDE, 6;439250,8191;4470530,325;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.156.977;403.831.497
FUE_06-12_0000000033;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;PLAZA MUNGUÍA;439483,8387;4469219,972;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.128.283;403.713.623
FUE_06-12_0000000039;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;PLAZA DE SESTAO;439173,4053;4469067,686;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.164.701;403.699.679
FUE_06-12_0000000040;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;PLAZA EL CIEGO;439040,2687;4468989,316;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.180.307;403.692.521
FUE_06-12_0000000043;ZV;USERA;A.V.C. GTA. DE MALAGA - NUEVO PRADOLONGO;CALLE EDUARDO BARREIROS, 3;440791,9561;4469406,417;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.974.381;403.731.359
FUE_06-12_0000000047;ZV;USERA;TALUD MANUEL NOYA;;439635,9256;4471219,401;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.112.263;403.893.852
FUE_06-12_0000000048;ZV;USERA;POBLADO DIRIGIDO ORCASITAS;PLAZA DEL PUERTO URQUIOLA;439471,6918;4469303,072;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.129.793;4.037.211
FUE_06-12_0000000049;ZV;USERA;COL. MESETA DE ORCASITAS II;EXPROPIACION, 3;440183,9679;4469044,318;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.045.654;403.698.305
FUE_06-12_0000000050;ZV;USERA;COL. LA CHIMENEA;AMPARO USERA, 23;440293,4941;4471026,578;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.034.612;403.876.956
FUE_06-12_0000000051;ZV;USERA;PARQUE OLOF PALME;;439481,7675;4470590,839;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.129.828;403.837.116
FUE_06-12_0000000052;ZV;USERA;PARQUE OLOF PALME;;439600,9711;4470502,347;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.115.702;403.829.231
FUE_06-12_0000000057;ZV;USERA;PLAZA DE ERMUA Nº 1;POBLADO DIRIGIDO ORCASITAS;439196,7467;4469292,834;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.162.166;403.719.977
FUE_06-12_0000000059;ZV;USERA;PARQUE SAN FERMIN;;441381,4279;4469931,556;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.905.433;403.779.083
FUE_06-12_0000000060;ZV;USERA;PZA. ASOCIACION MESETA DE ORCASITAS;;439884,1619;4469010,373;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.080.934;40.369.503
FUE_06-12_0000000061;VP;USERA;ANTONIO SALVADOR, 64;ESQ. AMOR HERMOSO ;440263,7913;4470731,234;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.037.834;403.850.328
FUE_06-12_0000000062;VP;USERA;DOLORES BARRANCO FTE. Nº4 (FUENTE DE PIEDRA) (SIN SERVICIO);;440333,4682;4470537,18;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.029.444;403.832.897
FUE_06-12_0000000065;VP;USERA;BEASAIN 39 - 45  ;;439239,9878;4468753,572;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.156.559;40.367.143
FUE_06-12_0000000066;VP;USERA;SAN NICOMEDES  12;;439406,215;4470960,593;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.713.908;40.387.037
FUE_06-12_0000000067;ZV;USERA;CALLE ANTONIO LÓPEZ, 221;CV C/ AÑAFIL;440977,4;4470332,2;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.953.396;403.814.889
FUE_06-12_0000000068;ZV;USERA;PLAZA ZAPOTA;;438991,5763;4469282,162;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.186.322;403.718.866
FUE_06-12_0000000069;VP;USERA;Avenida de Los Poblados nº 144;FRENTE ESCUELA INFANTIL;439808,91;4469323,11;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.090.092;403.723.149
FAM_02-12_0000000070;ZV;USERA;PARQUE DE PRADOLONGO;Junto farolín 304. Próxima a entrada parque C/V Dr. Tolosa Latour;440211,82;4469319,32;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.042.632;403.723.098
FAM_02-12_0000000071;ZV;USERA;CALLE SILVINA 35;;441502,39;4468578,04;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.889.942;403.657.235
FAM_02-12_0000000072;VP;USERA;CALLE ORCASUR 53;JUNTO PISTAS DEPORTIVAS;440450,47;4468610,37;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.013.861;403.659.403
FUE_06-12_0000000073;ZV;USERA;Calle Ginebro frente nº 10;;440902,67;4468658,29;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.960.648;403.664.041
FB_100001;ZV;USERA;PARQUE LINEAL DEL MANZANAREES;03 · CAMINO PERALES-ÚMBRACULO (A.03);441455,1;4470016,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.896.833;403.786.813
FB_100002;ZV;USERA;PARQUE LINEAL DEL MANZANAREES;04 · CAMINO PERALES 90 (A.04);441506,2;4469909,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.890.716;40.377.721
FB_100003;ZV;USERA;PARQUE LINEAL DEL MANZANAREES;06 · PARQUE BELVEDERE (A.06);441545,9;4469581,8;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.885.738;40.374.769
FB_100004;ZV;USERA;PARQUE LINEAL DEL MANZANAREES;08 · PRADERA-ESTANQUE (B.05);441665,2;4469579,1;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.871.684;40.374.753
FB_900062;ZV;USERA;MADRID RÍO;Z.26. - SALON DE PINOS - PUENTE DE PRAGA;440427,5;4471565,7;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.019.329;403.925.618
FB_900063;ZV;USERA;MADRID RÍO;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;440907,9;4470838,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.962.053;403.860.459
FB_900064;ZV;USERA;MADRID RÍO;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441263;4470401,6;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.919.816;403.821.343
FB_900065;ZV;USERA;MADRID RÍO;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441262,9;4470402,4;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.919.829;403.821.415
FB_900066;ZV;USERA;MADRID RÍO;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441262,8;4470403,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.919.842;403.821.496
FB_100011;ZV;USERA;PARQUE LINEAL DEL MANZANARES;15 · MEZQUITA;441540,3;4469406,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.886.237;403.731.876
FB_100012;ZV;USERA;PARQUE LINEAL DEL MANZANARES;15 · MEZQUITA;441577,1;4469313,3;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.881.817;403.723.524
FUE_05-13_0000000055;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR FRENTE Nº 229 PARQUE DE ENTREVÍAS;JUNTO A LAGO ORNAMENTAL;443551,057;4469368,256;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.649.362;403.729.835
FUE_05-13_0000000056;ZV;PUENTE VALLECAS;PARQUE AZORÍN JUNTO AVENIDA DE LA ALBUFERA;EN ZONA INFANTIL;444461,5617;4471407,985;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.543.895;403.914.198
FUE_05-13_0000000057;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A PASEO CENTRAL;;444420,8152;4471887,047;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.549.113;403.957.328
FUE_05-13_0000000058;ZV;PUENTE VALLECAS;PUERTO DE BALBARÁN JUNTO A PISTAS;;444048,3084;4469821,103;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.659.119;403.770.965
FUE_05-13_0000000059;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A CALLE RAMÓN PÉREZ DE AYALA;;444456,8057;4472292,569;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.545.226;403.993.883
FUE_05-13_0000000060;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE CALLE CAMINO DE VALDERRIBAS;;444247,0659;4472082,021;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.569.756;403.974.776
FUE_05-13_0000000061;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A QUIOSCO MIRADOR;;444396,0629;4472000,555;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.552.129;403.967.537
FUE_05-13_0000000062;ZV;PUENTE VALLECAS;PARQUE PÍO FELIPE JUNTO A PISTAS DEPORTIVAS;;444301,0403;4472327,234;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.563.611;403.996.902
FUE_05-13_0000000063;ZV;PUENTE VALLECAS;PUERTO DE BALBARÁN JUNTO A PISTAS;;443876,5911;4469893,588;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.611.481;40.377.738
FUE_05-13_0000000065;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES PÍIO FELIPE Y C/ TRAVESÍA DE HUMANES;;445168,2312;4471994,976;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.461.141;403.967.546
FUE_05-13_0000000066;ZV;PUENTE VALLECAS;CALLE RAMÓN PÉREZ DE AYALA EN PISTA DEPORTIVA;;444645,8845;4472301,361;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.522.955;403.994.801
FUE_05-13_0000000067;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES PÍO FELIPE Y C/ TRAVESÍA DE HUMANES;;445102,2575;4472071,854;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.646.898;403.974.428
FUE_05-13_0000000068;ZV;PUENTE VALLECAS;PARQUE AZORÍN JUNTO A FUENTES ORNAMENTALES;;444445,8645;4471273,924;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.545.628;40.390.211
FUE_05-13_0000000070;ZV;PUENTE VALLECAS;PARQUE DOLORES FOLGUERAS;;444290,5863;4471598,853;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.564.205;403.931.278
FUE_05-13_0000000071;ZV;PUENTE VALLECAS;CALLE PICO DEL ALMANZOR CON CALLE DE LAS MORERAS;;443684,3465;4472651,798;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.636.565;404.025.726
FUE_05-13_0000000072;ZV;PUENTE VALLECAS;PLAZA DEL DOCTOR LOZANO;;443937,8388;4472793,291;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.606.819;404.038.643
FUE_05-13_0000000073;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES EN ANILLO CICLISTA;;445103,0512;4470186,518;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.467.262;403.804.586
FUE_05-13_0000000074;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON RAFAEL ALBERTI;;445983,0496;4471608,311;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.364.804;403.933.245
