COD_VIA,VIA_CLASE,URI,VIA_PAR,VIA_NOMBRE,VIA_NOMBRE_ACENTOS,DISTRITO
332400,CALLE,CALLEDELGENERAL PRIM,DEL,GENERAL PRIM,GENERAL PRIM,9
332600,CALLE,CALLEDELGENERAL RAMIREZ DE MADRID,DEL,GENERAL RAMIREZ DE MADRID,GENERAL RAMÍREZ DE MADRID,6
332600,CALLE,CALLEDELGENERAL RAMIREZ DE MADRID,DEL,GENERAL RAMIREZ DE MADRID,GENERAL RAMÍREZ DE MADRID,6
332700,CALLE,CALLEDELGENERAL RICARDOS,DEL,GENERAL RICARDOS,GENERAL RICARDOS,11
332700,CALLE,CALLEDELGENERAL RICARDOS,DEL,GENERAL RICARDOS,GENERAL RICARDOS,11
332700,CALLE,CALLEDELGENERAL RICARDOS,DEL,GENERAL RICARDOS,GENERAL RICARDOS,11
332700,CALLE,CALLEDELGENERAL RICARDOS,DEL,GENERAL RICARDOS,GENERAL RICARDOS,11
440150,CALLE,CALLEDELOLA MEMBRIVES,DE,LOLA MEMBRIVES,LOLA MEMBRIVES,11
333275,GLORIETA,GLORIETADELGENERAL SAN MARTIN,DEL,GENERAL SAN MARTIN,GENERAL SAN MARTÍN,9
333500,CALLE,CALLEDELGENERAL SERRANO ORIVE,DEL,GENERAL SERRANO ORIVE,GENERAL SERRANO ORIVE,11
333701,CALLE,CALLEDELGENERAL URRUTIA,DEL,GENERAL URRUTIA,GENERAL URRUTIA,8
333800,PLAZA,PLAZADELGENERAL VARA DE REY,DEL,GENERAL VARA DE REY,GENERAL VARA DE REY,1
334100,CALLE,CALLEDELGENERAL VELARDE,DEL,GENERAL VELARDE,GENERAL VELARDE,3
334400,CALLE,CALLEDELGENERAL ZABALA,DEL,GENERAL ZABALA,GENERAL ZABALA,5
334400,CALLE,CALLEDELGENERAL ZABALA,DEL,GENERAL ZABALA,GENERAL ZABALA,5
334450,CALLE,CALLEDELGENERALIFE,DEL,GENERALIFE,GENERALIFE,12
1003,CALLE,CALLEDE LAGENEROSIDAD,DE LA,GENEROSIDAD,GENEROSIDAD,17
334700,CALLE,CALLEDELGENIL,DEL,GENIL,GENIL,5
930,CALLE,CALLEDE LAGENISTA,DE LA,GENISTA,GENISTA,10
334800,CALLE,CALLEDEGENOVA,DE,GENOVA,GÉNOVA,1
334800,CALLE,CALLEDEGENOVA,DE,GENOVA,GÉNOVA,7
334900,CALLE,CALLEDEGENSERICO,DE,GENSERICO,GENSERICO,10
335000,CALLE,CALLEDE LAGEOLOGIA,DE LA,GEOLOGIA,GEOLOGÍA,17
335100,PLAZA,PLAZADE LOSGEOLOGOS,DE LOS,GEOLOGOS,GEÓLOGOS,15
335200,CALLE,CALLEDE LOSGERANIOS,DE LOS,GERANIOS,GERANIOS,6
335300,CALLE,CALLEDEGERARDO BAENA,DE,GERARDO BAENA,GERARDO BAENA,8
335400,CALLE,CALLEDEGERARDO CORDON,DE,GERARDO CORDON,GERARDO CORDÓN,15
335550,CALLE,CALLEDEGERARDO DIEGO,DE,GERARDO DIEGO,GERARDO DIEGO,13
335600,CALLE,CALLEDEGERARDO RUEDA,DE,GERARDO RUEDA,GERARDO RUEDA,13
335700,CALLE,CALLEDEGERARDO SAINZ,DE,GERARDO SAINZ,GERARDO SAINZ,9
144900,CALLE,CALLEDEGERDA TARO,DE,GERDA TARO,GERDA TARO,9
335800,CALLE,CALLEDEGERMAN PEREZ CARRASCO,DE,GERMAN PEREZ CARRASCO,GERMÁN PÉREZ CARRASCO,15
335900,CALLE,CALLEDEGERONA,DE,GERONA,GERONA,1
31003474,CALLE,CALLEDEGERTRUDIS DE LA FUENTE,DE,GERTRUDIS DE LA FUENTE,GERTRUDIS DE LA FUENTE,10
336000,CALLE,CALLEDEGESALEICO,DE,GESALEICO,GESALEICO,11
336100,CALLE,CALLEDEGETAFE,DE,GETAFE,GETAFE,17
336200,PLAZA,PLAZADEGETAFE,DE,GETAFE,GETAFE,5
336300,CALLE,CALLEDEGETINO,DE,GETINO,GETINO,16
336350,PASEO,PASEODEGIGANTES Y CABEZUDOS,DE,GIGANTES Y CABEZUDOS,GIGANTES Y CABEZUDOS,17
336400,CALLE,CALLEDEGIJON,DE,GIJON,GIJÓN,10
336700,CALLE,CALLEDEGIL DE ONTAÑON,DE,GIL DE ONTAÑON,GIL DE ONTAÑÓN,15
336900,CALLE,CALLEDEGIL DE SANTIVAÑES,DE,GIL DE SANTIVAÑES,GIL DE SANTIVÁÑES,4
336500,CALLE,CALLEDEGIL IMON,DE,GIL IMON,GIL IMÓN,2
336800,CALLE,CALLEDEGIL Y POLO,DE,GIL Y POLO,GIL Y POLO,15
337000,CALLE,CALLEDEGILENA,DE,GILENA,GILENA,17
2445,PASEO,PASEODEGINEBRA,DE,GINEBRA,GINEBRA,20
1032,CALLE,CALLEDELGINEBRO,DEL,GINEBRO,GINEBRO,12
337300,CALLE,CALLEDEGINES NAVARRO,DE,GINES NAVARRO,GINÉS NAVARRO,9
337350,CALLE,CALLEDEGINZO DE LIMIA,DE,GINZO DE LIMIA,GINZO DE LIMIA,8
337350,CALLE,CALLEDEGINZO DE LIMIA,DE,GINZO DE LIMIA,GINZO DE LIMIA,8
337370,CALLE,CALLEDE LAGIRALDA,DE LA,GIRALDA,GIRALDA,12
337400,CALLE,CALLEDELGIRASOL,DEL,GIRASOL,GIRASOL,11
337600,CALLE,CALLEDELGLADIOLO,DEL,GLADIOLO,GLADIOLO,6
2584,CALLE,CALLEDEGLASGOW,DE,GLASGOW,GLASGOW,20
31000584,CALLE,CALLEDEGLORIA FUERTES,DE,GLORIA FUERTES,GLORIA FUERTES,8
31000584,CALLE,CALLEDEGLORIA FUERTES,DE,GLORIA FUERTES,GLORIA FUERTES,8
337810,AVENIDA,AVENIDADE LASGLORIETAS,DE LAS,GLORIETAS,GLORIETAS,13
305700,CALLE,CALLEDE LAGLOXINIA,DE LA,GLOXINIA,GLOXINIA,6
483000,CALLE,CALLEDE LAGLYCERIA,DE LA,GLYCERIA,GLYCERIA,12
337900,CALLE,CALLEDEGOBELAS,DE,GOBELAS,GOBELAS,9
338000,PLAZA,PLAZADE LOSGOBELINOS,DE LOS,GOBELINOS,GOBELINOS,20
338100,CALLE,CALLEDELGOBERNADOR,DEL,GOBERNADOR,GOBERNADOR,1
338300,CALLE,CALLEDEGODELLA,DE,GODELLA,GODELLA,17
338400,CALLE,CALLEDEGOIRI,DE,GOIRI,GOIRI,6
338500,CALLE,CALLEDEGOITIA,DE,GOITIA,GOITIA,15
338600,PLAZA,PLAZADE LAGOLETA,DE LA,GOLETA,GOLETA,21
2863,CALLE,CALLEGOLF,,GOLF,GOLF,21
820,CALLE,CALLEDELGOLFO DE DARIEN,DEL,GOLFO DE DARIEN,GOLFO DE DARIÉN,13
817,CALLE,CALLEDELGOLFO DE GUAYAQUIL,DEL,GOLFO DE GUAYAQUIL,GOLFO DE GUAYAQUIL,13
338800,CALLE,CALLEDELGOLFO DE SALONICA,DEL,GOLFO DE SALONICA,GOLFO DE SALÓNICA,14
338800,CALLE,CALLEDELGOLFO DE SALONICA,DEL,GOLFO DE SALONICA,GOLFO DE SALÓNICA,14
338800,CALLE,CALLEDELGOLFO DE SALONICA,DEL,GOLFO DE SALONICA,GOLFO DE SALÓNICA,15
338800,CALLE,CALLEDELGOLFO DE SALONICA,DEL,GOLFO DE SALONICA,GOLFO DE SALÓNICA,16
338815,PLAZA,PLAZADEGOLMAYO,DE,GOLMAYO,GOLMAYO,16
1868,CALLE,CALLEDE LAGOLONDRINA,DE LA,GOLONDRINA,GOLONDRINA,9
156600,CALLE,CALLEDECASTRO DE ORO,DE,CASTRO DE ORO,CASTRO DE ORO,11
156600,CALLE,CALLEDE LAGOLONDRINA,DE LA,GOLONDRINA,GOLONDRINA,11
339100,CALLE,CALLEDEGOMEZ ACEBO,DE,GOMEZ ACEBO,GÓMEZ ACEBO,17
339300,PLAZA,PLAZADEGOMEZ ACEBO,DE,GOMEZ ACEBO,GÓMEZ ACEBO,17
339500,CALLE,CALLEDEGOMEZ CANO,DE,GOMEZ CANO,GÓMEZ CANO,5
427400,CALLE,CALLEDEGOMEZ DE ARTECHE,DE,GOMEZ DE ARTECHE,GÓMEZ DE ARTECHE,11
339400,CALLE,CALLEDEGOMEZ DE AVELLANEDA,DE,GOMEZ DE AVELLANEDA,GÓMEZ DE AVELLANEDA,15
672200,CALLE,CALLEDEGOMEZ DE BAQUERO,DE,GOMEZ DE BAQUERO,GÓMEZ DE BAQUERO,16
339800,CALLE,CALLEDEGOMEZ DE MORA,DE,GOMEZ DE MORA,GÓMEZ DE MORA,1
339700,CALLE,CALLEDEGOMEZ HEMANS,DE,GOMEZ HEMANS,GÓMEZ HEMANS,15
339700,CALLE,CALLEDEGOMEZ HEMANS,DE,GOMEZ HEMANS,GÓMEZ HEMANS,16
339900,CALLE,CALLEDEGOMEZ ORTEGA,DE,GOMEZ ORTEGA,GÓMEZ ORTEGA,5
340100,CALLE,CALLEDEGOMEZNARRO,DE,GOMEZNARRO,GÓMEZNARRO,16
340150,CALLE,CALLEDE LAGONDOLA,DE LA,GONDOLA,GÓNDOLA,21
340300,CALLE,CALLEDEGONZALEZ AMIGO,DE,GONZALEZ AMIGO,GONZÁLEZ AMIGO,15
340400,CALLE,CALLEDEGONZALEZ ARIAS,DE,GONZALEZ ARIAS,GONZÁLEZ ARIAS,12
150,CALLE,CALLEDEGONZALEZ DAVILA,DE,GONZALEZ DAVILA,GONZÁLEZ DÁVILA,18
340500,CALLE,CALLEDEGONZALEZ FEITO,DE,GONZALEZ FEITO,GONZÁLEZ FEITO,12
340600,CALLE,CALLEDEGONZALEZ SOLA,DE,GONZALEZ SOLA,GONZÁLEZ SOLA,6
340700,CALLE,CALLEDEGONZALEZ SOTO,DE,GONZALEZ SOTO,GONZÁLEZ SOTO,13
340900,CALLE,CALLEDEGONZALO DE BERCEO,DE,GONZALO DE BERCEO,GONZALO DE BERCEO,15
170700,CALLE,CALLEDEGONZALO DE CESPEDES,DE,GONZALO DE CESPEDES,GONZALO DE CÉSPEDES,21
341000,CALLE,CALLEDEGONZALO DE CORDOBA,DE,GONZALO DE CORDOBA,GONZALO DE CÓRDOBA,7
341100,CALLE,CALLEDEGONZALO HERRERO,DE,GONZALO HERRERO,GONZALO HERRERO,6
341200,CALLE,CALLEDEGONZALO JIMENEZ DE QUESADA,DE,GONZALO JIMENEZ DE QUESADA,GONZALO JIMÉNEZ DE QUESADA,1
341300,CALLE,CALLEDEGONZALO LOPEZ,DE,GONZALO LOPEZ,GONZALO LÓPEZ,11
341400,CALLE,CALLEDEGONZALO SANDINO,DE,GONZALO SANDINO,GONZALO SANDINO,6
31000404,CALLE,CALLEDEGONZALO TORRENTE BALLESTER,DE,GONZALO TORRENTE BALLESTER,GONZALO TORRENTE BALLESTER,20
341500,GLORIETA,GLORIETADEGORDEJUELA,DE,GORDEJUELA,GORDEJUELA,9
255800,CALLE,CALLEDELGORDOLOBO,DEL,GORDOLOBO,GORDOLOBO,10
341600,CALLE,CALLEDELGORRION,DEL,GORRION,GORRIÓN,11
2392,CALLE,CALLEDEGOTARRENDURA,DE,GOTARRENDURA,GOTARRENDURA,10
341900,CALLE,CALLEDEGOYA,DE,GOYA,GOYA,4
341900,CALLE,CALLEDEGOYA,DE,GOYA,GOYA,4
342100,CALLE,CALLEDEGOYENECHE,DE,GOYENECHE,GOYENECHE,12
342200,CALLE,CALLEDE LOSGRABADORES,DE LOS,GRABADORES,GRABADORES,20
31001293,GLORIETA,GLORIETADEGRACITA MORALES,DE,GRACITA MORALES,GRACITA MORALES,8
31001293,GLORIETA,GLORIETADEGRACITA MORALES,DE,GRACITA MORALES,GRACITA MORALES,8
342450,CALLE,CALLEDEGRAENA,DE,GRAENA,GRAENA,12
342500,CALLE,CALLEDEGRAFAL,DE,GRAFAL,GRAFAL,1
342600,CALLE,CALLEDELGRAFITO,DEL,GRAFITO,GRAFITO,17
379900,CALLE,CALLEDE LAGRAMA,DE LA,GRAMA,GRAMA,16
342700,CALLE,CALLEGRAN AVENIDA,,GRAN AVENIDA,GRAN AVENIDA,12
342800,GLORIETA,GLORIETADELGRAN CAPITAN,DEL,GRAN CAPITAN,GRAN CAPITÁN,1
342800,GLORIETA,GLORIETADELGRAN CAPITAN,DEL,GRAN CAPITAN,GRAN CAPITÁN,7
342900,CALLE,CALLEDELGRAN PODER,DEL,GRAN PODER,GRAN PODER,21
342950,CALLE,CALLEGRAN VIA,,GRAN VIA,GRAN VÍA,1
342950,CALLE,CALLEGRAN VIA,,GRAN VIA,GRAN VÍA,1
342950,CALLE,CALLEGRAN VIA,,GRAN VIA,GRAN VÍA,1
342950,CALLE,CALLEGRAN VIA,,GRAN VIA,GRAN VÍA,1
342950,CALLE,CALLEGRAN VIA,,GRAN VIA,GRAN VÍA,1
728,AVENIDA,AVENIDADE LAGRAN VIA DE HORTALEZA,DE LA,GRAN VIA DE HORTALEZA,GRAN VÍA DE HORTALEZA,16
728,AVENIDA,AVENIDADE LAGRAN VIA DE HORTALEZA,DE LA,GRAN VIA DE HORTALEZA,GRAN VÍA DE HORTALEZA,16
669050,AVENIDA,AVENIDADE LAGRAN VIA DE SAN FRANCISCO,DE LA,GRAN VIA DE SAN FRANCISCO,GRAN VÍA DE SAN FRANCISCO,1
31000669,AVENIDA,AVENIDADE LAGRAN VIA DE VILLAVERDE,DE LA,GRAN VIA DE VILLAVERDE,GRAN VÍA DE VILLAVERDE,17
31000669,AVENIDA,AVENIDADE LAGRAN VIA DE VILLAVERDE,DE LA,GRAN VIA DE VILLAVERDE,GRAN VÍA DE VILLAVERDE,17
31000669,AVENIDA,AVENIDADE LAGRAN VIA DE VILLAVERDE,DE LA,GRAN VIA DE VILLAVERDE,GRAN VÍA DE VILLAVERDE,17
31000669,AVENIDA,AVENIDADE LAGRAN VIA DE VILLAVERDE,DE LA,GRAN VIA DE VILLAVERDE,GRAN VÍA DE VILLAVERDE,17
2903,AVENIDA,AVENIDADE LAGRAN VIA DEL ESTE,DE LA,GRAN VIA DEL ESTE,GRAN VÍA DEL ESTE,18
2903,AVENIDA,AVENIDADE LAGRAN VIA DEL ESTE,DE LA,GRAN VIA DEL ESTE,GRAN VÍA DEL ESTE,19
31000471,AVENIDA,AVENIDADE LAGRAN VIA DEL SURESTE,DE LA,GRAN VIA DEL SURESTE,GRAN VÍA DEL SURESTE,18
31000471,AVENIDA,AVENIDADE LAGRAN VIA DEL SURESTE,DE LA,GRAN VIA DEL SURESTE,GRAN VÍA DEL SURESTE,19
343000,CALLE,CALLEDEGRANADA,DE,GRANADA,GRANADA,3
343350,CALLE,CALLEDE LOSGRANADEROS,DE LOS,GRANADEROS,GRANADEROS,10
343200,CALLE,CALLEDEGRANADILLA,DE,GRANADILLA,GRANADILLA,15
343300,CALLE,CALLEDELGRANADO,DEL,GRANADO,GRANADO,1
343400,PLAZA,PLAZADELGRANADO,DEL,GRANADO,GRANADO,1
343600,CALLE,CALLEDE LAGRANDEZA ESPAÑOLA,DE LA,GRANDEZA ESPAÑOLA,GRANDEZA ESPAÑOLA,10
2729,CALLE,CALLEDELGRANITO,DEL,GRANITO,GRANITO,2
905416,CALLE,CALLEDELGRANITO DE ORO,DEL,GRANITO DE ORO,GRANITO DE ORO,8
343700,CALLE,CALLEDE LAGRANJA,DE LA,GRANJA,GRANJA,7
283300,CALLE,CALLEDEGRANJA DE TORREHERMOSA,DE,GRANJA DE TORREHERMOSA,GRANJA DE TORREHERMOSA,10
343900,CALLE,CALLEDE LAGRANJILLA,DE LA,GRANJILLA,GRANJILLA,4
2828,CALLE,CALLEDEGRAÑON,DE,GRAÑON,GRAÑÓN,8
344000,CALLE,CALLEDEGRAVINA,DE,GRAVINA,GRAVINA,1
2423,CALLE,CALLEDEGRAZALEMA,DE,GRAZALEMA,GRAZALEMA,16
31000017,CALLE,CALLEDEGRAZIA DELEDDA,DE,GRAZIA DELEDDA,GRAZIA DELEDDA,17
2436,PLAZA,PLAZADEGRECIA,DE,GRECIA,GRECIA,20
344600,CALLE,CALLEDEGREGORIO BENITEZ,DE,GREGORIO BENITEZ,GREGORIO BENÍTEZ,15
344600,CALLE,CALLEDEGREGORIO BENITEZ,DE,GREGORIO BENITEZ,GREGORIO BENÍTEZ,16
344650,AVENIDA,AVENIDADEGREGORIO DEL AMO,DE,GREGORIO DEL AMO,GREGORIO DEL AMO,9
344700,CALLE,CALLEDEGREGORIO DONAS,DE,GREGORIO DONAS,GREGORIO DONAS,15
363500,CALLE,CALLEDEGREGORIO LOPEZ MADERA,DE,GREGORIO LOPEZ MADERA,GREGORIO LÓPEZ MADERA,20
344900,CALLE,CALLEDEGREGORIO NAVAS,DE,GREGORIO NAVAS,GREGORIO NAVAS,13
345000,CALLE,CALLEDEGREGORIO ORTIZ,DE,GREGORIO ORTIZ,GREGORIO ORTIZ,17
140900,CALLE,CALLEDEGREGORIO SANCHEZ HERRAEZ,DE,GREGORIO SANCHEZ HERRAEZ,GREGORIO SÁNCHEZ HERRÁEZ,16
140900,CALLE,CALLEDEGREGORIO SANCHEZ HERRAEZ,DE,GREGORIO SANCHEZ HERRAEZ,GREGORIO SÁNCHEZ HERRÁEZ,16
345300,CALLE,CALLEDEGREGORIO SANZ,DE,GREGORIO SANZ,GREGORIO SANZ,13
345400,CALLE,CALLEDEGREGORIO VACAS,DE,GREGORIO VACAS,GREGORIO VACAS,10
345500,CALLE,CALLEDE LOSGREMIOS,DE LOS,GREMIOS,GREMIOS,20
345600,CALLE,CALLEDE LAGRIFERIA,DE LA,GRIFERIA,GRIFERÍA,20
345700,CALLE,CALLEDEGRIJALBA,DE,GRIJALBA,GRIJALBA,5
345900,CALLE,CALLEDEGRIÑON,DE,GRIÑON,GRIÑÓN,5
346300,CALLE,CALLEDELGUABAIRO,DEL,GUABAIRO,GUABAIRO,11
346500,CALLE,CALLEDELGUACAMAYO,DEL,GUACAMAYO,GUACAMAYO,11
346600,CALLE,CALLEDELGUADAIRA,DEL,GUADAIRA,GUADAIRA,13
346750,AVENIDA,AVENIDADEGUADALAJARA,DE,GUADALAJARA,GUADALAJARA,20
346750,AVENIDA,AVENIDADEGUADALAJARA,DE,GUADALAJARA,GUADALAJARA,20
346700,CALLE,CALLEDEGUADALAJARA,DE,GUADALAJARA,GUADALAJARA,16
346700,CALLE,CALLEDEGUADALAJARA,DE,GUADALAJARA,GUADALAJARA,20
346700,CALLE,CALLEDEGUADALAJARA,DE,GUADALAJARA,GUADALAJARA,20
346800,CALLE,CALLEDELGUADALAVIAR,DEL,GUADALAVIAR,GUADALAVIAR,17
31001845,CALLE,CALLEDEGUADALCANAL,DE,GUADALCANAL,GUADALCANAL,18
346900,CALLE,CALLEDEGUADALCAZAR,DE,GUADALCAZAR,GUADALCÁZAR,13
347000,CALLE,CALLEDELGUADALETE,DEL,GUADALETE,GUADALETE,11
347100,CALLE,CALLEDEGUADALIX,DE,GUADALIX,GUADALIX,6
347200,CALLE,CALLEDELGUADALQUIVIR,DEL,GUADALQUIVIR,GUADALQUIVIR,5
347300,CALLE,CALLEDEGUADARRAMA,DE,GUADARRAMA,GUADARRAMA,10
347400,CALLE,CALLEDELGUADIANA,DEL,GUADIANA,GUADIANA,5
347500,CALLE,CALLEDELGUADIATO,DEL,GUADIATO,GUADIATO,13
347650,CALLE,CALLEDEGUADIX,DE,GUADIX,GUADIX,12
347700,CALLE,CALLEDEGUAIMARAL,DE,GUAIMARAL,GUAIMARAL,16
347800,CALLE,CALLEDEGUAJARO,DE,GUAJARO,GUAJARO,16
347900,CALLE,CALLEDELGUALANDAY,DEL,GUALANDAY,GUALANDAY,16
348000,CALLE,CALLEDEGUALDA,DE,GUALDA,GUALDA,20
348100,CALLE,CALLEDELGUAMO,DEL,GUAMO,GUAMO,16
348300,CALLE,CALLEDEGUAPOTA,DE,GUAPOTA,GUAPOTÁ,16
906236,PLAZA,PLAZADEGUAPOTA,DE,GUAPOTA,GUAPOTA,16
348500,AVENIDA,AVENIDADE LAGUARDIA,DE LA,GUARDIA,GUARDIA,8
348600,CALLE,CALLEDE LAGUARDIA CIVIL,DE LA,GUARDIA CIVIL,GUARDIA CIVIL,8
348800,PLAZA,PLAZADE LOSGUARDIAS DE CORPS,DE LOS,GUARDIAS DE CORPS,GUARDIAS DE CORPS,1
2504,CALLE,CALLEDEGUAREÑA,DE,GUAREÑA,GUAREÑA,10
348900,CALLE,CALLEDE LOSGUARNICIONEROS,DE LOS,GUARNICIONEROS,GUARNICIONEROS,20
796,CALLE,CALLEDEGUARROMAN,DE,GUARROMAN,GUARROMÁN,13
905,CALLE,CALLEDEGUATAVITA,DE,GUATAVITA,GUATAVITA,16
349000,CALLE,CALLEDEGUATEMALA,DE,GUATEMALA,GUATEMALA,5
349000,CALLE,CALLEDEGUATEMALA,DE,GUATEMALA,GUATEMALA,11
905017,PLAZA,PLAZADEGUATEMALA,DE,GUATEMALA,GUATEMALA,3
349100,CALLE,CALLEDE LAGUAYABA,DE LA,GUAYABA,GUAYABA,11
349200,CALLE,CALLEDELGUAYABAL,DEL,GUAYABAL,GUAYABAL,16
349300,CALLE,CALLEDEGUECHO,DE,GUECHO,GUECHO,9
349400,CALLE,CALLEDEGUERNICA,DE,GUERNICA,GUERNICA,9
349500,CALLE,CALLEDEGUERRERO Y MENDOZA,DE,GUERRERO Y MENDOZA,GUERRERO Y MENDOZA,5
349700,CALLE,CALLEDEGUETARIA,DE,GUETARIA,GUETARIA,12
350000,PLAZA,PLAZADEGUILHOU,DE,GUILHOU,GUILHOU,6
350100,CALLE,CALLEDEGUILLEN DE CASTRO,DE,GUILLEN DE CASTRO,GUILLÉN DE CASTRO,15
350200,CALLE,CALLEDEGUILLERMO DE OSMA,DE,GUILLERMO DE OSMA,GUILLERMO DE OSMA,2
350400,CALLE,CALLEDEGUILLERMO PINGARRON,DE,GUILLERMO PINGARRON,GUILLERMO PINGARRÓN,13
350600,CALLE,CALLEDEGUILLERMO ROLLAND,DE,GUILLERMO ROLLAND,GUILLERMO ROLLAND,1
48900,CALLE,CALLEDEGUILLERMO ROVIROSA,DE,GUILLERMO ROVIROSA,GUILLERMO ROVIROSA,15
31000453,AVENIDA,AVENIDADE LAGUINDALERA,DE LA,GUINDALERA,GUINDALERA,4
350800,CALLE,CALLEDE LOSGUINDOS,DE LOS,GUINDOS,GUINDOS,6
351000,CALLE,CALLEDEGUIPUZCOA,DE,GUIPUZCOA,GUIPÚZCOA,6
351100,CALLE,CALLEDEGUISANDO,DE,GUISANDO,GUISANDO,9
351300,CALLE,CALLEDEGUISONA,DE,GUISONA,GUISONA,16
237400,CALLE,CALLEDE LAGUITARRA,DE LA,GUITARRA,GUITARRA,11
351400,CALLE,CALLEDEGUMERSINDA ROSILLO,DE,GUMERSINDA ROSILLO,GUMERSINDA ROSILLO,12
351500,CALLE,CALLEDEGUMERSINDO AZCARATE,DE,GUMERSINDO AZCARATE,GUMERSINDO AZCÁRATE,12
351600,AVENIDA,AVENIDADEGUMERSINDO LLORENTE,DE,GUMERSINDO LLORENTE,GUMERSINDO LLORENTE,20
351800,CALLE,CALLEDEGUNDEMARO,DE,GUNDEMARO,GUNDEMARO,11
352000,CALLE,CALLEDEGURTUBAY,DE,GURTUBAY,GURTUBAY,4
352100,CALLE,CALLEDEGUSTAVO FERNANDEZ BALBUENA,DE,GUSTAVO FERNANDEZ BALBUENA,GUSTAVO FERNÁNDEZ BALBUENA,5
352100,CALLE,CALLEDEGUSTAVO FERNANDEZ BALBUENA,DE,GUSTAVO FERNANDEZ BALBUENA,GUSTAVO FERNÁNDEZ BALBUENA,5
31001897,CALLE,CALLEDEGUSTAVO PEREZ PUIG,DE,GUSTAVO PEREZ PUIG,GUSTAVO PÉREZ PUIG,16
31001897,CALLE,CALLEDEGUSTAVO PEREZ PUIG,DE,GUSTAVO PEREZ PUIG,GUSTAVO PÉREZ PUIG,21
352200,CALLE,CALLEDEGUTENBERG,DE,GUTENBERG,GUTENBERG,3
352200,CALLE,CALLEDEGUTENBERG,DE,GUTENBERG,GUTENBERG,3
352300,CALLE,CALLEDEGUTIERRE DE CETINA,DE,GUTIERRE DE CETINA,GUTIERRE DE CETINA,15
352400,CALLE,CALLEDEGUTIERREZ CANALES,DE,GUTIERREZ CANALES,GUTIÉRREZ CANALES,20
352500,CALLE,CALLEDEGUTIERREZ SAÑUDO,DE,GUTIERREZ SAÑUDO,GUTIÉRREZ SAÑUDO,13
352600,CALLE,CALLEDEGUTIERREZ SOLANA,DE,GUTIERREZ SOLANA,GUTIÉRREZ SOLANA,5
791100,CALLE,CALLEDEGUTIERREZ Y MICHEL,DE,GUTIERREZ Y MICHEL,GUTIÉRREZ Y MICHEL,18
352700,CALLE,CALLEDEGUZMAN EL BUENO,DE,GUZMAN EL BUENO,GUZMÁN EL BUENO,7
352700,CALLE,CALLEDEGUZMAN EL BUENO,DE,GUZMAN EL BUENO,GUZMÁN EL BUENO,7
352800,GLORIETA,GLORIETADEGUZMAN EL BUENO,DE,GUZMAN EL BUENO,GUZMÁN EL BUENO,7
352800,GLORIETA,GLORIETADEGUZMAN EL BUENO,DE,GUZMAN EL BUENO,GUZMÁN EL BUENO,7
541700,CALLE,CALLEDE LAGUZMANIA,DE LA,GUZMANIA,GUZMANIA,6
353300,CALLE,CALLEDELHACHERO,DEL,HACHERO,HACHERO,13
353400,CALLE,CALLEDE LAHACIENDA,DE LA,HACIENDA,HACIENDA,11
353500,CALLE,CALLEDE LAHACIENDA DE PAVONES,DE LA,HACIENDA DE PAVONES,HACIENDA DE PAVONES,14
353500,CALLE,CALLEDE LAHACIENDA DE PAVONES,DE LA,HACIENDA DE PAVONES,HACIENDA DE PAVONES,14
353500,CALLE,CALLEDE LAHACIENDA DE PAVONES,DE LA,HACIENDA DE PAVONES,HACIENDA DE PAVONES,14
353500,CALLE,CALLEDE LAHACIENDA DE PAVONES,DE LA,HACIENDA DE PAVONES,HACIENDA DE PAVONES,14
2425,CALLE,CALLEDEHAENDEL,DE,HAENDEL,HAENDEL,16
2425,CALLE,CALLEDEHAENDEL,DE,HAENDEL,HAENDEL,16
2270,CALLE,CALLEDEHAITI,DE,HAITI,HAITÍ,16
353600,CALLE,CALLEDELHALCON,DEL,HALCON,HALCÓN,11
31000305,CALLE,CALLEDELHALCONERO DEL REY,DEL,HALCONERO DEL REY,HALCONERO DEL REY,11
1107,GLORIETA,GLORIETADEHAMBURGO,DE,HAMBURGO,HAMBURGO,21
353800,CALLE,CALLEDEHARO,DE,HARO,HARO,16
353900,CALLE,CALLEDEHARTZENBUSCH,DE,HARTZENBUSCH,HARTZENBUSCH,7
1708,CALLE,CALLEDELHAYA,DEL,HAYA,HAYA,11
723,CALLE,CALLEDELHELECHO,DEL,HELECHO,HELECHO,5
354350,CALLE,CALLEDEHELENA DE TROYA,DE,HELENA DE TROYA,HELENA DE TROYA,19
354350,CALLE,CALLEDEHELENA DE TROYA,DE,HELENA DE TROYA,HELENA DE TROYA,19
354500,CALLE,CALLEDELHELIOFILO,DEL,HELIOFILO,HELIÓFILO,17
354600,CALLE,CALLEDELHELIOTROPO,DEL,HELIOTROPO,HELIOTROPO,6
354700,AVENIDA,AVENIDADEHELLIN,DE,HELLIN,HELLÍN,20
354700,AVENIDA,AVENIDADEHELLIN,DE,HELLIN,HELLÍN,20
2450,CALLE,CALLEDEHELSINKI,DE,HELSINKI,HELSINKI,20
354800,CALLE,CALLEDELHENARES,DEL,HENARES,HENARES,5
985,CALLE,CALLEDELHENO,DEL,HENO,HENO,12
354900,CALLE,CALLEDEHENRI DUNANT,DE,HENRI DUNANT,HENRI DUNANT,5
355100,CALLE,CALLEDE LOSHERBOLARIOS,DE LOS,HERBOLARIOS,HERBOLARIOS,20
