COD_VIA,VIA_CLASE,URI,VIA_PAR,VIA_NOMBRE,VIA_NOMBRE_ACENTOS,DISTRITO
201400,AVENIDA,AVENIDADELCOMANDANTE FRANCO,DEL,COMANDANTE FRANCO,COMANDANTE FRANCO,5
201500,PLAZA,PLAZADELCOMANDANTE LAS MORENAS,DEL,COMANDANTE LAS MORENAS,COMANDANTE LAS MORENAS,1
201500,PLAZA,PLAZADELCOMANDANTE LAS MORENAS,DEL,COMANDANTE LAS MORENAS,COMANDANTE LAS MORENAS,1
201800,PLAZA,PLAZADE LASCOMENDADORAS,DE LAS,COMENDADORAS,COMENDADORAS,1
201875,CALLE,CALLECOMERCIAL,,COMERCIAL,COMERCIAL,13
201900,CALLE,CALLEDELCOMERCIO,DEL,COMERCIO,COMERCIO,2
201900,CALLE,CALLEDELCOMERCIO,DEL,COMERCIO,COMERCIO,3
202100,CALLE,CALLEDELCOMETA,DEL,COMETA,COMETA,21
202200,AVENIDA,AVENIDACOMPLUTENSE,,COMPLUTENSE,COMPLUTENSE,9
576500,CALLE,CALLEDE LOSCOMUNEROS DE CASTILLA,DE LOS,COMUNEROS DE CASTILLA,COMUNEROS DE CASTILLA,11
31001245,RONDA,RONDADE LACOMUNICACION,DE LA,COMUNICACION,COMUNICACIÓN,8
2916,AVENIDA,AVENIDADE LASCOMUNIDADES,DE LAS,COMUNIDADES,COMUNIDADES,19
705,CALLE,CALLEDELCONCEJAL BENITO MARTIN LOZANO,DEL,CONCEJAL BENITO MARTIN LOZANO,CONCEJAL BENITO MARTÍN LOZANO,2
2385,CALLE,CALLEDELCONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,DEL,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN,10
2385,CALLE,CALLEDELCONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,DEL,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN,10
31001632,CALLE,CALLEDELCONCEJAL GINES MELENDEZ,DEL,CONCEJAL GINES MELENDEZ,CONCEJAL GINÉS MELÉNDEZ,20
202300,CALLE,CALLEDELCONCEJAL JULIO GOMEZ,DEL,CONCEJAL JULIO GOMEZ,CONCEJAL JULIO GÓMEZ,15
31001770,CALLE,CALLEDELCONCEJAL VICTORINO GRANIZO,DEL,CONCEJAL VICTORINO GRANIZO,CONCEJAL VICTORINO GRANIZO,19
202400,CALLE,CALLEDE LOSCONCEJALES,DE LOS,CONCEJALES,CONCEJALES,8
905546,CAMINO,CAMINODELCONCEJO,DEL,CONCEJO,CONCEJO,8
1913,CALLE,CALLEDECONCEJO DE TEVERGA,DE,CONCEJO DE TEVERGA,CONCEJO DE TEVERGA,13
202600,CALLE,CALLEDE LACONCEPCION,DE LA,CONCEPCION,CONCEPCIÓN,13
202800,CALLE,CALLEDECONCEPCION ARENAL,DE,CONCEPCION ARENAL,CONCEPCIÓN ARENAL,1
202900,CALLE,CALLEDECONCEPCION AVILA,DE,CONCEPCION AVILA,CONCEPCIÓN ÁVILA,10
203000,CALLE,CALLEDECONCEPCION BAHAMONDE,DE,CONCEPCION BAHAMONDE,CONCEPCIÓN BAHAMONDE,4
203600,CALLE,CALLEDECONCEPCION DE LA OLIVA,DE,CONCEPCION DE LA OLIVA,CONCEPCIÓN DE LA OLIVA,17
203100,CALLE,CALLEDE LACONCEPCION JERONIMA,DE LA,CONCEPCION JERONIMA,CONCEPCIÓN JERÓNIMA,1
203100,CALLE,CALLEDE LACONCEPCION JERONIMA,DE LA,CONCEPCION JERONIMA,CONCEPCIÓN JERÓNIMA,1
203700,AVENIDA,AVENIDADECONCHA ESPINA,DE,CONCHA ESPINA,CONCHA ESPINA,5
203700,AVENIDA,AVENIDADECONCHA ESPINA,DE,CONCHA ESPINA,CONCHA ESPINA,5
203800,CALLE,CALLEDE LASCONCHAS,DE LAS,CONCHAS,CONCHAS,1
31001776,CALLE,CALLEDECONCHITA MONTENEGRO,DE,CONCHITA MONTENEGRO,CONCHITA MONTENEGRO,19
31001776,CALLE,CALLEDECONCHITA MONTENEGRO,DE,CONCHITA MONTENEGRO,CONCHITA MONTENEGRO,19
2674,CALLE,CALLEDECONCHITA MONTES,DE,CONCHITA MONTES,CONCHITA MONTES,16
31000393,CALLE,CALLEDELCONCIERTO,DEL,CONCIERTO,CONCIERTO,10
1009,CALLE,CALLEDE LACONCILIACION,DE LA,CONCILIACION,CONCILIACIÓN,17
204100,CALLE,CALLEDE LACONCORDIA,DE LA,CONCORDIA,CONCORDIA,13
204150,CALLE,CALLEDELCONDADO DE TREVIÑO,DEL,CONDADO DE TREVIÑO,CONDADO DE TREVIÑO,15
204200,CALLE,CALLEDELCONDE,DEL,CONDE,CONDE,1
204800,PLAZA,PLAZADELCONDE BENAVENTE,DEL,CONDE BENAVENTE,CONDE BENAVENTE,11
204400,CALLE,CALLEDELCONDE DE ARANDA,DEL,CONDE DE ARANDA,CONDE DE ARANDA,4
204500,PLAZA,PLAZADELCONDE DE BARAJAS,DEL,CONDE DE BARAJAS,CONDE DE BARAJAS,1
204600,CALLE,CALLEDELCONDE DE BELCHITE,DEL,CONDE DE BELCHITE,CONDE DE BELCHITE,15
204900,CALLE,CALLEDELCONDE DE CARTAGENA,DEL,CONDE DE CARTAGENA,CONDE DE CARTAGENA,3
205000,PLAZA,PLAZADELCONDE DE CASAL,DEL,CONDE DE CASAL,CONDE DE CASAL,3
205000,PLAZA,PLAZADELCONDE DE CASAL,DEL,CONDE DE CASAL,CONDE DE CASAL,3
205000,PLAZA,PLAZADELCONDE DE CASAL,DEL,CONDE DE CASAL,CONDE DE CASAL,3
205000,PLAZA,PLAZADELCONDE DE CASAL,DEL,CONDE DE CASAL,CONDE DE CASAL,3
905273,PLAZA,PLAZADELCONDE DE COVATILLAS,DEL,CONDE DE COVATILLAS,CONDE DE COVATILLAS,14
205400,CALLE,CALLEDELCONDE DE ELDA,DEL,CONDE DE ELDA,CONDE DE ELDA,4
205500,CALLE,CALLEDELCONDE DE ELETA,DEL,CONDE DE ELETA,CONDE DE ELETA,11
205600,PLAZA,PLAZADELCONDE DE ELETA,DEL,CONDE DE ELETA,CONDE DE ELETA,11
205100,CALLE,CALLEDELCONDE DE LA CIMERA,DEL,CONDE DE LA CIMERA,CONDE DE LA CIMERA,9
206300,CALLE,CALLEDELCONDE DE LAS POSADAS,DEL,CONDE DE LAS POSADAS,CONDE DE LAS POSADAS,16
205800,CALLE,CALLEDELCONDE DE LEMOS,DEL,CONDE DE LEMOS,CONDE DE LEMOS,1
205900,CALLE,CALLEDELCONDE DE MIRANDA,DEL,CONDE DE MIRANDA,CONDE DE MIRANDA,1
206000,PLAZA,PLAZADELCONDE DE MIRANDA,DEL,CONDE DE MIRANDA,CONDE DE MIRANDA,1
31000183,CALLE,CALLEDELCONDE DE MORPHY,DEL,CONDE DE MORPHY,CONDE DE MORPHY,11
206100,CALLE,CALLEDELCONDE DE PEÑALVER,DEL,CONDE DE PEÑALVER,CONDE DE PEÑALVER,4
206100,CALLE,CALLEDELCONDE DE PEÑALVER,DEL,CONDE DE PEÑALVER,CONDE DE PEÑALVER,4
206500,CALLE,CALLEDELCONDE DE ROMANONES,DEL,CONDE DE ROMANONES,CONDE DE ROMANONES,1
206700,PLAZA,PLAZADELCONDE DE TORENO,DEL,CONDE DE TORENO,CONDE DE TORENO,1
206800,CALLE,CALLEDELCONDE DE TORRALBA,DEL,CONDE DE TORRALBA,CONDE DE TORRALBA,5
207000,CALLE,CALLEDELCONDE DE VALLELLANO,DEL,CONDE DE VALLELLANO,CONDE DE VALLELLANO,6
207100,CALLE,CALLEDELCONDE DE VILCHES,DEL,CONDE DE VILCHES,CONDE DE VILCHES,4
207200,CALLE,CALLEDELCONDE DE VISTAHERMOSA,DEL,CONDE DE VISTAHERMOSA,CONDE DE VISTAHERMOSA,11
207300,CALLE,CALLEDELCONDE DE XIQUENA,DEL,CONDE DE XIQUENA,CONDE DE XIQUENA,1
206600,CALLE,CALLEDELCONDE DEL SERRALLO,DEL,CONDE DEL SERRALLO,CONDE DEL SERRALLO,6
206600,CALLE,CALLEDELCONDE DEL SERRALLO,DEL,CONDE DEL SERRALLO,CONDE DEL SERRALLO,8
206900,PLAZA,PLAZADELCONDE DEL VALLE DE SUCHIL,DEL,CONDE DEL VALLE DE SUCHIL,CONDE DEL VALLE DE SÚCHIL,7
205200,CALLE,CALLEDELCONDE DUQUE,DEL,CONDE DUQUE,CONDE DUQUE,1
206400,CALLE,CALLEDELCONDE RODRIGUEZ SAN PEDRO,DEL,CONDE RODRIGUEZ SAN PEDRO,CONDE RODRÍGUEZ SAN PEDRO,13
206400,CALLE,CALLEDELCONDE RODRIGUEZ SAN PEDRO,DEL,CONDE RODRIGUEZ SAN PEDRO,CONDE RODRÍGUEZ SAN PEDRO,13
207400,CALLE,CALLEDE LOSCONDES DE BARCELONA,DE LOS,CONDES DE BARCELONA,CONDES DE BARCELONA,11
207500,CALLE,CALLEDE LOSCONDES DE TORREANAZ,DE LOS,CONDES DE TORREANAZ,CONDES DE TORREANAZ,4
207600,CALLE,CALLEDE LOSCONDES DEL VAL,DE LOS,CONDES DEL VAL,CONDES DEL VAL,5
207800,PLAZA,PLAZADE LACONDESA DE GAVIA,DE LA,CONDESA DE GAVIA,CONDESA DE GAVIA,6
2353,CALLE,CALLEDE LACONDESA DE SANTAMARCA,DE LA,CONDESA DE SANTAMARCA,CONDESA DE SANTAMARCA,5
208100,CALLE,CALLEDE LACONDESA DE TEBA,DE LA,CONDESA DE TEBA,CONDESA DE TEBA,11
208300,CALLE,CALLEDE LACONDESA DE VENADITO,DE LA,CONDESA DE VENADITO,CONDESA DE VENADITO,15
31000157,CALLE,CALLEDE LACONDESA TRIFALDI,DE LA,CONDESA TRIFALDI,CONDESA TRIFALDI,8
31000157,CALLE,CALLEDE LACONDESA TRIFALDI,DE LA,CONDESA TRIFALDI,CONDESA TRIFALDI,8
208200,CALLE,CALLEDE LACONDESA VEGA DEL POZO,DE LA,CONDESA VEGA DEL POZO,CONDESA VEGA DEL POZO,19
208500,CALLE,CALLEDELCONDOR,DEL,CONDOR,CÓNDOR,11
1010,CALLE,CALLEDE LACONFORMIDAD,DE LA,CONFORMIDAD,CONFORMIDAD,17
31000294,CALLE,CALLEDECONFUCIO,DE,CONFUCIO,CONFUCIO,8
208600,CALLE,CALLEDELCONGOSTO,DEL,CONGOSTO,CONGOSTO,18
2656,CAMINO,CAMINODELCONGOSTO,DEL,CONGOSTO,CONGOSTO,18
1031,CALLE,CALLEDE LASCONIFERAS,DE LAS,CONIFERAS,CONÍFERAS,12
31000572,CALLE,CALLEDECONIL,DE,CONIL,CONIL,9
31001639,AVENIDA,AVENIDADELCONOCIMIENTO,DEL,CONOCIMIENTO,CONOCIMIENTO,13
208650,CALLE,CALLEDECONRADO DEL CAMPO,DE,CONRADO DEL CAMPO,CONRADO DEL CAMPO,20
1110,AVENIDA,AVENIDADELCONSEJO DE EUROPA,DEL,CONSEJO DE EUROPA,CONSEJO DE EUROPA,21
1005,CALLE,CALLEDELCONSENSO,DEL,CONSENSO,CONSENSO,17
208700,CALLE,CALLEDE LOSCONSERVEROS,DE LOS,CONSERVEROS,CONSERVEROS,20
208800,CALLE,CALLEDE LACONSTANCIA,DE LA,CONSTANCIA,CONSTANCIA,5
208900,CALLE,CALLEDE LACONSTELACION,DE LA,CONSTELACION,CONSTELACIÓN,21
2638,PLAZA,PLAZADE LACONSTITUCION,DE LA,CONSTITUCION,CONSTITUCIÓN,8
209100,CALLE,CALLEDECONSUEGRA,DE,CONSUEGRA,CONSUEGRA,5
209450,CALLE,CALLEDECONSUELO GUZMAN,DE,CONSUELO GUZMAN,CONSUELO GUZMÁN,11
355500,CALLE,CALLEDECONSUELO RUBIO,DE,CONSUELO RUBIO,CONSUELO RUBIO,20
209700,CALLE,CALLEDELCONTINENTE,DEL,CONTINENTE,CONTINENTE,9
31000347,CALLE,CALLEDE LOSCONTRABAJOS,DE LOS,CONTRABAJOS,CONTRABAJOS,10
209800,CALLE,CALLEDELCONVENIO,DEL,CONVENIO,CONVENIO,13
31000158,CALLE,CALLEDELCONVENTIN DE VALDEDIOS,DEL,CONVENTIN DE VALDEDIOS,CONVENTÍN DE VALDEDIÓS,8
209650,PLAZA,PLAZADE LACONVIVENCIA,DE LA,CONVIVENCIA,CONVIVENCIA,18
329900,CALLE,CALLEDE LACOOPERACION,DE LA,COOPERACION,COOPERACIÓN,11
793500,CALLE,CALLEDE LACOOPERATIVA ELECTRICA,DE LA,COOPERATIVA ELECTRICA,COOPERATIVA ELÉCTRICA,13
605650,RONDA,RONDADE LASCOOPERATIVAS,DE LAS,COOPERATIVAS,COOPERATIVAS,12
31001970,PLAZA,PLAZADE LOSCOOPERATIVISTAS,DE LOS,COOPERATIVISTAS,COOPERATIVISTAS,19
31001970,PLAZA,PLAZADE LOSCOOPERATIVISTAS,DE LOS,COOPERATIVISTAS,COOPERATIVISTAS,19
2482,CALLE,CALLEDECOPERNICO,DE,COPERNICO,COPÉRNICO,19
210050,CALLE,CALLEDE LOSCORACEROS,DE LOS,CORACEROS,CORACEROS,10
210200,CALLE,CALLEDELCORAZON DE MARIA,DEL,CORAZON DE MARIA,CORAZÓN DE MARÍA,5
210300,CALLE,CALLEDE LACORBETA,DE LA,CORBETA,CORBETA,21
210325,PLAZA,PLAZADECORCUBION,DE,CORCUBION,CORCUBIÓN,8
2479,CALLE,CALLEDECORDEL DE PAVONES,DE,CORDEL DE PAVONES,CORDEL DE PAVONES,19
210400,CALLE,CALLEDE LACORDILLERA,DE LA,CORDILLERA,CORDILLERA,9
210500,CALLE,CALLEDE LACORDILLERA DE CUERA,DE LA,CORDILLERA DE CUERA,CORDILLERA DE CUERA,13
210800,AVENIDA,AVENIDADECORDOBA,DE,CORDOBA,CÓRDOBA,12
210800,AVENIDA,AVENIDADECORDOBA,DE,CORDOBA,CÓRDOBA,12
210800,AVENIDA,AVENIDADECORDOBA,DE,CORDOBA,CÓRDOBA,12
210900,CALLE,CALLEDE LOSCORDOBANES,DE LOS,CORDOBANES,CÓRDOBANES,20
211000,CALLE,CALLEDELCORDON,DEL,CORDON,CORDÓN,1
211100,PLAZA,PLAZADELCORDON,DEL,CORDON,CORDÓN,1
211150,CALLE,CALLEDECORDOVIN,DE,CORDOVIN,CORDOVÍN,19
211200,CALLE,CALLEDECORELLA,DE,CORELLA,CORELLA,12
211400,CALLE,CALLEDECORIA,DE,CORIA,CORIA,10
2723,CALLE,CALLEDELCORINDON,DEL,CORINDON,CORINDÓN,12
211500,CALLE,CALLEDELCORMORAN,DEL,CORMORAN,CORMORÁN,15
31000322,CALLE,CALLEDE LACORNADA DE NAVARRA,DE LA,CORNADA DE NAVARRA,CORNADA DE NAVARRA,11
31000318,CALLE,CALLEDE LACORONA,DE LA,CORONA,CORONA,11
1874,CALLE,CALLEDE LACORONA AUSTRAL,DE LA,CORONA AUSTRAL,CORONA AUSTRAL,9
211600,PLAZA,PLAZADE LACORONA BOREAL,DE LA,CORONA BOREAL,CORONA BOREAL,9
211700,CALLE,CALLEDELCORONEL BLANCO,DEL,CORONEL BLANCO,CORONEL BLANCO,4
211900,CALLE,CALLEDELCORONEL VALENZUELA,DEL,CORONEL VALENZUELA,CORONEL VALENZUELA,11
906095,CALLE,CALLEDE LACORONILA,DE LA,CORONILA,CORONILA,10
212000,CALLE,CALLEDECOROZAL,DE,COROZAL,COROZAL,16
338200,PLAZA,PLAZADECORPUS BARGA,DE,CORPUS BARGA,CORPUS BARGA,13
31000624,CALLE,CALLEDECORRAL DE ALMAGUER,DE,CORRAL DE ALMAGUER,CORRAL DE ALMAGUER,18
212100,CALLE,CALLEDELCORRAL DE CANTOS,DEL,CORRAL DE CANTOS,CORRAL DE CANTOS,13
905619,CAMINO,CAMINODELCORRAL DE LOS CHOTOS,DEL,CORRAL DE LOS CHOTOS,CORRAL DE LOS CHOTOS,8
212300,CALLE,CALLEDE LACORREDERA ALTA DE SAN PABLO,DE LA,CORREDERA ALTA DE SAN PABLO,CORREDERA ALTA DE SAN PABLO,1
212400,CALLE,CALLEDE LACORREDERA BAJA DE SAN PABLO,DE LA,CORREDERA BAJA DE SAN PABLO,CORREDERA BAJA DE SAN PABLO,1
212500,PLAZA,PLAZADELCORREGIDOR ALONSO DE AGUILAR,DEL,CORREGIDOR ALONSO DE AGUILAR,CORREGIDOR ALONSO DE AGUILAR,14
212500,PLAZA,PLAZADELCORREGIDOR ALONSO DE AGUILAR,DEL,CORREGIDOR ALONSO DE AGUILAR,CORREGIDOR ALONSO DE AGUILAR,14
212600,CALLE,CALLEDELCORREGIDOR ALONSO DE TOBAR,DEL,CORREGIDOR ALONSO DE TOBAR,CORREGIDOR ALONSO DE TOBAR,14
905313,PLAZA,PLAZADELCORREGIDOR ALONSO DE TOBAR,DEL,CORREGIDOR ALONSO DE TOBAR,CORREGIDOR ALONSO DE TOBAR,14
905313,PLAZA,PLAZADELCORREGIDOR ALONSO DE TOBAR,DEL,CORREGIDOR ALONSO DE TOBAR,CORREGIDOR ALONSO DE TOBAR,14
212800,PLAZA,PLAZADELCORREGIDOR CONDE DE MACEDA Y TABOADA,DEL,CORREGIDOR CONDE DE MACEDA Y TABOADA,CORREGIDOR CONDE DE MACEDA Y TABOADA,14
212800,PLAZA,PLAZADELCORREGIDOR CONDE DE MACEDA Y TABOADA,DEL,CORREGIDOR CONDE DE MACEDA Y TABOADA,CORREGIDOR CONDE DE MACEDA Y TABOADA,14
213200,CALLE,CALLEDELCORREGIDOR DIEGO CABEZA DE VACA,DEL,CORREGIDOR DIEGO CABEZA DE VACA,CORREGIDOR DIEGO CABEZA DE VACA,14
213300,CALLE,CALLEDELCORREGIDOR DIEGO DE VALDERRABANO,DEL,CORREGIDOR DIEGO DE VALDERRABANO,CORREGIDOR DIEGO DE VALDERRÁBANO,14
213300,CALLE,CALLEDELCORREGIDOR DIEGO DE VALDERRABANO,DEL,CORREGIDOR DIEGO DE VALDERRABANO,CORREGIDOR DIEGO DE VALDERRÁBANO,14
213600,CALLE,CALLEDELCORREGIDOR JOSE DE PASAMONTE,DEL,CORREGIDOR JOSE DE PASAMONTE,CORREGIDOR JOSÉ DE PASAMONTE,14
213700,CALLE,CALLEDELCORREGIDOR JUAN DE BOBADILLA,DEL,CORREGIDOR JUAN DE BOBADILLA,CORREGIDOR JUAN DE BOBADILLA,14
213800,CALLE,CALLEDELCORREGIDOR JUAN FRANCISCO DE LUJAN,DEL,CORREGIDOR JUAN FRANCISCO DE LUJAN,CORREGIDOR JUAN FRANCISCO DE LUJÁN,14
213900,PLAZA,PLAZADELCORREGIDOR LICENCIADO ANTONIO DE MENA,DEL,CORREGIDOR LICENCIADO ANTONIO DE MENA,CORREGIDOR LICENCIADO ANTONIO DE MENA,14
213900,PLAZA,PLAZADELCORREGIDOR LICENCIADO ANTONIO DE MENA,DEL,CORREGIDOR LICENCIADO ANTONIO DE MENA,CORREGIDOR LICENCIADO ANTONIO DE MENA,14
214800,CALLE,CALLEDELCORREGIDOR MENDO DE ZUÑIGA,DEL,CORREGIDOR MENDO DE ZUÑIGA,CORREGIDOR MENDO DE ZÚÑIGA,14
215300,CALLE,CALLEDELCORREGIDOR RODRIGO RODRIGUEZ,DEL,CORREGIDOR RODRIGO RODRIGUEZ,CORREGIDOR RODRIGO RODRÍGUEZ,14
215400,PLAZA,PLAZADELCORREGIDOR SANCHO DE CORDOBA,DEL,CORREGIDOR SANCHO DE CORDOBA,CORREGIDOR SANCHO DE CÓRDOBA,14
215400,PLAZA,PLAZADELCORREGIDOR SANCHO DE CORDOBA,DEL,CORREGIDOR SANCHO DE CORDOBA,CORREGIDOR SANCHO DE CÓRDOBA,14
215600,CALLE,CALLEDELCORREGIDOR SEÑOR DE LA ELIPA,DEL,CORREGIDOR SEÑOR DE LA ELIPA,CORREGIDOR SEÑOR DE LA ELIPA,14
215800,CALLE,CALLEDELCORREO,DEL,CORREO,CORREO,1
216100,PLAZA,PLAZADE LASCORTES,DE LAS,CORTES,CORTES,1
31001802,CALLE,CALLEDELCORTIJILLO,DEL,CORTIJILLO,CORTIJILLO,19
216200,CALLE,CALLEDELCORTIJO,DEL,CORTIJO,CORTIJO,17
2555,CALLE,CALLEDECORUMBA,DE,CORUMBA,CORUMBA,20
216500,CALLE,CALLEDECOSLADA,DE,COSLADA,COSLADA,4
906255,CAMINO,CAMINODECOSLADA,DE,COSLADA,COSLADA,20
906255,CAMINO,CAMINODECOSLADA,DE,COSLADA,COSLADA,20
216800,CALLE,CALLEDELCOSMOS,DEL,COSMOS,COSMOS,6
2614,CALLE,CALLEDE LACOSTA AZUL,DE LA,COSTA AZUL,COSTA AZUL,14
2618,CALLE,CALLEDE LACOSTA BLANCA,DE LA,COSTA BLANCA,COSTA BLANCA,14
216900,CALLE,CALLEDE LACOSTA BRAVA,DE LA,COSTA BRAVA,COSTA BRAVA,8
217100,CALLE,CALLEDE LACOSTA DEL SOL,DE LA,COSTA DEL SOL,COSTA DEL SOL,16
217000,CALLE,CALLEDECOSTA RICA,DE,COSTA RICA,COSTA RICA,5
217000,CALLE,CALLEDECOSTA RICA,DE,COSTA RICA,COSTA RICA,5
2116,PLAZA,PLAZADECOSTA RICA,DE,COSTA RICA,COSTA RICA,3
2528,CALLE,CALLEDE LACOSTA VERDE,DE LA,COSTA VERDE,COSTA VERDE,6
905570,CAMINO,CAMINODE LACOSTANILLA,DE LA,COSTANILLA,COSTANILLA,8
217200,CALLE,CALLEDECOSTILLARES,DE,COSTILLARES,COSTILLARES,16
217400,CALLE,CALLEDE LASCOSTURERAS,DE LAS,COSTURERAS,COSTURERAS,20
217600,CALLE,CALLEDECOTOS,DE,COTOS,COTOS,5
217700,CALLE,CALLEDE LASCOVACHUELAS,DE LAS,COVACHUELAS,COVACHUELAS,17
217850,CALLE,CALLEDECOVALEDA,DE,COVALEDA,COVALEDA,16
217900,CALLE,CALLEDECOVARRUBIAS,DE,COVARRUBIAS,COVARRUBIAS,7
905994,CALLE,CALLEDECOVATILLAS,DE,COVATILLAS,COVATILLAS,9
1958,CAMINO,CAMINODE LASCOVATILLAS,DE LAS,COVATILLAS,COVATILLAS,9
1958,CAMINO,CAMINODE LASCOVATILLAS,DE LAS,COVATILLAS,COVATILLAS,9
2464,CALLE,CALLEDECRACOVIA,DE,CRACOVIA,CRACOVIA,20
218000,CALLE,CALLEDECREVILLENTE,DE,CREVILLENTE,CREVILLENTE,5
218100,CALLE,CALLEDELCRISANTEMO,DEL,CRISANTEMO,CRISANTEMO,6
31003664,PLAZA,PLAZADECRISTINA ARCE Y ROCIO OÑA,DE,CRISTINA ARCE Y ROCIO OÑA,CRISTINA ARCE Y ROCIO OÑA,21
218500,PLAZA,PLAZADECRISTINO MARTOS,DE,CRISTINO MARTOS,CRISTINO MARTOS,1
218600,CALLE,CALLEDELCRISTO,DEL,CRISTO,CRISTO,1
905602,CAMINO,CAMINODELCRISTO ATADO,DEL,CRISTO ATADO,CRISTO ATADO,8
218800,CALLE,CALLEDELCRISTO DE LA FE,DEL,CRISTO DE LA FE,CRISTO DE LA FE,12
218900,CALLE,CALLEDELCRISTO DE LA GUIA,DEL,CRISTO DE LA GUIA,CRISTO DE LA GUÍA,19
219200,CALLE,CALLEDELCRISTO DE LA LUZ,DEL,CRISTO DE LA LUZ,CRISTO DE LA LUZ,12
219700,CALLE,CALLEDELCRISTO DE LA VEGA,DEL,CRISTO DE LA VEGA,CRISTO DE LA VEGA,12
1860,CALLE,CALLEDELCRISTO DE LA VERA CRUZ,DEL,CRISTO DE LA VERA CRUZ,CRISTO DE LA VERA CRUZ,8
219800,CALLE,CALLEDELCRISTO DE LA VICTORIA,DEL,CRISTO DE LA VICTORIA,CRISTO DE LA VICTORIA,12
219800,CALLE,CALLEDELCRISTO DE LA VICTORIA,DEL,CRISTO DE LA VICTORIA,CRISTO DE LA VICTORIA,12
219000,CALLE,CALLEDELCRISTO DE LEPANTO,DEL,CRISTO DE LEPANTO,CRISTO DE LEPANTO,12
219100,CALLE,CALLEDELCRISTO DE LIMPIAS,DEL,CRISTO DE LIMPIAS,CRISTO DE LIMPIAS,12
31000025,CALLE,CALLEDELCRISTO DE SERRADILLA,DEL,CRISTO DE SERRADILLA,CRISTO DE SERRADILLA,11
31000527,CALLE,CALLEDELCRISTO DEL CAMINO,DEL,CRISTO DEL CAMINO,CRISTO DEL CAMINO,2
219500,PLAZA,PLAZADELCRISTO REY,DEL,CRISTO REY,CRISTO REY,7
219500,PLAZA,PLAZADELCRISTO REY,DEL,CRISTO REY,CRISTO REY,7
219500,PLAZA,PLAZADELCRISTO REY,DEL,CRISTO REY,CRISTO REY,9
219900,CALLE,CALLEDECRISTOBAL AGUILERA,DE,CRISTOBAL AGUILERA,CRISTÓBAL AGUILERA,11
220000,CALLE,CALLEDECRISTOBAL BORDIU,DE,CRISTOBAL BORDIU,CRISTÓBAL BORDIÚ,7
31000332,CALLE,CALLEDELCROAT,DEL,CROAT,CROAT,11
220200,CALLE,CALLEDELCROMO,DEL,CROMO,CROMO,2
220300,CALLE,CALLEDECRONOS,DE,CRONOS,CRONOS,20
220400,PLAZA,PLAZADECRONOS,DE,CRONOS,CRONOS,20
16900,CALLE,CALLEDELCROTON,DEL,CROTON,CROTÓN,6
220700,CALLE,CALLEDELCRUCERO 25 DE MAYO,DEL,CRUCERO 25 DE MAYO,CRUCERO 25 DE MAYO,5
220800,CAMINO,CAMINODE LASCRUCES,DE LAS,CRUCES,CRUCES,11
905358,CAMINO,CAMINODE LASCRUCES DE VALDEHERNANDO,DE LAS,CRUCES DE VALDEHERNANDO,CRUCES DE VALDEHERNANDO,18
221000,CALLE,CALLEDE LACRUZ,DE LA,CRUZ,CRUZ,1
221000,CALLE,CALLEDE LACRUZ,DE LA,CRUZ,CRUZ,1
221100,CAMINO,CAMINODE LACRUZ,DE LA,CRUZ,CRUZ,9
221500,CALLE,CALLEDE LACRUZ DE LA MISA,DE LA,CRUZ DE LA MISA,CRUZ DE LA MISA,19
452100,CALLE,CALLEDE LACRUZ DEL CARNERO,DE LA,CRUZ DEL CARNERO,CRUZ DEL CARNERO,19
221300,CAMINO,CAMINODE LACRUZ DEL CURA,DE LA,CRUZ DEL CURA,CRUZ DEL CURA,8
221700,CALLE,CALLEDE LACRUZ DEL SUR,DE LA,CRUZ DEL SUR,CRUZ DEL SUR,3
221400,PLAZA,PLAZADE LACRUZ LATINA,DE LA,CRUZ LATINA,CRUZ LATINA,16
221800,CALLE,CALLEDE LACRUZ VERDE,DE LA,CRUZ VERDE,CRUZ VERDE,1
221900,PLAZA,PLAZADE LACRUZ VERDE,DE LA,CRUZ VERDE,CRUZ VERDE,1
222100,CALLE,CALLEDE LACRUZADA,DE LA,CRUZADA,CRUZADA,1
222150,PLAZA,PLAZADECUACOS DE YUSTE,DE,CUACOS DE YUSTE,CUACOS DE YUSTE,10
2164,CALLE,CALLECUARENTA MERCAMADRID,,CUARENTA MERCAMADRID,CUARENTA MERCAMADRID,18
2176,CALLE,CALLECUARENTA Y CINCO MERCAMADRID,,CUARENTA Y CINCO MERCAMADRID,CUARENTA Y CINCO MERCAMADRID,18
2166,CALLE,CALLECUARENTA Y CUATRO MERCAMADRID,,CUARENTA Y CUATRO MERCAMADRID,CUARENTA Y CUATRO MERCAMADRID,18
2165,CALLE,CALLECUARENTA Y DOS MERCAMADRID,,CUARENTA Y DOS MERCAMADRID,CUARENTA Y DOS MERCAMADRID,18
