res_tra_registro_tipo,res_tra_razon_social,res_tra_nif,res_tra_direccion_tipo_vial,res_tra_direccion_via_nombre,res_tra_direccion_muni_desc,res_tra_direccion_cod_postal,res_tra_residuo_ler_desc
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SUMINISTROS RUFINO NAVARRO, S.L.",B80175813,CALLE,SOLANA,Torrejón de Ardoz,28850,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RAMIREZ MARTIN E HIJOS, S.L.",B80186281,CALLE,DEL CIDRO,Madrid,28044,CENIZAS VOLANTES QUE CONTIENEN SUSTANCIAS PELIGROSAS
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSRODAMA, S.L.",B80186869,AVDA,FUENLABRADA,Leganés,28912,RESIDUOS DE POLVO Y ARENILLA DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 03 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y EXC. DEL LLANO, S.L.",B80190473,CALLE,DOCTOR CORNAGO,Pozuelo de Alarcón,28223,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CORRALO, S.L.",B80193246,PLAZA,DE TIRSO DE MOLINA,Madrid,28012,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"GARRIC MEDICA, S.L.",B80196934,CALLE,DE LAS FUNDICIONES,Madrid,28052,RESIDUOS CUYA RECOGIDA Y ELIMINACIÓN ES OBJETO DE REQUISITOS ESPECIALES PARA PREVENIR INFECCIONES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PICADAS 2, S.L.",B80200371,PLZLA,DEL CUARTEL,Navas del Rey,28695,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"JARILLO E HIJOS, S.L.",B80206121,AVDA,LA CANTUEÑA,Fuenlabrada,28947,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES DERMO, S.L.",B80208135,CALLE,RIO GUADARRAMA,Cubas de la Sagra,28978,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BUPA-TRANS, S.L.",B80208176,CALLE,DE ANTONIO MACHADO,San Fernando de Henares,28830,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES HERMANOS MELONES RUIZ, S.L.",B80209141,CALLE,DE BRAVO MURILLO,Madrid,28020,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES JOSE SAMPEDRO E HIJOS, S.L",B80217664,CALLE,DE SANTA ADELA,Villa del Prado,28630,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TELESFORO RAMOS, S.L.",B80220965,CALLE,PUERTO DE PAJARES,Leganés,28919,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"LUDOGA, S.L.",B80222524,CALLE,FLOR DE LIS,Getafe,28903,OTROS RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BARROSO E HIJOS, S.L.",B80224165,CALLE,DEL RASILLO,Cobeña,28863,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES GOMEZ E HIJOS, S.L.",B80228075,CALLE,MILÁN,Alcalá de Henares,28805,CONSERVANTES DE LA MADERA NO ESPECIFICADOS EN OTRAS CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GUADALIX MUÑOZ, S.L.",B80260615,CALLE,"RIO GUADIANA, NAVE",Algete,28110,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRACCION Y LOGISTICA, S.L.",B80272362,CTRA,VILLAVERDE VALLECAS,Madrid,28053,RESIDUOS DE CORTEZA Y CORCHO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,TRANSHUMOSA SL,B80291669,CALLE,GENERALISIMO,"Santos de la Humosa, Los",28817,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PARABRISAS EXPRESS, S.L.",B80291768,CALLE,ARTESANOS,Boadilla del Monte,28660,VIDRIO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ALANSU, S.L.",B80299555,AVDA,DE LOS MONTES DE OCA,San Sebastián de los Reyes,28700,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"COVIRA, S.L.",B80304652,CALLE,GUZMAN EL BUENO,Santa María de la Alameda,28296,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HEREDEROS DE CONTRERAS, S.L.",B80320021,CALLE,FUENTE ROQUE,Sevilla la Nueva,28609,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMDIPA, S.L.",B80325566,CETRO,DE CARGA AEREA DE BARAJAS,Madrid,28044,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PICIES PORT, S.L.",B80329584,CALLE,JUAN DE LA CIERVA,Móstoles,28936,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES AGUI, S.L.",B80331416,CALLE,HIGUERAL,Fuenlabrada,28944,LODOS DEL TRATAMIENTO IN SITU DE EFLUENTES DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 06 05 02.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESMONTES Y ARIDOS, S.L.",B80348873,CALLE,REAL,Valdemoro,28340,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"JULIAN BLANCO GONZALEZ, S.L.",B80350200,CALLE,BUENOS AIRES,Torrelaguna,28180,MATERIALES INADECUADOS PARA EL CONSUMO O LA ELABORACIÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES J. RODRIGO E HIJOS, S.L.",B80379993,CALLE,DEL COTO DE DOÑANA,Pinto,28320,ESCORIAS DE LA PRODUCCIÓN PRIMARIA Y SECUNDARIA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,TRANSPORTES GOMEZ ESCUDERO,B80388754,CALLE,DE MANUEL ALEIXANDRE,Madrid,28045,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SANTAREM PARQUE, S.L.",B80397987,CALLE,PUERTO NAVACERRADA,Móstoles,28935,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES Y CONTRATAS CASTRO, S.L.",B80399280,CALLE,DEL BERROCAL,Moralzarzal,28411,MATERIALES DE AISLAMIENTO DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 17 06 01 Y 17 06 03.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ACCIONA SERVICIOS URBANOS, S.R.L.",B80399660,AVDA,DE EUROPA,Alcobendas,28108,RESIDUOS AGROQUÍMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FRONTAL H - 3, S.L.",B80403462,CALLE,COMUNIDAD DE MADRID,Horcajuelo de la Sierra,28191,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"METRAMAR, S.L.",B80405269,AVDA,DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA,Madrid,28037,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"AAB LIMPIEZAS MADRILEÑAS, S.L.",B80406960,CALLE,DE LOS REYES CATÓLICOS,Alcobendas,28108,OTROS ESTÉRILES QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y MATERIALES GARCIA E HIJOS, S.L.",B80417025,AVDA,DE MADRID,Lozoyuela-Navas-Sieteiglesias,28752,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES TORRES AGULLO, S.L.",B80417835,AVDA,ASTRONOMIA,San Fernando de Henares,28830,ENVASES MEZCLADOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,I+D CONTROL S.L,B80422389,CALLE,PASAJE T,"Rozas de Madrid, Las",28230,"RESIDUOS CUYA RECOGIDA Y ELIMINACIÓN NO ES OBJETO DE REQUISITOS ESPECIALES PARA PREVENIR INFECCIONES (POR EJEMPLO, VENDAJES, VACIADOS DE YESO, ROPA BLANCA, ROPA DESECHABLE, PAÑALES)."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DAN GORDO, S.L.",B80424948,CALLE,DE LONGARES,Madrid,28022,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RETEOPTICA, S.L.",B80426380,CALLE,DE LA SIERRA DE GUADARRAMA,San Fernando de Henares,28830,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ERJESA, S.L.",B80428659,AVDA,DEL GENERALÍSIMO,"Berrueco, El",28192,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SUMINISTROS PARA LA CONSTRUCCION EMILIO, S.L.",B80437064,AVDA,DEL ALCALDE ANTONIO CHAPADO,San Martín de la Vega,28330,ENVASES DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"J. DIAZ MATERIALES DE CONSTRUCCION, S.L.",B80457864,CALLE,BENJAMÍN,Villanueva del Pardillo,28229,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECICLAJE Y FRAGMENTACION , S.L.",B80470628,CALLE,DEL DUERO,Mejorada del Campo,28840,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VICTORIANO AGUADO, S.L.",B80484249,CALLE,DE ISAAC ALBÉNIZ,Alcobendas,28100,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CANOVAS TRUCKS, S.L.",B80495757,CALLE,DE SANTA SUSANA,Madrid,28033,ESTÉRILES QUE GENERAN ÁCIDO PROCEDENTES DE LA TRANSFORMACIÓN DE SULFUROS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y GRUAS SANTISTEBAN, S.L.",B80500374,CALLE,NEGRITAS,Valdemoro,28342,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"COSME HERREROS E HIJOS, S.L.",B80500473,CALLE,REAL,Paracuellos de Jarama,28860,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSPROFA, S.L.",B80516958,CALLE,DE SAHAGÚN,Alcorcón,28925,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES PAULINO E HIJOS, S.L.",B80518780,CALLE,CRUCES,Garganta de los Montes,28749,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MIGUEL CRUZ, S.L.",B80524374,CALLE,FUNDICIONES,Madrid,28052,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y MATERIALES DE CONSTRUCCION SUENA, S.L.",B80545445,CALLE,CERRAJEROS,Meco,28880,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),AMBAR PLUS SL,B80554512,CALLE,DEL INGENIERO TORRES QUEVEDO,Madrid,28022,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INTERNATIONAL COURIER SOLUTION, S.L.",B80556871,CALLE,DEL CONDE DE VILCHES,Madrid,28028,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES LEGANÉS, S.L.",B80578214,CALLE,RIOJA,Leganés,28915,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES HNOS. DE LA FUENTE E HIJOS, S.L.",B80595846,CALLE,DE LA VIÑA,Velilla de San Antonio,28891,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SAYALCAR, S.L.",B80600547,CALLE,SAN SEBASTIÁN,Ajalvir,28864,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MUFERFI, S.L.",B80610124,CALLE,NOBEL,Getafe,28906,METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,CLC COMPAÑIA DE LIMPIEZAS Y CONSERVACION SL,B80610850,CALLE,DE ANTONIO TOLEDANO,Madrid,28028,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUAS Y CONTENEDORES L. TORRES, S.L.",B80616584,CALLE,DEL REY,Aranjuez,28300,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES ISOTERMO FLORES, S.L.",B80619984,CALLE,DEL GLADIOLO,Humanes de Madrid,28970,PLÁSTICO Y CAUCHO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"J. RETAMAL, S.L.",B80631088,AVDA,BÉLGICA,Leganés,28916,ESTÉRILES QUE GENERAN ÁCIDO PROCEDENTES DE LA TRANSFORMACIÓN DE SULFUROS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GOCON, S.L.",B80648256,CALLE,SEVERO OCHOA,Villalbilla,28810,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLASER,S.L.",B80652944,CALLE,DEL CARDENAL CISNEROS,Madrid,28010,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MANTENIMIENTO APROVISIONAMIENTO Y TRANSPORTE DE MATERIALES, S.L.",B80653561,CALLE,DEL REAL,Fresnedillas de la Oliva,28214,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES Y VACIADOS DIEGO LOPEZ, S.L.",B80672231,CALLE,DE CRONOS,Madrid,28037,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES HENARES, S.L.",B80675960,CALLE,ESCOBEDOS,Alcalá de Henares,28807,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"APT INSTALACIONES, S.L.",B80677412,CALLE,DE SANTA MATILDE,Madrid,28039,VIDRIO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECUPERACIONES GAMARA, S.L",B80682438,CALLE,ALUMINIO,Arganda del Rey,28500,ACEITES HIDRÁULICOS QUE CONTIENEN PCB.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FLODI, S.L.",B80683451,CALLE,EMPLEO,Getafe,28906,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRACCION Y OBRAS, S.L.",B80689185,CALLE,DE SESEÑA,Madrid,28024,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HIJOS DE MANQUILLO, S.L.",B80698202,PLAZA,DE LA UNIÓN,San Martín de la Vega,28330,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ANTONIO PLAZA E HIJOS, S.L.",B80700776,CTRA,NAVALCARNERO A CADALSO,Villa del Prado,28630,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSINERTES, S.L.",B80707318,CALLE,MARTIN LUTHER KING,Alcorcón,28922,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CENTRO ESPECIALIZADO DE JARDINERIA APASCOVI, S.L.",B80713753,CLLJA,LAS LATAS,Colmenarejo,28270,RESIDUOS DE LA SILVICULTURA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TAHEGRE CONSTRUCCIONES, S.L.",B80715329,CALLE,CANTOS GORDOS,Cercedilla,28470,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES BROPASA, S.L.",B80720733,CALLE,DE SAN ANDRÉS,Rascafría,28740,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FAUSTINO MATEO E HIJOS, S.L.",B80727852,CALLE,PICATRES,Alcobendas,28100,LODOS DEL TRATAMIENTO IN SITU DE EFLUENTES DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 06 05 02.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BOSCOLUZ, S.L.U.",B80745763,CALLE,LIBREROS,Madrid,28004,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GOMEZ Y ANDRES, S.L.",B80759178,CALLE,DE PÉREZ GALDÓS,Madrid,28004,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PLANTA BAJA Y COLABORADORES, S.L.",B80761125,CALLE,Pº DE LA DIRECCION,Madrid,28039,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MILACAL, S.L.",B80765514,CALLE,FÉLIX RODRÍGUEZ DE LA FUENTE,Algete,28110,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GUADASU, S.L.",B80768955,CALLE,PUERTO CAÑADAS DEL TEIDE,Leganés,28919,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES J.J. PASCUAL, S.L.",B80774219,AVDA,DE LA CRUZ VERDE,Zarzalejo,28293,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANBECA, S.L.",B80778780,CALLE,DE LAS PEDROÑERAS,Madrid,28043,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y EXCAVACIONES BOLADO, S.L.",B80790009,CALLE,DE JOSÉ MARÍA USANDIZAGA,Alpedrete,28430,RESIDUOS DE CORTEZA Y MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRES Y AZULEJOS GALAPAGAR, S.L.",B80797293,CALLE,RAMONA,Galapagar,28260,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJE ECOLOGICO, S.L.",B80802424,CALLE,LIBERTAD,Torrejón de Ardoz,28850,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MOTOSTION, S.L.",B80804156,CALLE,DE MATILDE HERNÁNDEZ,Madrid,28019,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES MADRID, S.L.",B80820970,CTRA,DE PARLA-PINTO,Parla,28980,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LUCKY SPAIN GRAPHICS, S.L.",B80832330,CALLE,GAVIOTAS,Pinto,28320,PELÍCULAS Y PAPEL FOTOGRÁFICO QUE CONTIENEN PLATA O COMPUESTOS DE PLATA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES EN MINA Y URBANIZACIONES EMIUR, S.L.",B80839020,TRVA,DE LAS PALOMERAS,Madrid,28018,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ROAD MAQUINARIA, S.L.",B80841166,CALLE,DE MAYO,Madrid,28022,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FOYTEL, S.L.",B80854227,CALLE,DE LA SIERRA DE GUADARRAMA,San Fernando de Henares,28830,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CARTOPLAS, S.L.",B80860661,CALLE,ALUMINIO,Arganda del Rey,28500,MATERIALES INADECUADOS PARA EL CONSUMO O LA ELABORACIÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES SONSIL, S.L.",B80861222,CALLE,VALLE INCLÁN,Arganda del Rey,28500,RESIDUOS DE PLÁSTICOS (EXCEPTO EMBALAJES).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PALOMINO AUTODESGUACES, S.L.",B80864671,CALLE,DEL PLOMO,San Martín de la Vega,28320,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RADES DDD, S.L.",B80873227,CALLE,RAYO,Leganés,28918,RESIDUOS CUYA RECOGIDA Y ELIMINACIÓN ES OBJETO DE REQUISITOS ESPECIALES PARA PREVENIR INFECCIONES.
