municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Torrejón de Ardoz;2020/06/30 09:00:00;10;7,61;1126;857,08;1489
Piñuécar-Gandullas;2020/06/30 09:00:00;;0;;0;1147
Brea de Tajo;2020/06/30 09:00:00;;0;8;1526,72;0259
El Molar;2020/06/30 09:00:00;;0;40;447,53;0869
Belmonte de Tajo;2020/06/30 09:00:00;;0;;300,48;0199
Torres de la Alameda;2020/06/30 09:00:00;;12,86;89;1144,11;1548
Somosierra;2020/06/30 09:00:00;;0;;2325,58;1436
Alpedrete;2020/06/30 09:00:00;;6,86;151;1036,02;0105
Orusco de Tajuña;2020/06/30 09:00:00;;0;24;1929,26;1028
La Hiruela;2020/06/30 09:00:00;;0;;3508,77;0698
Cervera de Buitrago;2020/06/30 09:00:00;;0;;2000;0395
Getafe;2020/06/30 09:00:00;45;24,54;1617;881,8;0650
Ribatejada;2020/06/30 09:00:00;;0;;255,43;1224
Villaconejos;2020/06/30 09:00:00;;0;9;265,64;1701
Valdetorres de Jarama;2020/06/30 09:00:00;;0;18;400,27;1646
Madrid-Retiro;2020/06/29 09:00:00;35;29,33;1676;1404,66;079603
Madrid-Salamanca;2020/06/29 09:00:00;18;12,32;1770;1211,47;079604
Madrid-Centro;2020/06/29 09:00:00;24;17,8;1277;946,99;079601
Madrid-Arganzuela;2020/06/29 09:00:00;18;11,7;1758;1143,02;079602
Madrid-Chamartín;2020/06/29 09:00:00;11;7,54;1787;1225,24;079605
Madrid-Tetuán;2020/06/29 09:00:00;8;5,06;2224;1407,39;079606
Madrid-Chamberí;2020/06/29 09:00:00;22;15,78;1719;1233,33;079607
Madrid-Fuencarral-El Pardo;2020/06/29 09:00:00;29;11,79;3267;1328,38;079608
Madrid-Moncloa-Aravaca;2020/06/29 09:00:00;26;21,77;1554;1301,3;079609
Madrid-Latina;2020/06/29 09:00:00;58;24,35;3063;1285,8;079610
Madrid-Carabanchel;2020/06/29 09:00:00;41;16,2;2943;1162,79;079611
Madrid-Usera;2020/06/29 09:00:00;21;15,03;1495;1069,84;079612
Madrid-Puente de Vallecas;2020/06/29 09:00:00;59;25,12;3339;1421,72;079613
Madrid-San Blas - Canillejas;2020/06/29 09:00:00;15;9,49;1578;997,84;079620
Madrid-Barajas;2020/06/29 09:00:00;6;12,26;457;933,7;079621
Madrid-Moratalaz;2020/06/29 09:00:00;27;28,55;1509;1595,64;079614
Madrid-Ciudad Lineal;2020/06/29 09:00:00;40;18,49;2418;1117,97;079615
Madrid-Hortaleza;2020/06/29 09:00:00;12;6,38;1869;993,16;079616
Madrid-Villaverde;2020/06/29 09:00:00;30;20,14;1574;1056,76;079617
Madrid-Villa de Vallecas;2020/06/29 09:00:00;20;18,12;1317;1193,31;079618
Madrid-Vicálvaro;2020/06/29 09:00:00;24;33,29;927;1285,87;079619
Pozuelo de Alarcón;2020/06/29 09:00:00;6;6,94;855;989,33;1150
Alcorcón;2020/06/29 09:00:00;12;7,04;1951;1144,19;0072
Navalcarnero;2020/06/29 09:00:00;;3,41;222;757,73;0967
San Agustín del Guadalix;2020/06/29 09:00:00;;0;84;627,85;1296
Las Rozas de Madrid;2020/06/29 09:00:00;11;11,48;866;903,83;1277
Moraleja de Enmedio;2020/06/29 09:00:00;;0;29;564,64;0894
Valdaracete;2020/06/29 09:00:00;;0;7;1149,43;1551
Pozuelo del Rey;2020/06/29 09:00:00;;87,18;;348,74;1163
Puebla de la Sierra;2020/06/29 09:00:00;;0;;0;1185
Perales de Tajuña;2020/06/29 09:00:00;;34,07;12;408,86;1104
Valdemorillo;2020/06/29 09:00:00;;0;52;415,4;1603
Navalafuente;2020/06/29 09:00:00;;0;8;552,1;0941
Velilla de San Antonio;2020/06/29 09:00:00;;8,17;78;637,46;1678
Villanueva de la Cañada;2020/06/29 09:00:00;;4,66;173;806,71;1760
Villanueva del Pardillo;2020/06/29 09:00:00;;5,82;113;657,74;1776
Nuevo Baztán;2020/06/29 09:00:00;;0;33;525,81;1006
Villamantilla;2020/06/29 09:00:00;;0;8;555,17;1757
Villamanta;2020/06/29 09:00:00;;0;18;704,5;1744
Cabanillas de la Sierra;2020/06/29 09:00:00;;0;10;1322,75;0297
Cenicientos;2020/06/29 09:00:00;;49,19;37;1819,97;0376
Puentes Viejas;2020/06/29 09:00:00;;0;;294,55;9020
Aranjuez;2020/06/29 09:00:00;;3,36;478;801,92;0133
Cercedilla;2020/06/29 09:00:00;;14,23;125;1779,11;0382
Santorcaz;2020/06/29 09:00:00;;0;7;790,07;1369
Coslada;2020/06/29 09:00:00;;6,12;868;1062,93;0493
Morata de Tajuña;2020/06/29 09:00:00;;13,02;112;1457,76;0915
Robregordo;2020/06/29 09:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/06/29 09:00:00;;0;;775,19;0973
Venturada;2020/06/29 09:00:00;;0;;138,7;1697
Navacerrada;2020/06/29 09:00:00;;0;19;639,3;0936
Montejo de la Sierra;2020/06/29 09:00:00;;0;;283,29;0881
Fresno de Torote;2020/06/29 09:00:00;;0;14;630,35;0571
Pinilla del Valle;2020/06/29 09:00:00;;0;;0;1126
Valdemaqueda;2020/06/29 09:00:00;;0;;640,2;1599
Navas del Rey;2020/06/29 09:00:00;;34,27;83;2844,41;0992
Olmeda de las Fuentes;2020/06/29 09:00:00;;0;;862,07;1013
Bustarviejo;2020/06/29 09:00:00;;0;11;439,47;0284
Becerril de la Sierra;2020/06/29 09:00:00;;0;35;612,53;0186
Fuenlabrada;2020/06/29 09:00:00;32;16,52;1709;882,29;0587
Garganta de los Montes;2020/06/29 09:00:00;;0;;288,18;0626
Pinto;2020/06/29 09:00:00;12;22,85;361;687,28;1132
Alameda del Valle;2020/06/29 09:00:00;;0;;0;0035
Berzosa del Lozoya;2020/06/29 09:00:00;;0;;975,61;0203
Los Santos de la Humosa;2020/06/29 09:00:00;;0;21;810,81;1375
El Álamo;2020/06/29 09:00:00;;21,12;108;1140,44;0040
Pelayos de la Presa;2020/06/29 09:00:00;;0;19;731,9;1090
Galapagar;2020/06/29 09:00:00;;8,89;296;877,24;0611
Griñón;2020/06/29 09:00:00;;19,38;114;1104,76;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/29 09:00:00;;0;;949,37;0632
Aldea del Fresno;2020/06/29 09:00:00;;0;62;2184,64;0088
Carabaña;2020/06/29 09:00:00;;0;14;696,52;0357
Talamanca de Jarama;2020/06/29 09:00:00;;0;66;1711,17;1454
Chapinería;2020/06/29 09:00:00;;0;8;343,64;0513
Ciempozuelos;2020/06/29 09:00:00;;0;278;1130,45;0409
Ajalvir;2020/06/29 09:00:00;;21,22;36;764,01;0029
San Lorenzo de El Escorial;2020/06/29 09:00:00;;5,44;150;816,59;1317
Gascones;2020/06/29 09:00:00;;0;;0;0647
San Martín de la Vega;2020/06/29 09:00:00;;10,43;105;547,73;1322
Móstoles;2020/06/29 09:00:00;36;17,21;2328;1112,9;0920
Leganés;2020/06/29 09:00:00;83;43,72;3389;1784,99;0745
Braojos;2020/06/29 09:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/06/29 09:00:00;;31,19;36;561,36;0506
Algete;2020/06/29 09:00:00;;0;134;650,14;0091
Mejorada del Campo;2020/06/29 09:00:00;;0;190;816,36;0843
Loeches;2020/06/29 09:00:00;;0;52;591,51;0758
Parla;2020/06/29 09:00:00;11;8,45;834;640,93;1065
Fuentidueña de Tajo;2020/06/29 09:00:00;;48,71;20;974,18;0604
Ambite;2020/06/29 09:00:00;;0;7;1182,43;0112
Torremocha de Jarama;2020/06/29 09:00:00;;0;16;1570,17;1533
Anchuelo;2020/06/29 09:00:00;;78,68;8;629,43;0127
Los Molinos;2020/06/29 09:00:00;;22,78;56;1275,92;0875
Soto del Real;2020/06/29 09:00:00;;0;77;875,1;1441
Valverde de Alcalá;2020/06/29 09:00:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;2020/06/29 09:00:00;;29,87;41;612,31;0590
Horcajo de la Sierra-Aoslos;2020/06/29 09:00:00;;0;;2758,62;0702
Valdeolmos-Alalpardo;2020/06/29 09:00:00;;0;11;265,96;1625
Campo Real;2020/06/29 09:00:00;;16,1;32;515,3;0339
Valdeavero;2020/06/29 09:00:00;;0;10;643,5;1564
Villamanrique de Tajo;2020/06/29 09:00:00;;0;;568,99;1739
Cobeña;2020/06/29 09:00:00;;13,46;88;1184,71;0416
Fresnedillas de la Oliva;2020/06/29 09:00:00;;0;9;572,52;0565
Valdilecha;2020/06/29 09:00:00;;0;21;715,99;1659
El Berrueco;2020/06/29 09:00:00;;526,32;12;1578,95;0210
Pezuela de las Torres;2020/06/29 09:00:00;;0;;237,53;1111
Villar del Olmo;2020/06/29 09:00:00;;0;7;348,09;1795
Guadarrama;2020/06/29 09:00:00;;6,24;237;1478,29;0685
San Martín de Valdeiglesias;2020/06/29 09:00:00;;11,82;101;1193,99;1338
Torrelodones;2020/06/29 09:00:00;;0;361;1522,11;1527
Boadilla del Monte;2020/06/29 09:00:00;;5,5;399;731,17;0225
Torrejón de Velasco;2020/06/29 09:00:00;;22,82;24;547,7;1505
Villanueva de Perales;2020/06/29 09:00:00;;0;;319,9;1782
Tielmes;2020/06/29 09:00:00;;37,74;37;1396,23;1467
San Sebastián de los Reyes;2020/06/29 09:00:00;19;21,28;622;696,72;1343
Guadalix de la Sierra;2020/06/29 09:00:00;;0;52;836,82;0679
Humanes de Madrid;2020/06/29 09:00:00;;20,26;143;724,31;0730
Chinchón;2020/06/29 09:00:00;;18,76;32;600,26;0528
Cadalso de los Vidrios;2020/06/29 09:00:00;;0;15;493,58;0318
Hoyo de Manzanares;2020/06/29 09:00:00;;0;44;521,7;0724
Torrejón de la Calzada;2020/06/29 09:00:00;;0;41;462,13;1492
Estremera;2020/06/29 09:00:00;;0;10;793,65;0552
Corpa;2020/06/29 09:00:00;;0;6;841,51;0480
Meco;2020/06/29 09:00:00;;6,99;145;1013,63;0838
Madarcos;2020/06/29 09:00:00;;0;;0;0783
Zarzalejo;2020/06/29 09:00:00;;0;43;2593,49;1837
Arganda del Rey;2020/06/29 09:00:00;;1,81;376;678,84;0148
Collado Mediano;2020/06/29 09:00:00;;0;33;474,27;0468
Daganzo de Arriba;2020/06/29 09:00:00;;0;44;431,16;0534
Manzanares El Real;2020/06/29 09:00:00;;0;48;542,99;0822
Buitrago del Lozoya;2020/06/29 09:00:00;;53,08;17;902,34;0278
Valdelaguna;2020/06/29 09:00:00;;0;;106,72;1570
Valdepiélagos;2020/06/29 09:00:00;;0;;0;1631
Casarrubuelos;2020/06/29 09:00:00;;0;11;291,16;0360
Miraflores de la Sierra;2020/06/29 09:00:00;;0;39;638,51;0856
Paracuellos de Jarama;2020/06/29 09:00:00;;11,87;83;328,47;1049
El Vellón;2020/06/29 09:00:00;;0;14;715,02;1684
Lozoya;2020/06/29 09:00:00;;0;;172,12;0761
Collado Villalba;2020/06/29 09:00:00;;7,85;572;898,26;0474
Colmenarejo;2020/06/29 09:00:00;;21,91;51;558,6;0442
Villavieja del Lozoya;2020/06/29 09:00:00;;0;;0;1821
Prádena del Rincón;2020/06/29 09:00:00;;0;;0;1179
La Cabrera;2020/06/29 09:00:00;;0;12;449,94;0301
Sevilla la Nueva;2020/06/29 09:00:00;;32,2;159;1706,37;1415
La Acebeda;2020/06/29 09:00:00;;0;;0;0014
Redueña;2020/06/29 09:00:00;;0;;769,23;1219
Robledillo de la Jara;2020/06/29 09:00:00;;0;;1250;1245
La Serna del Monte;2020/06/29 09:00:00;;0;;0;1381
Colmenar de Oreja;2020/06/29 09:00:00;;0;28;348,61;0437
Rozas de Puerto Real;2020/06/29 09:00:00;;0;;943,4;1283
Valdemanco;2020/06/29 09:00:00;;0;;218,82;1586
Brunete;2020/06/29 09:00:00;;9,31;119;1108,42;0262
Titulcia;2020/06/29 09:00:00;;76,16;10;761,61;1473
Villa del Prado;2020/06/29 09:00:00;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/29 09:00:00;;0;;230,95;9015
Quijorna;2020/06/29 09:00:00;;0;35;1017,74;1198
Valdemoro;2020/06/29 09:00:00;12;15,79;893;1175,26;1610
Tres Cantos;2020/06/29 09:00:00;;6,29;449;940,87;9036
Torrelaguna;2020/06/29 09:00:00;;21,01;27;567,23;1512
Rivas-Vaciamadrid;2020/06/29 09:00:00;10;11,34;623;706,75;1230
El Atazar;2020/06/29 09:00:00;;0;;0;0164
Pedrezuela;2020/06/29 09:00:00;;0;35;594,03;1087
Santa María de la Alameda;2020/06/29 09:00:00;;0;7;558,21;1356
Horcajuelo de la Sierra;2020/06/29 09:00:00;;0;;0;0719
Arroyomolinos;2020/06/29 09:00:00;;3,19;198;630,65;0151
Moralzarzal;2020/06/29 09:00:00;;7,68;81;621,83;0908
Canencia;2020/06/29 09:00:00;;0;;671,14;0344
Villarejo de Salvanés;2020/06/29 09:00:00;;13,63;44;599,86;1809
Serranillos del Valle;2020/06/29 09:00:00;;0;39;936,37;1408
Villaviciosa de Odón;2020/06/29 09:00:00;;17,96;234;840,67;1816
Camarma de Esteruelas;2020/06/29 09:00:00;;0;46;627,04;0323
Robledo de Chavela;2020/06/29 09:00:00;;0;30;702,58;1258
Patones;2020/06/29 09:00:00;;184,84;11;2033,27;1071
Navalagamella;2020/06/29 09:00:00;;0;7;268,2;0954
Rascafría;2020/06/29 09:00:00;;0;6;360,58;1202
El Boalo;2020/06/29 09:00:00;;13,32;46;612,68;0231
Majadahonda;2020/06/29 09:00:00;6;8,35;636;885,47;0800
Batres;2020/06/29 09:00:00;;0;10;593,82;0170
Alcobendas;2020/06/29 09:00:00;12;10,25;885;756,15;0066
Alcalá de Henares;2020/06/29 09:00:00;12;6,13;2514;1284,95;0053
Colmenar Viejo;2020/06/29 09:00:00;;5,91;506;997,01;0455
San Fernando de Henares;2020/06/29 09:00:00;;10,14;447;1133,6;1300
Villalbilla;2020/06/29 09:00:00;;7,21;94;677,33;1723
El Escorial;2020/06/29 09:00:00;;6,19;147;909,54;0549
Colmenar del Arroyo;2020/06/29 09:00:00;;0;52;3014,49;0421
Torrejón de Ardoz;2020/06/29 09:00:00;10;7,61;1124;855,56;1489
Piñuécar-Gandullas;2020/06/29 09:00:00;;0;;0;1147
Brea de Tajo;2020/06/29 09:00:00;;0;8;1526,72;0259
El Molar;2020/06/29 09:00:00;;0;40;447,53;0869
Belmonte de Tajo;2020/06/29 09:00:00;;0;;300,48;0199
Torres de la Alameda;2020/06/29 09:00:00;;12,86;89;1144,11;1548
Somosierra;2020/06/29 09:00:00;;0;;2325,58;1436
Alpedrete;2020/06/29 09:00:00;;13,72;151;1036,02;0105
Orusco de Tajuña;2020/06/29 09:00:00;;0;24;1929,26;1028
La Hiruela;2020/06/29 09:00:00;;0;;3508,77;0698
Cervera de Buitrago;2020/06/29 09:00:00;;0;;2000;0395
Getafe;2020/06/29 09:00:00;42;22,9;1607;876,35;0650
Ribatejada;2020/06/29 09:00:00;;0;;255,43;1224
Villaconejos;2020/06/29 09:00:00;;0;9;265,64;1701
Valdetorres de Jarama;2020/06/29 09:00:00;;0;18;400,27;1646
Madrid-Retiro;2020/06/28 09:00:00;35;29,33;1675;1403,82;079603
Madrid-Salamanca;2020/06/28 09:00:00;19;13;1763;1206,67;079604
Madrid-Centro;2020/06/28 09:00:00;24;17,8;1275;945,51;079601
Madrid-Arganzuela;2020/06/28 09:00:00;18;11,7;1755;1141,07;079602
Madrid-Chamartín;2020/06/28 09:00:00;11;7,54;1779;1219,75;079605
Madrid-Tetuán;2020/06/28 09:00:00;8;5,06;2221;1405,49;079606
Madrid-Chamberí;2020/06/28 09:00:00;22;15,78;1709;1226,15;079607
Madrid-Fuencarral-El Pardo;2020/06/28 09:00:00;29;11,79;3258;1324,72;079608
Madrid-Moncloa-Aravaca;2020/06/28 09:00:00;26;21,77;1547;1295,44;079609
Madrid-Latina;2020/06/28 09:00:00;58;24,35;3061;1284,96;079610
Madrid-Carabanchel;2020/06/28 09:00:00;41;16,2;2941;1162;079611
Madrid-Usera;2020/06/28 09:00:00;21;15,03;1495;1069,84;079612
Madrid-Puente de Vallecas;2020/06/28 09:00:00;61;25,97;3338;1421,29;079613
Madrid-San Blas - Canillejas;2020/06/28 09:00:00;15;9,49;1573;994,68;079620
Madrid-Barajas;2020/06/28 09:00:00;;10,22;452;923,49;079621
Madrid-Moratalaz;2020/06/28 09:00:00;27;28,55;1509;1595,64;079614
Madrid-Ciudad Lineal;2020/06/28 09:00:00;41;18,96;2405;1111,96;079615
Madrid-Hortaleza;2020/06/28 09:00:00;13;6,91;1861;988,91;079616
Madrid-Villaverde;2020/06/28 09:00:00;30;20,14;1573;1056,09;079617
Madrid-Villa de Vallecas;2020/06/28 09:00:00;21;19,03;1313;1189,69;079618
Madrid-Vicálvaro;2020/06/28 09:00:00;25;34,68;925;1283,1;079619
Pozuelo de Alarcón;2020/06/28 09:00:00;6;6,94;854;988,17;1150
Alcorcón;2020/06/28 09:00:00;12;7,04;1951;1144,19;0072
Navalcarnero;2020/06/28 09:00:00;;3,41;222;757,73;0967
San Agustín del Guadalix;2020/06/28 09:00:00;;0;84;627,85;1296
Las Rozas de Madrid;2020/06/28 09:00:00;11;11,48;864;901,75;1277
Moraleja de Enmedio;2020/06/28 09:00:00;;0;29;564,64;0894
Valdaracete;2020/06/28 09:00:00;;0;7;1149,43;1551
Pozuelo del Rey;2020/06/28 09:00:00;;87,18;;348,74;1163
Puebla de la Sierra;2020/06/28 09:00:00;;0;;0;1185
Perales de Tajuña;2020/06/28 09:00:00;;34,07;12;408,86;1104
Valdemorillo;2020/06/28 09:00:00;;0;52;415,4;1603
Navalafuente;2020/06/28 09:00:00;;0;8;552,1;0941
Velilla de San Antonio;2020/06/28 09:00:00;;8,17;78;637,46;1678
Villanueva de la Cañada;2020/06/28 09:00:00;;4,66;172;802,05;1760
Villanueva del Pardillo;2020/06/28 09:00:00;;5,82;113;657,74;1776
Nuevo Baztán;2020/06/28 09:00:00;;0;33;525,81;1006
Villamantilla;2020/06/28 09:00:00;;0;8;555,17;1757
Villamanta;2020/06/28 09:00:00;;0;18;704,5;1744
Cabanillas de la Sierra;2020/06/28 09:00:00;;0;10;1322,75;0297
Cenicientos;2020/06/28 09:00:00;;49,19;37;1819,97;0376
Puentes Viejas;2020/06/28 09:00:00;;0;;294,55;9020
Aranjuez;2020/06/28 09:00:00;;3,36;478;801,92;0133
Cercedilla;2020/06/28 09:00:00;;14,23;125;1779,11;0382
Santorcaz;2020/06/28 09:00:00;;0;7;790,07;1369
Coslada;2020/06/28 09:00:00;;6,12;868;1062,93;0493
Morata de Tajuña;2020/06/28 09:00:00;;13,02;112;1457,76;0915
Robregordo;2020/06/28 09:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/06/28 09:00:00;;0;;775,19;0973
Venturada;2020/06/28 09:00:00;;0;;138,7;1697
Navacerrada;2020/06/28 09:00:00;;0;19;639,3;0936
Montejo de la Sierra;2020/06/28 09:00:00;;0;;283,29;0881
Fresno de Torote;2020/06/28 09:00:00;;0;14;630,35;0571
Pinilla del Valle;2020/06/28 09:00:00;;0;;0;1126
Valdemaqueda;2020/06/28 09:00:00;;0;;640,2;1599
Navas del Rey;2020/06/28 09:00:00;;34,27;83;2844,41;0992
Olmeda de las Fuentes;2020/06/28 09:00:00;;0;;862,07;1013
Bustarviejo;2020/06/28 09:00:00;;0;11;439,47;0284
Becerril de la Sierra;2020/06/28 09:00:00;;0;35;612,53;0186
Fuenlabrada;2020/06/28 09:00:00;32;16,52;1708;881,78;0587
Garganta de los Montes;2020/06/28 09:00:00;;0;;288,18;0626
Pinto;2020/06/28 09:00:00;12;22,85;361;687,28;1132
Alameda del Valle;2020/06/28 09:00:00;;0;;0;0035
Berzosa del Lozoya;2020/06/28 09:00:00;;0;;975,61;0203
Los Santos de la Humosa;2020/06/28 09:00:00;;0;21;810,81;1375
El Álamo;2020/06/28 09:00:00;;31,68;107;1129,88;0040
Pelayos de la Presa;2020/06/28 09:00:00;;0;18;693,37;1090
Galapagar;2020/06/28 09:00:00;;8,89;295;874,28;0611
Griñón;2020/06/28 09:00:00;;19,38;114;1104,76;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/28 09:00:00;;0;;949,37;0632
Aldea del Fresno;2020/06/28 09:00:00;;0;62;2184,64;0088
Carabaña;2020/06/28 09:00:00;;0;14;696,52;0357
Talamanca de Jarama;2020/06/28 09:00:00;;0;66;1711,17;1454
Chapinería;2020/06/28 09:00:00;;0;8;343,64;0513
Ciempozuelos;2020/06/28 09:00:00;;0;278;1130,45;0409
Ajalvir;2020/06/28 09:00:00;;21,22;36;764,01;0029
San Lorenzo de El Escorial;2020/06/28 09:00:00;;5,44;150;816,59;1317
Gascones;2020/06/28 09:00:00;;0;;0;0647
San Martín de la Vega;2020/06/28 09:00:00;;10,43;105;547,73;1322
Móstoles;2020/06/28 09:00:00;37;17,69;2326;1111,94;0920
Leganés;2020/06/28 09:00:00;83;43,72;3388;1784,46;0745
Braojos;2020/06/28 09:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/06/28 09:00:00;;31,19;36;561,36;0506
Algete;2020/06/28 09:00:00;;0;134;650,14;0091
Mejorada del Campo;2020/06/28 09:00:00;;0;190;816,36;0843
Loeches;2020/06/28 09:00:00;;0;52;591,51;0758
Parla;2020/06/28 09:00:00;12;9,22;834;640,93;1065
Fuentidueña de Tajo;2020/06/28 09:00:00;;48,71;20;974,18;0604
Ambite;2020/06/28 09:00:00;;0;7;1182,43;0112
Torremocha de Jarama;2020/06/28 09:00:00;;0;16;1570,17;1533
Anchuelo;2020/06/28 09:00:00;;78,68;8;629,43;0127
Los Molinos;2020/06/28 09:00:00;;45,57;56;1275,92;0875
Soto del Real;2020/06/28 09:00:00;;0;77;875,1;1441
Valverde de Alcalá;2020/06/28 09:00:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;2020/06/28 09:00:00;;29,87;41;612,31;0590
Horcajo de la Sierra-Aoslos;2020/06/28 09:00:00;;0;;2758,62;0702
Valdeolmos-Alalpardo;2020/06/28 09:00:00;;0;11;265,96;1625
Campo Real;2020/06/28 09:00:00;;16,1;32;515,3;0339
Valdeavero;2020/06/28 09:00:00;;0;9;579,15;1564
Villamanrique de Tajo;2020/06/28 09:00:00;;0;;568,99;1739
Cobeña;2020/06/28 09:00:00;;13,46;88;1184,71;0416
Fresnedillas de la Oliva;2020/06/28 09:00:00;;0;9;572,52;0565
Valdilecha;2020/06/28 09:00:00;;0;21;715,99;1659
El Berrueco;2020/06/28 09:00:00;;526,32;12;1578,95;0210
Pezuela de las Torres;2020/06/28 09:00:00;;0;;237,53;1111
Villar del Olmo;2020/06/28 09:00:00;;49,73;7;348,09;1795
Guadarrama;2020/06/28 09:00:00;;6,24;237;1478,29;0685
San Martín de Valdeiglesias;2020/06/28 09:00:00;;11,82;101;1193,99;1338
Torrelodones;2020/06/28 09:00:00;;0;360;1517,9;1527
Boadilla del Monte;2020/06/28 09:00:00;;3,67;397;727,51;0225
Torrejón de Velasco;2020/06/28 09:00:00;;22,82;24;547,7;1505
Villanueva de Perales;2020/06/28 09:00:00;;0;;319,9;1782
Tielmes;2020/06/28 09:00:00;;37,74;36;1358,49;1467
San Sebastián de los Reyes;2020/06/28 09:00:00;19;21,28;620;694,48;1343
Guadalix de la Sierra;2020/06/28 09:00:00;;0;52;836,82;0679
Humanes de Madrid;2020/06/28 09:00:00;;20,26;143;724,31;0730
Chinchón;2020/06/28 09:00:00;;18,76;32;600,26;0528
Cadalso de los Vidrios;2020/06/28 09:00:00;;0;14;460,68;0318
Hoyo de Manzanares;2020/06/28 09:00:00;;0;44;521,7;0724
Torrejón de la Calzada;2020/06/28 09:00:00;;0;41;462,13;1492
Estremera;2020/06/28 09:00:00;;0;10;793,65;0552
Corpa;2020/06/28 09:00:00;;0;6;841,51;0480
Meco;2020/06/28 09:00:00;;6,99;145;1013,63;0838
Madarcos;2020/06/28 09:00:00;;0;;0;0783
Zarzalejo;2020/06/28 09:00:00;;0;43;2593,49;1837
Arganda del Rey;2020/06/28 09:00:00;;1,81;374;675,22;0148
Collado Mediano;2020/06/28 09:00:00;;0;33;474,27;0468
Daganzo de Arriba;2020/06/28 09:00:00;;0;44;431,16;0534
Manzanares El Real;2020/06/28 09:00:00;;0;48;542,99;0822
Buitrago del Lozoya;2020/06/28 09:00:00;;53,08;17;902,34;0278
Valdelaguna;2020/06/28 09:00:00;;0;;106,72;1570
Valdepiélagos;2020/06/28 09:00:00;;0;;0;1631
Casarrubuelos;2020/06/28 09:00:00;;0;11;291,16;0360
Miraflores de la Sierra;2020/06/28 09:00:00;;0;39;638,51;0856
Paracuellos de Jarama;2020/06/28 09:00:00;;11,87;82;324,51;1049
El Vellón;2020/06/28 09:00:00;;0;14;715,02;1684
Lozoya;2020/06/28 09:00:00;;0;;172,12;0761
Collado Villalba;2020/06/28 09:00:00;;7,85;572;898,26;0474
Colmenarejo;2020/06/28 09:00:00;;21,91;51;558,6;0442
Villavieja del Lozoya;2020/06/28 09:00:00;;0;;0;1821
Prádena del Rincón;2020/06/28 09:00:00;;0;;0;1179
La Cabrera;2020/06/28 09:00:00;;0;12;449,94;0301
Sevilla la Nueva;2020/06/28 09:00:00;;32,2;159;1706,37;1415
La Acebeda;2020/06/28 09:00:00;;0;;0;0014
Redueña;2020/06/28 09:00:00;;0;;769,23;1219
Robledillo de la Jara;2020/06/28 09:00:00;;0;;1250;1245
La Serna del Monte;2020/06/28 09:00:00;;0;;0;1381
Colmenar de Oreja;2020/06/28 09:00:00;;0;28;348,61;0437
Rozas de Puerto Real;2020/06/28 09:00:00;;0;;943,4;1283
Valdemanco;2020/06/28 09:00:00;;0;;218,82;1586
Brunete;2020/06/28 09:00:00;;18,63;119;1108,42;0262
Titulcia;2020/06/28 09:00:00;;76,16;10;761,61;1473
Villa del Prado;2020/06/28 09:00:00;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/28 09:00:00;;0;;230,95;9015
Quijorna;2020/06/28 09:00:00;;0;35;1017,74;1198
Valdemoro;2020/06/28 09:00:00;12;15,79;891;1172,63;1610
Tres Cantos;2020/06/28 09:00:00;;6,29;446;934,58;9036
Torrelaguna;2020/06/28 09:00:00;;21,01;27;567,23;1512
Rivas-Vaciamadrid;2020/06/28 09:00:00;10;11,34;622;705,62;1230
El Atazar;2020/06/28 09:00:00;;0;;0;0164
Pedrezuela;2020/06/28 09:00:00;;0;35;594,03;1087
Santa María de la Alameda;2020/06/28 09:00:00;;0;7;558,21;1356
Horcajuelo de la Sierra;2020/06/28 09:00:00;;0;;0;0719
Arroyomolinos;2020/06/28 09:00:00;;3,19;198;630,65;0151
Moralzarzal;2020/06/28 09:00:00;;7,68;81;621,83;0908
Canencia;2020/06/28 09:00:00;;0;;671,14;0344
Villarejo de Salvanés;2020/06/28 09:00:00;;13,63;44;599,86;1809
Serranillos del Valle;2020/06/28 09:00:00;;0;39;936,37;1408
Villaviciosa de Odón;2020/06/28 09:00:00;;17,96;232;833,48;1816
Camarma de Esteruelas;2020/06/28 09:00:00;;0;46;627,04;0323
Robledo de Chavela;2020/06/28 09:00:00;;0;30;702,58;1258
Patones;2020/06/28 09:00:00;;184,84;11;2033,27;1071
Navalagamella;2020/06/28 09:00:00;;0;7;268,2;0954
Rascafría;2020/06/28 09:00:00;;0;6;360,58;1202
El Boalo;2020/06/28 09:00:00;;13,32;46;612,68;0231
Majadahonda;2020/06/28 09:00:00;6;8,35;633;881,3;0800
Batres;2020/06/28 09:00:00;;0;10;593,82;0170
