OBJECTID,NUMEROLINEAUSUARIO,SENTIDO,DENOMINACION,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR
548,6-2,1,ARGANZUELA-PLANETARIO,79,MADRID,A,Calle del Bronce N 1A,900.927,25.57
549,2,2,LA ALMUDENA,79,MADRID,A,Calle de Arriaga N 75,1152.519,24.22
550,2,1,LA ALMUDENA,79,MADRID,A,Calle de Arriaga N 75,1381.1225,24.22
551,2,1,ALSACIA,79,MADRID,A,Plaza de Alsacia N S/N,1088.4661,24.22
552,2,2,ALSACIA,79,MADRID,A,Plaza de Alsacia N S/N,1376.0374,24.22
553,2,2,AVENIDA DE GUADALAJARA,79,MADRID,A,Avda de Guadalajara N 110,1088.5085,24.22
554,2,1,AVENIDA DE GUADALAJARA,79,MADRID,A,Avda de Guadalajara N 110,900.095,24.22
555,2,2,LAS ROSAS,79,MADRID,A,Paseo de Ginebra N 35,909.1055,24.22
556,2,1,LAS ROSAS,79,MADRID,A,Paseo de Ginebra N 35,0,0
557,9A,1,MIRASIERRA,79,MADRID,A,Avda del Ventisquero de la Condesa N 28,1450.0727,26.81
558,9A,2,MIRASIERRA,79,MADRID,A,Avda del Ventisquero de la Condesa N 28,1212.7404,26.81
559,9A,1,PACO DE LUCIA,79,MADRID,A,Calle de Monasterio de Las Huelgas N 5,0,26.81
560,9A,2,PACO DE LUCIA,79,MADRID,A,Calle de Monasterio de Las Huelgas N 5,1456.6996,26.81
561,12-1,1,HOSPITAL DE MOSTOLES,92,MOSTOLES,B2,Calle del Río Sella N 10,1031.324,40.53
562,12-2,1,HOSPITAL DE MOSTOLES,92,MOSTOLES,B2,Calle del Río Sella N 10,1608.336,40.59
563,12-1,1,MANUELA MALASAÑA,92,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,1598.815,40.53
564,12-2,1,MANUELA MALASAÑA,92,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,2903.303,40.59
565,12-1,1,UNIVERSIDAD REY JUAN CARLOS,92,MOSTOLES,B2,Calle   Tulipán N 2,2607.765,40.53
566,12-2,1,UNIVERSIDAD REY JUAN CARLOS,92,MOSTOLES,B2,Calle   Tulipán N 2,1307.271,40.59
567,12-1,1,MOSTOLES CENTRAL,92,MOSTOLES,B2,Paseo de la Estación N 13,1306.587,40.53
568,12-2,1,MOSTOLES CENTRAL,92,MOSTOLES,B2,Paseo de la Estación N 13,694.403,40.59
569,12-2,1,PRADILLO,92,MOSTOLES,B2,Calle de Agustina de Aragón N 23,1032.144,40.59
570,12-1,1,PRADILLO,92,MOSTOLES,B2,Calle de Agustina de Aragón N 23,698.708,40.53
571,9B,1,RIVAS URBANIZACIONES,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,5749.903,54.34
572,9B,2,RIVAS URBANIZACIONES,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,3613.233,54.34
573,9B,1,RIVAS VACIAMADRID,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,1521.842,54.34
574,9B,2,RIVAS VACIAMADRID,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,4377.886,54.34
575,9B,2,RIVAS FUTURA,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,1520.461,54.34
576,9B,1,RIVAS FUTURA,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,3614.712,54.34
577,7b,1,SAN FERNANDO,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,1073.1361,33.38
578,7b,2,SAN FERNANDO,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,1107.1723,33.38
579,7b,1,JARAMA,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,921.2163,33.38
580,7b,2,JARAMA,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,1080.0464,33.38
581,7b,1,HENARES,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,686.9297,33.38
582,7b,2,HENARES,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,928.9609,33.38
583,10b,1,BAUNATAL,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,1085.92207768013,37.18
584,10b,2,BAUNATAL,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,1112.44786208803,37.18
585,10b,1,REYES CATOLICOS,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,1556.36005210617,37.18
586,10b,2,REYES CATOLICOS,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,1086.7442615135,37.18
587,10b,1,HOSPITAL INFANTA SOFIA,134,SAN SEBASTIAN DE LOS REYES,B1,Paseo   Europa N 11,0,0
588,10b,2,HOSPITAL INFANTA SOFIA,134,SAN SEBASTIAN DE LOS REYES,B1,Paseo   Europa N 11,1548.46471267871,37.18
